Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
CALS,Los Ba–os,37.0612,-120.8849,30144,526.5328,1991,
TXCY,Cypress Creek,29.9561,-95.89,17908,300.9748,1991,
CAPA,Palo Alto,37.4064,-122.1559,17302,90.1146,1991,
CATL,Tule Lake,41.9465,-121.539,8076,351.1304,1991,
LA0T,Crowley,30.2,-92.6,7473,62.7983,1991,
CAHF,Hayward-Fremont,37.6068,-122.0667,7462,37.4035,1991,
CAPV,Peace Valley,39.1982,-121.8219,6564,73.3408,1991,
CASJ,San Jose,37.4033,-121.8821,5917,24.4504,1991,
CASS,Salton Sea (south),33.1579,-115.6132,5737,119.5208,1991,
CABE,Benicia,38.1143,-122.1094,5203,23.2277,1991,
TXCC,Corpus Christi,27.8334,-97.5833,3874,36.8952,1991,
ARPB,Pine Bluff,34.2295,-92.0033,3460,43.7975,1991,
CASM,Sacramento,38.6,-121.55,3155,13.8226,1991,
LASA,Sabine N.W.R.,29.8545,-93.3892,3042,19.2837,1991,
CALN,Lancaster,34.7043,-118.086,3012,60.5427,1991,
CACW,Caswell-Westley,37.6061,-121.174,2720,50.3704,1991,
CATO,Thousand Oaks,34.1489,-118.9699,2317,36.2031,1991,
ORKF,Klamath Falls,42.1595,-121.7351,2264,40.2489,1991,
CAOV,Oceanside-Vista-Carlsbad,33.1903,-117.2796,2198,16.2815,1991,
CASL,San Jacinto Lake,33.8745,-117.1239,2141,21.41,1991,
AZRC,Ramsey Canyon,31.4599,-110.2068,2100,14.7887,1991,
CACC,Contra Costa County,37.9538,-121.9923,2090,9.9287,1991,
MSAL,Arkabutla Lake,34.7624,-90.1306,2030,56.3889,1991,
CAST,Stockton,38.116,-121.3954,2021,15.6667,1991,
LACR,Creole,29.8159,-93.1113,1949,25.3117,1991,
TXOR,Old River,29.8776,-94.7263,1909,35.0275,1991,
TXAU,Austin,30.1834,-97.698,1869,9.3333,1991,
LAPP,Pine Prairie,30.7643,-92.3765,1837,20.5251,1991,
TXSB,San Bernard N.W.R.,28.8667,-95.5667,1787,9.4053,1991,
TXBP,Bolivar Peninsula,29.5504,-94.4668,1692,15.3818,1991,
NCBP,Bodie-Pea Island,35.7824,-75.5458,1670,16.0577,1991,
CARS,Rancho Santa Fe,33.0003,-117.1628,1663,11.5486,1991,
CASA,Santa Ana River Valley,33.9068,-117.4889,1431,36.2278,1991,
TXAP,Attwater Prairie Chicken N.W.R.,29.6344,-96.3667,1343,11.885,1991,
CA2L,Point Reyes Peninsula,38.1333,-122.8833,1307,3.8583,1991,
CA1B,China Lake,35.6167,-117.6667,1282,25.899,1991,
ARLO,Lonoke,34.749,-91.8957,1010,14.2756,1991,
MSSI,Sidon,33.3624,-90.2479,1009,33.082,1991,
TXAM,Amarillo,34.9851,-101.7021,1000,35.7143,1991,
LACA,Catahoula N.W.R.,31.508,-92.0589,918,15.3,1991,
CODV,Denver (urban),39.7347,-104.8753,885,8.4689,1991,
TXFR,Freeport,29.0172,-95.3551,870,1.6747,1991,
TXLS,La Sal Vieja,26.4849,-97.9649,812,9.9938,1991,
WASB,Skagit Bay,48.2973,-122.3879,800,12.6984,1991,
TXST,San Antonio,29.3148,-98.608,756,4.9737,1991,
FLHC,Hamilton County,30.336,-82.7595,718,11.8678,1991,
TXCF,Corpus Christi (Flour Bluff),27.6584,-97.2938,585,5.9847,1991,
CABA,Bakersfield,35.4311,-118.9173,552,7.8298,1991,
ALWH,Wheeler N.W.R.,34.6001,-86.8837,550,6.3218,1991,
CAOC,Orange County (coastal),33.6725,-117.9453,531,2.817,1991,
TXSA,Santa Ana N.W.R.,26.1492,-98.1917,508,6.9828,1991,
ORSI,Sauvie Island,45.7562,-122.8008,502,5.7701,1991,
CASR,Santa Rosa,38.4379,-122.7116,485,3.7743,1991,
CASD,San Diego,32.6473,-117.117,483,3.3196,1991,
CAOA,Oakland,37.8146,-122.233,472,1.6489,1991,
TXLA,Laguna Atascosa N.W.R.,26.2391,-97.3814,467,5.6265,1991,
NMRO,Roswell,33.397,-104.3983,465,6.7391,1991,
LAJB,Johnsons Bayou,29.801,-93.7149,459,7.7468,1991,
CACO,Chico,39.722,-121.8238,405,4.0704,1991,
TXMI,Midland,31.95,-102.0333,403,8.2245,1991,
AZTV,Tucson Valley,32.3016,-110.9735,398,2.3481,1991,
OREU,Eugene,44.0768,-123.179,391,2.0937,1991,
TXLU,Lubbock County,33.5849,-101.7925,375,7.2816,1991,
FLMI,Merritt Island N.W.R.,28.6171,-80.6815,375,2.5862,1991,
CACL,Clear Lake,38.9392,-122.7199,371,3.3423,1991,
ORDA,Dallas,44.8965,-123.3384,370,4.3529,1991,
VACI,Chincoteague N.W.R.,37.9672,-75.3669,358,2.83,1991,
WASE,Seattle,47.6017,-122.3341,348,2.5217,1991,
TXBV,Brownsville,25.9328,-97.4748,324,7.9024,1991,
CASH,Salton Sea (north),33.5179,-116.1031,322,4.6331,1991,
CAAR,Arcata,40.8653,-124.1565,314,2.3131,1991,
NCMA,Mattamuskeet N.W.R.,35.45,-76.1333,307,4.1208,1991,
TXCT,Coastal Tip,26.0278,-97.2334,295,6.2766,1991,
CABV,"Buena Vista, Kern County",35.2272,-119.2617,294,8.7761,1991,
CAMC,Marin County (southern),37.9214,-122.5643,285,0.9484,1991,
NMBD,Bosque del Apache N.W.R.,33.8051,-106.8907,282,6.0973,1991,
WAGH,Grays Harbor,46.9667,-124.05,272,1.3737,1991,
CACB,Centerville Beach to King Salmon,40.642,-124.2428,268,1.4447,1991,
LANO,New Orleans,30.0236,-89.9167,262,3.1951,1991,
TXGA,Galveston,29.3333,-94.8333,258,1.8462,1991,
WATA,Tacoma,47.2335,-122.5167,252,1.3808,1991,
TXLG,Longview,32.3765,-94.7162,236,2.4456,1991,
ALMT,Mobile-Tensaw Delta,30.75,-87.95,236,4.8163,1991,
LATR,Tensas River N.W.R.,32.2833,-91.3667,230,3.0872,1991,
MSWC,Washington County (south),33.097,-90.9857,221,4.5102,1991,
