Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
CAPV,Peace Valley,39.1982,-121.8219,47532,1639.0345,2009,
CALS,Los Ba–os,37.0612,-120.8849,28857,554.9423,2009,
CASM,Sacramento,38.6,-121.55,23942,133.0111,2009,
CACW,Caswell-Westley,37.6061,-121.174,17801,312.2982,2009,
CAHF,Hayward-Fremont,37.6068,-122.0667,16203,62.5598,2009,
LACW,Crowley,30.1107,-92.3619,15302,214.014,2009,
CASS,Salton Sea (south),33.1579,-115.6132,13109,169.1484,2009,
CASJ,San Jose,37.4033,-121.8821,12031,49.2065,2009,
CAMW,Merced N.W.R.,37.2301,-120.6885,7594,205.2432,2009,
CABE,Benicia,38.1143,-122.1094,6935,26.1945,2009,
CABA,Bakersfield,35.4311,-118.9173,6173,68.5889,2009,
CASL,San Jacinto Lake,33.8745,-117.1239,5407,75.0972,2009,
CAPA,Palo Alto,37.4064,-122.1559,4901,20.8998,2009,
ARPB,Pine Bluff,34.2295,-92.0033,4366,79.7443,2009,
CAMA,Marysville,39.2,-121.5,4292,65.5267,2009,
CALN,Lancaster,34.7043,-118.086,3763,45.3373,2009,
MSSI,Sidon,33.3624,-90.2479,3722,97.9474,2009,
CODV,Denver (urban),39.7347,-104.8753,3594,26.871,2009,
CARS,Rancho Santa Fe,33.0003,-117.1628,3303,14.4868,2009,
CAMF,Milburn-Fresno,36.7788,-119.935,3301,176.0533,2009,
CAST,Stockton,38.116,-121.3954,2825,19.1851,2009,
CARC,Rio Cosumnes,38.3505,-121.4175,2457,14,2009,
LALT,Lacassine N.W.R.-Thornwell,30.0626,-92.8147,2287,19.8438,2009,
ORCV,Coquille Valley,43.115,-124.2983,1940,15.1563,2009,
OKSP,Salt Plains N.W.R.,36.785,-98.1789,1850,37,2009,
LACL,Cheneyville-Lecompte,31.1,-92.3667,1800,55.3846,2009,
TXFR,Freeport,29.0172,-95.3551,1555,5.8349,2009,
CATO,Thousand Oaks,34.1489,-118.9699,1536,9.253,2009,
TXAU,Austin,30.1834,-97.698,1486,6.4679,2009,
AZPR,Prescott,34.5419,-112.4701,1456,7.7861,2009,
CAOC,Orange County (coastal),33.6725,-117.9453,1304,3.9396,2009,
GASV,"Savannah, GA-SC",32.0842,-81.0667,1196,6.738,2009,
TXGA,Galveston,29.3333,-94.8333,1192,12.8865,2009,
SCMC,McClellanville,33.1003,-79.4037,1107,14.6623,2009,
NVHE,Henderson,36.0833,-114.95,1091,53.2195,2009,
NCMA,Mattamuskeet N.W.R.,35.45,-76.1333,1089,14.1429,2009,
TXGF,Guadalupe River Delta-McFaddin Family Ranches,28.533,-96.8635,1089,3.8754,2009,
CACH,China Lake,35.6518,-117.7056,1057,17.9153,2009,
ALWH,Wheeler N.W.R.,34.6001,-86.8837,1052,12.2326,2009,
TXLU,Lubbock County,33.5849,-101.7925,1050,15.9091,2009,
CASD,San Diego,32.6473,-117.117,977,3.632,2009,
CACS,Crystal Springs,37.5184,-122.3751,966,2.9228,2009,
NCPD,Pee Dee N.W.R.,35.1167,-80.05,948,32.6897,2009,RN
CAEN,Elsinore,33.6667,-117.3331,881,44.6076,2009,
CAPR,Point Reyes Peninsula,38.1216,-122.8901,880,1.9172,2009,
CAMD,Moss Landing,36.897,-121.7407,871,3.7222,2009,
CACB,Centerville Beach to King Salmon,40.642,-124.2428,863,4.768,2009,
ARWA,Wapanocca N.W.R.,35.35,-90.2333,856,21.9487,2009,
CAOV,Oceanside-Vista-Carlsbad,33.1903,-117.2796,850,3.5417,2009,
ARAR,Arkadelphia,34.1333,-93.05,800,10.9589,2009,
TXMM,Matagorda County-Mad Island Marsh,28.6833,-95.9833,792,2.5631,2009,
LACA,Catahoula N.W.R.,31.508,-92.0589,773,20.0779,2009,
CASA,Santa Ana River Valley,33.9068,-117.4889,754,20.9444,2009,
MSWC,Washington County (south),33.097,-90.9857,752,19.7895,2009,
NMRO,Roswell,33.397,-104.3983,744,7.6701,2009,
TXBP,Bolivar Peninsula,29.5504,-94.4668,741,13.7222,2009,
ALEU,Eufaula N.W.R.,31.9939,-85.0886,720,34.2857,2009,
MSGR,Grenada,33.8051,-89.7016,692,19.7714,2009,
TXST,San Antonio,29.3148,-98.608,681,2.2475,2009,
CASH,Salton Sea (north),33.5179,-116.1031,674,9.4266,2009,
ILCE,Carlyle Lake,38.7,-89.2667,658,12.0734,2009,
MXCR,"Colorado River Delta, Sonora, Mexico",31.5503,-114.5203,649,68.3158,2009,
LABC,Bossier-Caddo-Bienville,32.2932,-93.5026,644,12.6275,2009,
VACI,Chincoteague N.W.R.,37.9672,-75.3669,608,7.7949,2009,
ARBD,Bayou DeView,34.872,-91.2917,599,12.2872,2009,
CALU,La Purisima,34.6616,-120.5368,570,10.0885,2009,
CAMR,Morro Bay,35.3,-120.7767,568,2.7539,2009,
CAAR,Arcata,40.8653,-124.1565,550,3.7736,2009,
OKFG,Fort Gibson Reservoir,35.85,-95.3167,545,11.7204,2009,
AZTV,Tucson Valley,32.3016,-110.9735,537,3.3563,2009,
TXWS,Weslaco,26.1507,-97.9421,536,3.7947,2009,
ARLO,Lonoke,34.749,-91.8957,533,9.1897,2009,
CAOA,Oakland,37.8146,-122.233,532,1.4798,2009,
LASC,Sweet Lake-Cameron Prairie N.W.R.,30.0373,-93.0875,525,8.0769,2009,
NMBD,Bosque del Apache N.W.R.,33.8051,-106.8907,494,8.861,2009,
MSAL,Arkabutla Lake,34.7624,-90.1306,478,19.9167,2009,
CACL,Clear Lake,38.9392,-122.7199,467,5.0486,2009,
TXCY,Cypress Creek,29.9561,-95.89,458,3.0331,2009,
CALB,Long Beach-el Dorado,33.8533,-118.0908,450,2.1951,2009,
MXPP,"Puerto Penasco, Sonora, Mexico",31.3501,-113.5167,450,12.1622,2009,
ORKF,Klamath Falls,42.1595,-121.7351,437,7.0769,2009,
OKOC,Oklahoma City,35.5368,-97.5834,429,3.2377,2009,
WAGH,Grays Harbor,46.9667,-124.05,428,4.4352,2009,
TXAP,Attwater Prairie Chicken N.W.R.,29.6344,-96.3667,389,4.0103,2009,
OREU,Eugene,44.0768,-123.179,382,1.5434,2009,
MSHA,Hattiesburg,31.3073,-89.3166,380,11.5152,2009,
ORRS,Roseburg-Sutherlin,43.3177,-123.3473,379,5.7863,2009,
ORDA,Dallas,44.8965,-123.3384,370,6.4629,2009,
DEWI,Wilmington,39.745,-75.6399,360,2.8515,2009,
TXKI,Kingsville,27.4658,-97.8551,359,5.3985,2009,
CASZ,Sonoma Valley,38.2931,-122.5037,357,1.3149,2009,
MSEL,Eagle Lake,32.5458,-90.58,354,7.5319,2009,
GAAU,Augusta,33.4393,-82.0239,354,4.4952,2009,
TXSB,San Bernard N.W.R.,28.8667,-95.5667,352,2.4276,2009,
MOMI,Mingo N.W.R.,36.9833,-90.2,350,5.7851,2009,
UTAI,Antelope Island,41.0047,-112.1611,343,14.913,2009,
CASB,Santa Barbara,34.4512,-119.7627,341,0.8841,2009,
WATA,Tacoma,47.2335,-122.5167,339,2.7394,2009,
TXCF,Corpus Christi (Flour Bluff),27.6584,-97.2938,336,2.7042,2009,
TXBS,Big Spring,32.2391,-101.4162,333,11.1,2009,
TXVC,Village Creek Drying Beds,32.7667,-97.1167,322,6.7789,2009,
ORBR,Brownsville,44.3536,-122.9671,322,4.0376,2009,
OKWA,Washita N.W.R.,35.6495,-99.2797,319,7.4186,2009,
ORSA,Salem,44.9437,-123.0388,316,3.6114,2009,
DECH,Cape Henlopen-Prime Hook,38.8072,-75.1878,315,2.9508,2009,
TXMI,Midland,31.95,-102.0333,308,5.4035,2009,
ARWR,White River N.W.R.,34.3146,-91.121,308,12.4444,2009,
TXMN,McNary,31.2682,-105.7871,305,9.8387,2009,
ORFG,Forest Grove,45.4851,-123.1269,298,3.4057,2009,
NMCV,Clovis,34.4194,-103.1698,296,29.6,2009,
WAEV,Everett-Marysville,48.0833,-122.2167,293,1.9864,2009,
UTSL,Salt Lake City,40.7695,-111.8884,288,2.6483,2009,
CACC,Contra Costa County,37.9538,-121.9923,288,1.2203,2009,
TXSG,San Angelo,31.4439,-100.4823,286,5.13,2009,
NVTM,Truckee Meadows,39.4679,-119.8205,281,3.2865,2009,
TNRL,Reelfoot Lake,36.4167,-89.3833,270,5.5959,2009,
AZGV,Green Valley-Madera Canyon,31.7923,-110.9151,270,1.6564,2009,
AZHV,Havasu N.W.R.,34.4525,-114.3107,268,2.8435,2009,
UTSR,Silver Reef,37.2531,-113.3675,263,3.5541,2009,
WAKA,Kent-Auburn,47.3598,-122.1787,254,2.0992,2009,
MSJC,Jackson County,30.4366,-88.7119,250,3.4722,2009,
TXDA,Dallas County,32.8258,-96.8312,250,2.4752,2009,
FLAL,Alafia Banks,27.792,-82.3349,250,4.0161,2009,
TXLG,Longview,32.3765,-94.7162,247,3.003,2009,
WASJ,San Juan Islands Archipelago,48.5462,-123.013,246,1.8393,2009,
TXBN,Burnet County,30.7514,-98.275,244,3.2642,2009,
CASG,Santa Maria-Guadalupe,34.8833,-120.5833,241,5.7041,2009,
MXRE,"Rancho el Palomino, Chihuahua, Mexico",29.5823,-106.2827,240,28.2353,2009,
LANO,New Orleans,30.0236,-89.9167,240,3.1068,2009,
ILCY,Cypress Creek,37.319,-89.0213,237,3.1287,2009,
OKTU,Tulsa,36.3221,-95.9022,237,2.5691,2009,
TXFW,Fort Worth,32.7661,-97.4715,235,23.5,2009,
CASO,San Bernardino Valley,34.0852,-117.301,226,2.5393,2009,
KSWI,Wichita,37.6912,-97.3496,219,3.7277,2009,
NCBP,Bodie-Pea Island,35.7824,-75.5458,214,2.3778,2009,
AZPT,Phoenix-Tres Rios,33.3725,-112.3582,213,1.7531,2009,
MXMC,"Mexico City, Distrito Federal, Mexico",19.2333,-99.1833,212,8.1538,2009,
CACM,Claremont,34.1384,-117.7073,211,2.0891,2009,
TXCT,Coastal Tip,26.0278,-97.2334,209,19.9048,2009,
TXNA,Nacogdoches,31.5332,-94.6563,206,1.6,2009,
TXPA,Port Aransas,27.8502,-97.1,202,2.056,2009,
CAHL,Honey Lake,40.3434,-120.4229,200,5.4054,2009,
MSNA,Natchez,31.6167,-91.3792,200,7.1429,2009,
TXLD,Laredo,27.5,-99.4167,196,4.1263,2009,
BCLA,Ladner,49.0538,-123.0573,195,0.9144,2009,
ARFA,Fayetteville,36.0566,-94.1719,190,2.3899,2009,
CAPS,Pasadena-San Gabriel Valley,34.1199,-118.0913,188,0,2009,
TXHA,Hagerman N.W.R.,33.7807,-96.7444,187,3.3543,2009,
CAMJ,Mojave River Valley,34.5071,-117.2689,186,3.3514,2009,
MOCO,Columbia,38.8915,-92.3348,184,1.1152,2009,
NYSN,L.I.: Southern Nassau County,40.6298,-73.5907,181,0.8468,2009,
NYBR,L.I.: Brooklyn,40.616,-73.9448,179,1.9889,2009,
ORCO,Corvallis,44.5071,-123.2695,179,1.2809,2009,
FLSO,STA5-Clewiston,26.516,-80.916,177,4.425,2009,
AZEL,Elfrida,31.6667,-109.6833,176,5.3333,2009,
UTPR,Provo,40.2526,-111.6688,175,1.3566,2009,
MXES,"Ensenada, Baja California, Mexico",31.8002,-116.6335,173,1.9222,2009,
CAAN,A–o Nuevo,37.2147,-122.3182,171,0.7535,2009,
MOJO,Joplin,37.0548,-94.4602,171,3.8644,2009,
ORCE,Columbia Estuary,46.2192,-123.9461,169,2.7258,2009,
MDOC,Ocean City,38.3128,-75.2122,169,0.7494,2009,
CALL,Lost Lake-Fresno,36.95,-119.7,166,2.0368,2009,
TXLS,La Sal Vieja,26.4849,-97.9649,166,1.4372,2009,
WIMA,Madison,43.0747,-89.3843,163,0.6468,2009,
ORPR,Prineville,44.3668,-120.75,162,3.6818,2009,
AZFL,Flagstaff-Mt. Elden,35.241,-111.5976,161,4.2933,2009,
BCVI,Victoria,48.4667,-123.4,159,0.3878,2009,
CAON,Orange County (northeastern),33.7145,-117.6776,155,0.6596,2009,
MOBO,Big Oak Tree S.P.,36.6667,-89.2667,155,4.0789,2009,
TXSR,Sea Rim S.P.,29.7334,-93.9563,155,2.2143,2009,
