Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
OKSP,Salt Plains N.W.R.,36.785,-98.1789,23000,652.4823,2010,
TXMU,Muleshoe N.W.R.,33.9563,-102.7783,18700,984.2105,2010,
NMRO,Roswell,33.397,-104.3983,18376,356.8155,2010,
TNHI,Hiwassee,35.3655,-84.92,12304,307.6,2010,
KSRH,Red Hills,37.13,-98.42,12225,349.2857,2010,
CAST,Stockton,38.116,-121.3954,9091,75.6008,2010,
NMBD,Bosque del Apache N.W.R.,33.8051,-106.8907,6862,133.8927,2010,
ALWH,Wheeler N.W.R.,34.6001,-86.8837,6410,63.7811,2010,
FLGA,Gainesville,29.6027,-82.3127,5600,18.543,2010,
NMCA,Caballo,32.953,-107.3122,5070,78.6047,2010,
TXGF,Guadalupe River Delta-McFaddin Family Ranches,28.533,-96.8635,3466,15.9724,2010,
TXMM,Matagorda County-Mad Island Marsh,28.6833,-95.9833,3409,9.0305,2010,
CARC,Rio Cosumnes,38.3505,-121.4175,2691,15.783,2010,
TXCC,Corpus Christi,27.8334,-97.5833,2579,25.9849,2010,
TXLS,La Sal Vieja,26.4849,-97.9649,2343,19.3636,2010,
MXMD,"Madera, Chihuahua, Mexico",29.1613,-108.1317,2115,235,2010,
NMAL,Albuquerque,35.1833,-106.6167,2051,14.9708,2010,
FLLP,Lake Placid,27.2601,-81.3441,2000,20,2010,
FLME,Melrose,29.748,-81.9929,2000,29.8507,2010,
GAAL,Atlanta,33.9667,-84.6667,1623,16.9504,2010,
CACW,Caswell-Westley,37.6061,-121.174,1417,26.486,2010,
TXBS,Big Spring,32.2391,-101.4162,1290,53.75,2010,
TXQN,Quanah,34.3285,-99.6831,1182,29.9241,2010,
CAMW,Merced N.W.R.,37.2301,-120.6885,1034,41.36,2010,
FLEM,Emeralda-Sunnyhill,28.85,-81.8501,930,6.1589,2010,
NMLO,Loving,32.291,-104.0667,926,23.0062,2010,
