Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
LACA,Catahoula N.W.R.,31.508,-92.0589,75953,946.4548,2003,
CASM,Sacramento,38.6,-121.55,58201,276.4893,2003,
BCLA,Ladner,49.0538,-123.0573,43830,190.1518,2003,
NCMA,Mattamuskeet N.W.R.,35.45,-76.1333,12026,178.163,2003,
CARC,Rio Cosumnes,38.3505,-121.4175,11270,65.0505,2003,
TXBP,Bolivar Peninsula,29.5504,-94.4668,8387,104.8375,2003,
ORSI,Sauvie Island,45.7562,-122.8008,7931,94.982,2003,
CAST,Stockton,38.116,-121.3954,7328,53.4891,2003,
TXCY,Cypress Creek,29.9561,-95.89,7167,54.9195,2003,
CAMA,Marysville,39.2,-121.5,7115,161.7045,2003,
NCAR,Alligator River N.W.R.,35.77,-76.08,6650,65.8416,2003,
ARWA,Wapanocca N.W.R.,35.35,-90.2333,6125,170.1389,2003,
TXLA,Laguna Atascosa N.W.R.,26.2391,-97.3814,6124,101.2231,2003,
TXAP,Attwater Prairie Chicken N.W.R.,29.6344,-96.3667,5484,36.0789,2003,
TXPA,Port Aransas,27.8502,-97.1,5230,59.096,2003,
FLMI,Merritt Island N.W.R.,28.6171,-80.6815,5000,37.5235,2003,
ORFG,Forest Grove,45.4851,-123.1269,4926,96.5882,2003,
WAPB,Padilla Bay,48.4834,-122.5667,4421,29.4733,2003,
ORAI,Airlie,44.7131,-123.1744,4155,25.0679,2003,
TXRO,Rockport,28.0669,-97.1167,3959,54.6069,2003,
CABE,Benicia,38.1143,-122.1094,3861,16.8787,2003,
CASS,Salton Sea (south),33.1579,-115.6132,3844,42.2418,2003,
VACI,Chincoteague N.W.R.,37.9672,-75.3669,3555,32.9167,2003,
TXCF,Corpus Christi (Flour Bluff),27.6584,-97.2938,3040,26.9027,2003,
NMRO,Roswell,33.397,-104.3983,3025,65.4054,2003,
WABG,Bellingham,48.8112,-122.5629,2933,15.8541,2003,
UTBR,Bear River Migratory Bird Refuge,41.4804,-112.2675,2926,195.0667,2003,
WASD,Sequim-Dungeness,48.1,-123.0667,2793,11.0614,2003,
CALS,Los Baños,37.0612,-120.8849,2617,31.4354,2003,
CAPV,Peace Valley,39.1982,-121.8219,2301,51.1333,2003,
WASB,Skagit Bay,48.2973,-122.3879,2292,25.326,2003,
WALP,Leadbetter Point,46.5605,-123.9894,2253,42.9143,2003,
BCWR,White Rock,49.062,-122.7289,2188,8.8673,2003,
DECH,Cape Henlopen-Prime Hook,38.8072,-75.1878,2150,36.1345,2003,
OREU,Eugene,44.0768,-123.179,2021,10.2589,2003,
CAOC,Orange County (coastal),33.6725,-117.9453,1929,6.3454,2003,
DEBH,Bombay Hook N.W.R.,39.2152,-75.4822,1839,12.3838,2003,
ALWH,Wheeler N.W.R.,34.6001,-86.8837,1793,18.3897,2003,
CACB,Centerville Beach to King Salmon,40.642,-124.2428,1735,7.7803,2003,
ORDA,Dallas,44.8965,-123.3384,1567,46.0882,2003,
MOBO,Big Oak Tree S.P.,36.6667,-89.2667,1550,52.5424,2003,
NCBP,Bodie-Pea Island,35.7824,-75.5458,1540,19.0123,2003,
UTFS,Fish Springs N.W.R.,39.8107,-113.399,1471,30.0204,2003,
TXAR,Aransas N.W.R.,28.2333,-96.8833,1392,19.2,2003,
NVFA,Fallon,39.3965,-118.773,1370,21.746,2003,
NCOI,Ocracoke Island,35.15,-75.8833,1345,25.8654,2003,
CAOR,Oroville,39.5178,-121.5499,1289,23.8704,2003,
SCMC,McClellanville,33.1003,-79.4037,1220,17.9412,2003,
TXMN,McNary,31.2682,-105.7871,1191,37.8095,2003,
CASL,San Jacinto Lake,33.8745,-117.1239,1110,11.5625,2003,
NMBD,Bosque del Apache N.W.R.,33.8051,-106.8907,1083,21.2353,2003,
ARLV,Lake Village,33.4,-91.3167,1033,86.0833,2003,
MOHF,(Horton) Four Rivers,38.02,-94.357,1020,15.4545,2003,
TXMM,Matagorda County-Mad Island Marsh,28.6833,-95.9833,1013,3.1314,2003,
NCPE,Pettigrew S.P.,35.7667,-76.45,1003,22.4134,2003,
BCNN,Nanaimo,49.1668,-123.9333,996,6.3439,2003,
CATO,Thousand Oaks,34.1489,-118.9699,993,9.0892,2003,
CAPR,Point Reyes Peninsula,38.1216,-122.8901,859,1.9217,2003,
CAMR,Morro Bay,35.3,-120.7767,820,3.1298,2003,
NCCH,Cape Hatteras,35.2188,-75.6067,785,5.6475,2003,
MDJB,Jug Bay,38.7532,-76.6415,775,7.75,2003,
TXSB,San Bernard N.W.R.,28.8667,-95.5667,766,4.6006,2003,
WAPT,Port Townsend,48.05,-122.7333,740,8.5549,2003,
CAHF,Hayward-Fremont,37.6068,-122.0667,695,2.6501,2003,
ORCO,Corvallis,44.5071,-123.2695,670,3.9881,2003,
BCVA,Vancouver,49.2603,-123.105,636,1.4455,2003,
WAKA,Kent-Auburn,47.3598,-122.1787,587,4.1338,2003,
ORCE,Columbia Estuary,46.2192,-123.9461,569,6.5402,2003,
BCDU,Duncan,48.7882,-123.6714,543,7.3878,2003,
WAEV,Everett-Marysville,48.0833,-122.2167,524,4.9905,2003,
CALC,Lincoln,38.8704,-121.3919,476,3.3521,2003,
NCPC,Pamlico County,35.1435,-76.6526,470,9.6907,2003,
BCNB,Nanoose Bay,49.285,-124.1357,464,10.3111,2003,
ILCY,Cypress Creek,37.319,-89.0213,441,4.0739,2003,
COBL,Barr Lake,39.9721,-104.6955,427,6.0141,2003,
WATO,Toppenish N.W.R.,46.3609,-120.4179,421,7.1356,2003,
NJOC,Oceanville,39.4422,-74.4605,412,5.0708,2003,
NYSN,L.I.: Southern Nassau County,40.6298,-73.5907,404,1.7996,2003,
TNJA,Jackson,35.6119,-88.8205,400,17.7778,2003,
ORPO,Port Orford,42.8196,-124.4828,388,5.6232,2003,
CAMC,Marin County (southern),37.9214,-122.5643,375,1.1381,2003,
TXSR,Sea Rim S.P.,29.7334,-93.9563,361,6.2241,2003,
AZPR,Prescott,34.5419,-112.4701,360,2.5668,2003,
ORCB,Coos Bay,43.3759,-124.2973,351,2.6097,2003,
CAPA,Palo Alto,37.4064,-122.1559,348,1.4072,2003,
NLSJ,St. Johns,47.5833,-52.7239,346,4.5526,2003,
TXLD,Laredo,27.5,-99.4167,320,2.6667,2003,
VAWA,Walkerton,37.6809,-77.0313,307,3.0172,2003,
CASD,San Diego,32.6473,-117.117,300,1.5789,2003,
ILHL,Horseshoe Lake,37.2089,-89.3311,285,5.0667,2003,
BCCO,Comox,49.6726,-124.9287,284,4.7333,2003,
MSAL,Arkabutla Lake,34.7624,-90.1306,276,11.2653,2003,
ORTB,Tillamook Bay,45.5167,-123.8833,276,3.3455,2003,
TXFR,Freeport,29.0172,-95.3551,272,0.9067,2003,
WAWK,Wahkiakum,46.1917,-123.4667,263,3.4492,2003,
CALB,Long Beach-el Dorado,33.8533,-118.0908,260,1.5758,2003,
TNCC,Cross Creeks N.W.R.,36.476,-87.7528,258,5.3196,2003,
MOOF,Orchard Farm,38.8793,-90.4462,250,4.717,2003,
ALEU,Eufaula N.W.R.,31.9939,-85.0886,242,5.3778,2003,
MIAB,Anchor Bay,42.6273,-82.6647,232,1.6812,2003,
BCPL,Port Clements,53.6346,-132.2129,229,27.7576,2003,
NJSA,Salem,39.614,-75.4142,219,3.6198,2003,
TXVI,Victoria,28.8723,-97.0784,212,2.7179,2003,
SCAB,Ace Basin,32.6126,-80.4813,200,13.3333,2003,
NMSR,Santa Rosa,34.9521,-104.6703,198,5.2105,2003,
AZTV,Tucson Valley,32.3016,-110.9735,197,1.0328,2003,
NJBP,Belleplain,39.25,-74.9333,193,1.9397,2003,
TXCC,Corpus Christi,27.8334,-97.5833,185,1.8782,2003,
ORSA,Salem,44.9437,-123.0388,181,1.8469,2003,
WASJ,San Juan Islands Archipelago,48.5462,-123.013,178,1.6792,2003,
TXBL,Buffalo Lake N.W.R.,34.9187,-102.0428,178,11.125,2003,
MOMI,Mingo N.W.R.,36.9833,-90.2,177,2.4164,2003,
WAGH,Grays Harbor,46.9667,-124.05,176,1.1466,2003,
IDIM,Indian Mountain,47.3833,-116.0833,167,6.1852,2003,
MDSD,Southern Dorchester County,38.3617,-76.0371,167,1.8152,2003,
MXES,"Ensenada, Baja California, Mexico",31.8002,-116.6335,167,1.7128,2003,
CAMD,Moss Landing,36.897,-121.7407,166,0.8491,2003,
TXKI,Kingsville,27.4658,-97.8551,163,2.2177,2003,
NMCA,Caballo,32.953,-107.3122,158,4.6471,2003,
MOCC,Clarence Cannon N.W.R.,39.1667,-90.7808,154,4.338,2003,
CAES,Escondido,33.1025,-116.9403,151,1.3017,2003,
ILML,"Mermet Lake, Massac County",37.2,-88.75,147,2.4098,2003,
CAWB,Wallace-Bellota,38.1167,-120.9833,140,1.393,2003,
ARLO,Lonoke,34.749,-91.8957,139,2.0593,2003,
WAED,Edmonds,47.8524,-122.2489,134,1.7632,2003,
CATL,Tule Lake,41.9465,-121.539,133,3.093,2003,
CARS,Rancho Santa Fe,33.0003,-117.1628,133,0.7399,2003,
BCVI,Victoria,48.4667,-123.4,131,0.3199,2003,
AKCO,Cordova,60.5313,-145.6451,130,3.25,2003,
TXVC,Village Creek Drying Beds,32.7667,-97.1167,129,2.0476,2003,
WAML,Moses Lake,47.1381,-119.3214,125,1.9455,2003,
