Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
CACW,Caswell-Westley,37.6061,-121.174,35579,603.0339,2005,
CASS,Salton Sea (south),33.1579,-115.6132,15193,192.3165,2005,
CAPV,Peace Valley,39.1982,-121.8219,15079,327.8043,2005,
CALS,Los Ba–os,37.0612,-120.8849,14147,297.8316,2005,
NVFA,Fallon,39.3965,-118.773,10500,265.8228,2005,
CABE,Benicia,38.1143,-122.1094,7962,34.8446,2005,
CAMF,Milburn-Fresno,36.7788,-119.935,6888,299.4783,2005,
CACC,Contra Costa County,37.9538,-121.9923,5781,60.8526,2005,
LACW,Crowley,30.1107,-92.3619,5754,81.617,2005,
CAPA,Palo Alto,37.4064,-122.1559,5740,24.3272,2005,
CABA,Bakersfield,35.4311,-118.9173,5562,57.3402,2005,
CAST,Stockton,38.116,-121.3954,5475,58.5561,2005,
ARPB,Pine Bluff,34.2295,-92.0033,4815,80.9244,2005,
CASJ,San Jose,37.4033,-121.8821,4519,22.8232,2005,
MSSI,Sidon,33.3624,-90.2479,4440,277.5,2005,
CALN,Lancaster,34.7043,-118.086,3482,46.5819,2005,
CAHF,Hayward-Fremont,37.6068,-122.0667,3470,15.0542,2005,
CASL,San Jacinto Lake,33.8745,-117.1239,3043,40.0395,2005,
ARLO,Lonoke,34.749,-91.8957,2721,41.542,2005,
UTSL,Salt Lake City,40.7695,-111.8884,2437,25.6526,2005,
GASV,"Savannah, GA-SC",32.0842,-81.0667,2432,15.6399,2005,
CASD,San Diego,32.6473,-117.117,2097,11.8676,2005,
CACH,China Lake,35.6518,-117.7056,2062,27.8649,2005,
AZPR,Prescott,34.5419,-112.4701,1674,6.75,2005,
CODV,Denver (urban),39.7347,-104.8753,1652,14.9165,2005,
MSGR,Grenada,33.8051,-89.7016,1602,49.2923,2005,
NVHE,Henderson,36.0833,-114.95,1565,156.5,2005,
AZTV,Tucson Valley,32.3016,-110.9735,1425,5.9067,2005,
MXMC,"Mexico City, Distrito Federal, Mexico",19.2333,-99.1833,1247,41.5667,2005,
LACL,Cheneyville-Lecompte,31.1,-92.3667,1239,27.5333,2005,
CATO,Thousand Oaks,34.1489,-118.9699,1225,12.4365,2005,
TXST,San Antonio,29.3148,-98.608,1210,7.2024,2005,
TXAU,Austin,30.1834,-97.698,1186,6.5981,2005,
CATL,Tule Lake,41.9465,-121.539,1173,39.1,2005,
MSHA,Hattiesburg,31.3073,-89.3166,1100,24.7191,2005,
CAOC,Orange County (coastal),33.6725,-117.9453,1083,3.2893,2005,
TXLD,Laredo,27.5,-99.4167,1041,26.3544,2005,
ARAR,Arkadelphia,34.1333,-93.05,1010,12.625,2005,
NCWC,Wayne County,35.3239,-77.9845,1000,38.4615,2005,
NMBD,Bosque del Apache N.W.R.,33.8051,-106.8907,954,19.875,2005,
CARC,Rio Cosumnes,38.3505,-121.4175,929,7.5528,2005,
TXGF,Guadalupe River Delta-McFaddin Family Ranches,28.533,-96.8635,919,5.0495,2005,
TXMM,Matagorda County-Mad Island Marsh,28.6833,-95.9833,894,2.5272,2005,
NCMA,Mattamuskeet N.W.R.,35.45,-76.1333,806,9.5952,2005,
