Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
CAPV,Peace Valley,39.1982,-121.8219,82197,905.7521,1997,
CAOR,Oroville,39.5178,-121.5499,51262,707.0621,1997,
CAST,Stockton,38.116,-121.3954,31410,183.4161,1997,
WAPB,Padilla Bay,48.4834,-122.5667,24278,136.202,1997,
CARC,Rio Cosumnes,38.3505,-121.4175,24068,141.3686,1997,
TXPA,Port Aransas,27.8502,-97.1,21957,203.3056,1997,
NCMA,Mattamuskeet N.W.R.,35.45,-76.1333,18332,237.3074,1997,
LACA,Catahoula N.W.R.,31.508,-92.0589,12479,99.6327,1997,
TXBP,Bolivar Peninsula,29.5504,-94.4668,12374,137.4889,1997,
MXRR,"Rancho Rincon de Anacahuitas, Tamaulipas, Mexico",25.5833,-97.5,12000,1200,1997,
WATR,Two Rivers,46.0833,-118.6167,11327,279.679,1997,
CABE,Benicia,38.1143,-122.1094,9964,49.4491,1997,
TXLA,Laguna Atascosa N.W.R.,26.2391,-97.3814,9026,93.0515,1997,
CAHF,Hayward-Fremont,37.6068,-122.0667,8326,35.1308,1997,
ORSI,Sauvie Island,45.7562,-122.8008,7771,73.3113,1997,
CASS,Salton Sea (south),33.1579,-115.6132,6080,101.3333,1997,
WABG,Bellingham,48.8112,-122.5629,5458,26.2404,1997,
TXMM,Matagorda County-Mad Island Marsh,28.6833,-95.9833,5229,17.4883,1997,
DEBH,Bombay Hook N.W.R.,39.2152,-75.4822,3978,31.3228,1997,
MOBO,Big Oak Tree S.P.,36.6667,-89.2667,3750,156.25,1997,
LADA,D'Arbonne,32.6583,-92.241,3533,22.2201,1997,
LALT,Lacassine N.W.R.-Thornwell,30.0626,-92.8147,3514,26.7733,1997,
OREU,Eugene,44.0768,-123.179,3155,15.2785,1997,
TXAR,Aransas N.W.R.,28.2333,-96.8833,3124,32.8842,1997,
WASD,Sequim-Dungeness,48.1,-123.0667,2908,14.9512,1997,
ORFG,Forest Grove,45.4851,-123.1269,2868,60.3789,1997,
CALS,Los Baños,37.0612,-120.8849,2864,30.9622,1997,
TXCF,Corpus Christi (Flour Bluff),27.6584,-97.2938,2837,19.4315,1997,
FLMI,Merritt Island N.W.R.,28.6171,-80.6815,2830,16.0795,1997,
WAKA,Kent-Auburn,47.3598,-122.1787,2524,26.2917,1997,
WASB,Skagit Bay,48.2973,-122.3879,2294,20.4365,1997,
TXCY,Cypress Creek,29.9561,-95.89,2242,20.3818,1997,
CAOC,Orange County (coastal),33.6725,-117.9453,2040,7.5556,1997,
