Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
LACA,Catahoula N.W.R.,31.508,-92.0589,31537,633.2731,1988,
CAPV,Peace Valley,39.1982,-121.8219,19954,234.7529,1988,
BCLA,Ladner,49.0538,-123.0573,18296,114.8525,1988,
CAST,Stockton,38.116,-121.3954,18069,148.1066,1988,
TXPA,Port Aransas,27.8502,-97.1,11484,182.8662,1988,
CATO,Thousand Oaks,34.1489,-118.9699,10477,135.1871,1988,
NCCH,Cape Hatteras,35.2188,-75.6067,10014,122.122,1988,
WAPB,Padilla Bay,48.4834,-122.5667,9805,62.3331,1988,
WABG,Bellingham,48.8112,-122.5629,9009,51.7759,1988,
ORSI,Sauvie Island,45.7562,-122.8008,8213,90.7514,1988,
LASA,Sabine N.W.R.,29.8545,-93.3892,6451,22.7709,1988,
TX13,Laguna Atascosa N.W.R.,26.2333,-97.35,5664,78.6667,1988,
NCBP,Bodie-Pea Island,35.7824,-75.5458,5200,53.0612,1988,
NCMA,Mattamuskeet N.W.R.,35.45,-76.1333,5130,62.9448,1988,
LACR,Creole,29.8159,-93.1113,5074,66.7632,1988,
FLMI,Merritt Island N.W.R.,28.6171,-80.6815,4461,27.6223,1988,
CABE,Benicia,38.1143,-122.1094,4384,32.5223,1988,
BCWR,White Rock,49.062,-122.7289,3778,16.2146,1988,
TXCF,Corpus Christi (Flour Bluff),27.6584,-97.2938,3332,30.0722,1988,
CATL,Tule Lake,41.9465,-121.539,3210,118.8889,1988,
CALS,Los Baños,37.0612,-120.8849,2952,64.8791,1988,
ORFG,Forest Grove,45.4851,-123.1269,2724,74.6301,1988,
CASH,Salton Sea (north),33.5179,-116.1031,2650,41.4063,1988,
CAHF,Hayward-Fremont,37.6068,-122.0667,2406,10.9613,1988,
WAKA,Kent-Auburn,47.3598,-122.1787,2234,22.9128,1988,
LATR,Tensas River N.W.R.,32.2833,-91.3667,2229,27.0182,1988,
OREU,Eugene,44.0768,-123.179,2168,11.4226,1988,
TXOR,Old River,29.8776,-94.7263,2060,43.3684,1988,
CAMC,Marin County (southern),37.9214,-122.5643,1924,5.3593,1988,
TX1E,Padre Island National Seashore,27.3333,-97.3333,1849,60.0325,1988,
ORTB,Tillamook Bay,45.5167,-123.8833,1770,15.9459,1988,
ORDA,Dallas,44.8965,-123.3384,1714,17.6701,1988,
ORSA,Salem,44.9437,-123.0388,1627,9.0389,1988,
CAMD,Moss Landing,36.897,-121.7407,1535,7.4515,1988,
TXAM,Amarillo,34.9851,-101.7021,1500,85.7143,1988,
TXFR,Freeport,29.0172,-95.3551,1397,3.791,1988,
ORCE,Columbia Estuary,46.2192,-123.9461,1337,40.5152,1988,
CASM,Sacramento,38.6,-121.55,1319,6.3781,1988,
IDAF,American Falls Reservoir,42.9833,-112.7,1312,37.4857,1988,
LA0T,Crowley,30.2,-92.6,1311,15.3693,1988,
TXAR,Aransas N.W.R.,28.2333,-96.8833,1299,17.6735,1988,
WASD,Sequim-Dungeness,48.1,-123.0667,1270,11.0917,1988,
MSWC,Washington County (south),33.097,-90.9857,1161,20.3684,1988,
CAMA,Marysville,39.2,-121.5,1148,45.0196,1988,
NMRO,Roswell,33.397,-104.3983,1031,12.7284,1988,
CARS,Rancho Santa Fe,33.0003,-117.1628,1001,10.4271,1988,
UTFS,Fish Springs N.W.R.,39.8107,-113.399,1000,90.9091,1988,
BCVA,Vancouver,49.2603,-123.105,910,2.2693,1988,
CASD,San Diego,32.6473,-117.117,881,6.2261,1988,
CASL,San Jacinto Lake,33.8745,-117.1239,839,8.9255,1988,
CA2L,Point Reyes Peninsula,38.1333,-122.8833,825,2.5781,1988,
TXBP,Bolivar Peninsula,29.5504,-94.4668,730,10.8955,1988,
TXCT,Coastal Tip,26.0278,-97.2334,699,16.4085,1988,
CACB,Centerville Beach to King Salmon,40.642,-124.2428,693,4.1373,1988,
CAAR,Arcata,40.8653,-124.1565,669,3.7797,1988,
WASB,Skagit Bay,48.2973,-122.3879,666,5.5732,1988,
CAOA,Oakland,37.8146,-122.233,636,2.2731,1988,
DCDC,Washington,38.8674,-77.0685,606,2.592,1988,
CAOC,Orange County (coastal),33.6725,-117.9453,604,2.9025,1988,
TXSB,San Bernard N.W.R.,28.8667,-95.5667,600,8.1633,1988,
CAOV,Oceanside-Vista-Carlsbad,33.1903,-117.2796,571,5.4641,1988,
CAPA,Palo Alto,37.4064,-122.1559,568,1.8746,1988,
BCVI,Victoria,48.4667,-123.4,552,1.8523,1988,
FLCE,Coot Bay-Everglades N.P.,25.141,-80.9582,550,6.962,1988,
NJCC,Cumberland County,39.3325,-75.2004,549,3.558,1988,
WAGH,Grays Harbor,46.9667,-124.05,526,3.4379,1988,
NYSN,L.I.: Southern Nassau County,40.6298,-73.5907,508,2.8864,1988,
OHKP,Killdeer Plains Wildlife Area,40.6436,-83.3619,500,7.874,1988,
ORUM,Umatilla County,45.6,-118.6667,500,6.9832,1988,
CAMS,Mount Shasta,41.5342,-122.4141,500,8.3333,1988,
COMV,Monte Vista N.W.R.,37.497,-106.0461,500,50,1988,
ORSU,Summer Lake,42.9731,-120.7778,490,16.0656,1988,
BCPL,Port Clements,53.6346,-132.2129,480,30,1988,
NY2R,Lower Hudson,40.7667,-73.9833,453,2.7455,1988,
CALN,Lancaster,34.7043,-118.086,452,8.9861,1988,
SCMC,McClellanville,33.1003,-79.4037,450,7.1429,1988,
TXCY,Cypress Creek,29.9561,-95.89,441,4.7166,1988,
CAOR,Oroville,39.5178,-121.5499,419,9.3111,1988,
CAMR,Morro Bay,35.3,-120.7767,401,2.0253,1988,
TXMI,Midland,31.95,-102.0333,389,5.9846,1988,
ALWH,Wheeler N.W.R.,34.6001,-86.8837,381,4.6182,1988,
TX0M,Lubbock County,33.55,-101.75,378,9.1084,1988,
WALP,Leadbetter Point,46.5605,-123.9894,377,8.0042,1988,
AZPR,Prescott,34.5419,-112.4701,372,2.6105,1988,
TXCC,Corpus Christi,27.8334,-97.5833,366,3.2973,1988,
TXHA,Hagerman N.W.R.,33.7807,-96.7444,362,7.2984,1988,
CACC,Contra Costa County,37.9538,-121.9923,353,2.1201,1988,
NMLV,Las Vegas,35.595,-105.2152,349,17.45,1988,
NVFA,Fallon,39.3965,-118.773,344,6.0351,1988,
ORCO,Corvallis,44.5071,-123.2695,343,2.8583,1988,
TXLS,La Sal Vieja,26.4849,-97.9649,307,5.5315,1988,
MXSB,"San Blas, Nayarit, Mexico",21.5499,-105.1902,304,3.5556,1988,
CASS,Salton Sea (south),33.1579,-115.6132,294,6.5333,1988,
LAPP,Pine Prairie,30.7643,-92.3765,268,4.0916,1988,
CADN,Del Norte County,41.8446,-124.1712,265,2.5481,1988,
FLSM,St. Marks,30.1536,-84.2227,261,2.837,1988,
LAJB,Johnsons Bayou,29.801,-93.7149,253,2.6409,1988,
DEBH,Bombay Hook N.W.R.,39.2152,-75.4822,252,4.2,1988,
NMFA,Farmington,36.7833,-108.102,250,10,1988,
AKAD,Adak,51.8833,-176.65,248,1.1171,1988,
FLEC,Econlockhatchee,28.7094,-81.1467,247,2.1858,1988,
TXSA,Santa Ana N.W.R.,26.1492,-98.1917,219,3.3538,1988,
OKTI,Tishomingo N.W.R.,34.1833,-96.65,200,11.7647,1988,
TXBS,Big Spring,32.2391,-101.4162,192,7.3846,1988,
WAOH,Oak Harbor,48.2646,-122.6805,185,2.6056,1988,
VABB,Back Bay N.W.R.,36.65,-76,184,1.4046,1988,
WAPT,Port Townsend,48.05,-122.7333,171,2.28,1988,
OKSP,Salt Plains N.W.R.,36.785,-98.1789,171,4.5,1988,
AZBA,Buenos Aires N.W.R.,31.5667,-111.45,170,2.8333,1988,
WASJ,San Juan Islands Archipelago,48.5462,-123.013,169,1.6934,1988,
QCMO,Montreal,45.4525,-73.6443,160,1.25,1988,
LAGI,Grand Isle,29.1996,-90.0458,154,3.85,1988,
TXST,San Antonio,29.3148,-98.608,153,0.7927,1988,
TXFD,Falcon Dam and S.P.,26.4967,-99.0884,149,3.7626,1988,
TXBR,Brazoria-Columbia Bottomlands,29.1521,-95.5657,146,0.9733,1988,
CASR,Santa Rosa,38.4379,-122.7116,142,1.1736,1988,
MXMC,"Mexico City, Distrito Federal, Mexico",19.2333,-99.1833,140,5.6,1988,
VAFB,Fort Belvoir,38.709,-77.1939,137,0.479,1988,
WATC,Tri-Cities,46.2357,-119.1805,134,2.1613,1988,
NCPI,Portsmouth Island,35,-76.1167,132,4.8889,1988,
CASJ,San Jose,37.4033,-121.8821,130,0.4646,1988,
BCMA,Greater Masset,54.0464,-132.1903,129,2.6598,1988,
OKFG,Fort Gibson Reservoir,35.85,-95.3167,125,2.3148,1988,
IDBR,Bruneau,42.9252,-115.858,122,4.0667,1988,
IDHV,Hagerman Valley,42.8167,-114.9,120,6.6667,1988,
SCLP,Litchfield-Pawleys Island,33.4908,-79.0904,114,2.4255,1988,
TXGA,Galveston,29.3333,-94.8333,107,0.9972,1988,
NJOC,Oceanville,39.4422,-74.4605,105,1.4583,1988,
COBO,Boulder,40.0256,-105.2725,100,0.3521,1988,
CALB,Long Beach-el Dorado,33.8533,-118.0908,100,1.0277,1988,
AZAH,Atascosa Highlands,31.4701,-111.1728,97,0.9798,1988,
TXSG,San Angelo,31.4439,-100.4823,93,2.2143,1988,
TXBZ,Brazos Bend,29.3734,-95.6688,92,0.7731,1988,
LA0E,Venice,29.4333,-89.4667,90,2.8125,1988,
NCOI,Ocracoke Island,35.15,-75.8833,85,2.5373,1988,
NMLO,Loving,32.291,-104.0667,83,5.1875,1988,
CODE,Denver,39.587,-105.143,83,0.3596,1988,
RISK,South Kingstown,41.4295,-71.5588,80,0.7767,1988,
UTPR,Provo,40.2526,-111.6688,75,0.6696,1988,
AZTI,Timber Mesa,34.2089,-109.9582,71,1.9189,1988,
NJNG,Northwestern Gloucester County,39.7727,-75.2442,70,0.7179,1988,
BCDU,Duncan,48.7882,-123.6714,67,0.792,1988,
CALH,Lake Henshaw,33.2112,-116.7255,66,0.5213,1988,
AZGR,Gila River,33.3071,-112.6833,66,0.5156,1988,
CAES,Escondido,33.1025,-116.9403,65,0.4745,1988,
