Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
CACW,Caswell-Westley,37.6061,-121.174,49035,867.8761,2001,
CALS,Los Ba–os,37.0612,-120.8849,28359,293.1163,2001,
TXAP,Attwater Prairie Chicken N.W.R.,29.6344,-96.3667,10712,71.4133,2001,
CAPV,Peace Valley,39.1982,-121.8219,8175,206.962,2001,
CAHF,Hayward-Fremont,37.6068,-122.0667,6991,25.8926,2001,
LACW,Crowley,30.1107,-92.3619,6709,51.6077,2001,
CABA,Bakersfield,35.4311,-118.9173,6317,50.3347,2001,
CASS,Salton Sea (south),33.1579,-115.6132,5894,89.303,2001,
CAMF,Milburn-Fresno,36.7788,-119.935,5840,271.6279,2001,
CASM,Sacramento,38.6,-121.55,4715,33.9209,2001,
CASJ,San Jose,37.4033,-121.8821,4688,19.6562,2001,
CAPA,Palo Alto,37.4064,-122.1559,4004,20.5333,2001,
CATL,Tule Lake,41.9465,-121.539,3982,99.55,2001,
CASL,San Jacinto Lake,33.8745,-117.1239,3941,52.6872,2001,
NVFA,Fallon,39.3965,-118.773,3939,138.2105,2001,
CABE,Benicia,38.1143,-122.1094,3572,16.4117,2001,
CALN,Lancaster,34.7043,-118.086,3311,61.6,2001,
LALT,Lacassine N.W.R.-Thornwell,30.0626,-92.8147,3058,24.193,2001,
CAMA,Marysville,39.2,-121.5,2846,35.1358,2001,
CARC,Rio Cosumnes,38.3505,-121.4175,2839,12.8753,2001,
CAST,Stockton,38.116,-121.3954,2284,17.4351,2001,
GASV,"Savannah, GA-SC",32.0842,-81.0667,2220,17.3167,2001,
LACA,Catahoula N.W.R.,31.508,-92.0589,2111,26.2236,2001,
CACH,China Lake,35.6518,-117.7056,1888,25.3423,2001,
CASH,Salton Sea (north),33.5179,-116.1031,1882,28.3008,2001,
CACC,Contra Costa County,37.9538,-121.9923,1830,12.0992,2001,
CODV,Denver (urban),39.7347,-104.8753,1576,17.4626,2001,
MSEL,Eagle Lake,32.5458,-90.58,1400,37.5839,2001,
MSGR,Grenada,33.8051,-89.7016,1350,26.4706,2001,
TXBP,Bolivar Peninsula,29.5504,-94.4668,1315,13.4872,2001,
TXAU,Austin,30.1834,-97.698,1279,9.5448,2001,
NMCA,Caballo,32.953,-107.3122,1200,32.4324,2001,
AZPR,Prescott,34.5419,-112.4701,1193,7.9007,2001,
UTLO,Logan,41.7993,-111.8333,1134,8.3382,2001,
TXST,San Antonio,29.3148,-98.608,1084,7.0048,2001,
TXLU,Lubbock County,33.5849,-101.7925,1044,14.8085,2001,
IASP,Green Island - Lost Mound,42.164,-90.4771,1000,21.978,2001,
CAOC,Orange County (coastal),33.6725,-117.9453,974,3.0248,2001,
MOHF,Horton-Four Rivers,38.02,-94.357,963,21.6404,2001,
IASH,Shenandoah,40.7211,-95.4809,960,28.2353,2001,
TXSR,Sea Rim S.P.,29.7334,-93.9563,940,13.0104,2001,
CACB,Centerville Beach to King Salmon,40.642,-124.2428,923,4.4364,2001,
TXHO,Houston,29.7497,-94.9492,856,6.1362,2001,
TXKI,Kingsville,27.4658,-97.8551,816,12.3636,2001,
MSWC,Washington County (south),33.097,-90.9857,804,17.3838,2001,
NCMA,Mattamuskeet N.W.R.,35.45,-76.1333,776,11.9385,2001,
DEBH,Bombay Hook N.W.R.,39.2152,-75.4822,738,5.6336,2001,
CARS,Rancho Santa Fe,33.0003,-117.1628,729,6.2575,2001,
ORSI,Sauvie Island,45.7562,-122.8008,723,8.3343,2001,
AZTV,Tucson Valley,32.3016,-110.9735,722,4.1977,2001,
LANO,New Orleans,30.0236,-89.9167,711,7.2551,2001,
TXCF,Corpus Christi (Flour Bluff),27.6584,-97.2938,696,6.2422,2001,
TXLK,Lake Tawakoni,32.7667,-95.9167,668,11.322,2001,
NCWC,Wayne County,35.3239,-77.9845,650,13.3333,2001,
NCBP,Bodie-Pea Island,35.7824,-75.5458,644,8.9444,2001,
WAML,Moses Lake,47.1381,-119.3214,637,11.6881,2001,
ORCO,Corvallis,44.5071,-123.2695,634,3.3545,2001,
TXSB,San Bernard N.W.R.,28.8667,-95.5667,630,4.3826,2001,
MSAL,Arkabutla Lake,34.7624,-90.1306,621,21.4138,2001,
NVHE,Henderson,36.0833,-114.95,618,16.2632,2001,
MSHA,Hattiesburg,31.3073,-89.3166,600,13.7143,2001,
CATO,Thousand Oaks,34.1489,-118.9699,589,8.791,2001,
NMBD,Bosque del Apache N.W.R.,33.8051,-106.8907,584,11.9795,2001,
MOSC,Loess Bluffs (formerly Squaw Creek) N.W.R.,40.0833,-95.2667,556,8.6202,2001,
TXFR,Freeport,29.0172,-95.3551,534,1.5501,2001,
TXGA,Galveston,29.3333,-94.8333,529,4.5702,2001,
TXCY,Cypress Creek,29.9561,-95.89,526,6.2619,2001,
TXCC,Corpus Christi,27.8334,-97.5833,522,4.0941,2001,
UTSR,Silver Reef,37.2531,-113.3675,507,10.3469,2001,
DECH,Cape Henlopen-Prime Hook,38.8072,-75.1878,485,6.9534,2001,
TXDR,Del Rio,29.4651,-100.9585,475,45.2381,2001,
NMRO,Roswell,33.397,-104.3983,468,7.8655,2001,
TXDA,Dallas County,32.8258,-96.8312,467,4.3645,2001,
MXMC,"Mexico City, Distrito Federal, Mexico",19.2333,-99.1833,455,15.1667,2001,
CAAR,Arcata,40.8653,-124.1565,452,2.2944,2001,
MSSI,Sidon,33.3624,-90.2479,450,20.4545,2001,
ILPM,Pere Marquette Park,38.9968,-90.6051,440,9.6175,2001,
FLAL,Alafia Banks,27.792,-82.3349,423,6.6094,2001,
WATC,Tri-Cities,46.2357,-119.1805,413,4.1717,2001,
ALWH,Wheeler N.W.R.,34.6001,-86.8837,399,4.5862,2001,
CODE,Denver,39.587,-105.143,396,1.9483,2001,
CACO,Chico,39.722,-121.8238,395,7.5962,2001,
NYBR,L.I.: Brooklyn,40.616,-73.9448,392,3.5636,2001,
TXVC,Village Creek Drying Beds,32.7667,-97.1167,386,5.1467,2001,
ORPD,Portland,45.5167,-122.7,382,1.8083,2001,
MOCO,Columbia,38.8915,-92.3348,364,2.086,2001,
TXMN,McNary,31.2682,-105.7871,358,10.8485,2001,
LACL,Cheneyville-Lecompte,31.1,-92.3667,356,7.6477,2001,
MSTU,Tupelo,34.2276,-88.7012,352,14.6667,2001,
SDMA,Madison,43.956,-97.0999,350,8.8608,2001,
UTKA,Kanab,37.0334,-112.5167,345,7.3404,2001,
CASD,San Diego,32.6473,-117.117,343,1.4753,2001,
IAKE,Keokuk,40.4726,-91.4581,341,6.9592,2001,
CASG,Santa Maria-Guadalupe,34.8833,-120.5833,337,6.0394,2001,
ORAI,Airlie,44.7131,-123.1744,334,2.0304,2001,
NJLH,Lower Hudson,40.7751,-74.0009,330,2.64,2001,
WIMA,Madison,43.0747,-89.3843,326,1.3741,2001,
CALB,Long Beach-el Dorado,33.8533,-118.0908,323,7.6,2001,
FLHC,Hamilton County,30.336,-82.7595,321,7.6429,2001,
MOJO,Joplin,37.0548,-94.4602,309,7.3136,2001,
CAOV,Oceanside-Vista-Carlsbad,33.1903,-117.2796,309,1.9495,2001,
MDLK,Lower Kent County,39.1427,-76.1921,306,2.8868,2001,
LACR,Creole,29.8159,-93.1113,300,5.7971,2001,
NYSN,L.I.: Southern Nassau County,40.6298,-73.5907,296,1.6866,2001,
ILCA,Chautauqua N.W.R.,40.4167,-89.95,295,5.5924,2001,
OHTO,Toledo,41.65,-83.5333,286,4.5397,2001,
TXEP,El Paso,31.7828,-106.4798,280,5.2336,2001,
MXPP,"Puerto Penasco, Sonora, Mexico",31.3501,-113.5167,275,5.2381,2001,
OREU,Eugene,44.0768,-123.179,275,1.2731,2001,
ARWA,Wapanocca N.W.R.,35.35,-90.2333,274,7.0256,2001,
TXSG,San Angelo,31.4439,-100.4823,267,4.015,2001,
