Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
CAMA,Marysville,39.2,-121.5,29082,359.037,2001,
ORCO,Corvallis,44.5071,-123.2695,25475,134.7884,2001,
BCLA,Ladner,49.0538,-123.0573,17098,63.739,2001,
CARC,Rio Cosumnes,38.3505,-121.4175,15508,70.3311,2001,
NCMA,Mattamuskeet N.W.R.,35.45,-76.1333,14111,217.0923,2001,
ORFG,Forest Grove,45.4851,-123.1269,13463,197.9853,2001,
ORDA,Dallas,44.8965,-123.3384,12000,187.5,2001,
MOHF,(Horton) Four Rivers,38.02,-94.357,10500,235.9551,2001,
CASM,Sacramento,38.6,-121.55,8789,63.2302,2001,
WAPB,Padilla Bay,48.4834,-122.5667,8119,55.9931,2001,
TXCY,Cypress Creek,29.9561,-95.89,8090,96.3095,2001,
CASL,San Jacinto Lake,33.8745,-117.1239,7560,101.0695,2001,
TXPA,Port Aransas,27.8502,-97.1,7363,80.4699,2001,
TXBP,Bolivar Peninsula,29.5504,-94.4668,6512,66.7897,2001,
LACA,Catahoula N.W.R.,31.508,-92.0589,6470,80.3727,2001,
TXAP,Attwater Prairie Chicken N.W.R.,29.6344,-96.3667,5352,35.68,2001,
NCBP,Bodie-Pea Island,35.7824,-75.5458,5280,73.3333,2001,
IDNA,Nampa,43.568,-116.6729,5201,81.2656,2001,
CAST,Stockton,38.116,-121.3954,5156,39.3588,2001,
LALT,Lacassine N.W.R.-Thornwell,30.0626,-92.8147,5016,39.6835,2001,
CAPV,Peace Valley,39.1982,-121.8219,4649,117.6962,2001,
IASH,Shenandoah,40.7211,-95.4809,4500,132.3529,2001,
WATR,Two Rivers,46.0833,-118.6167,4312,100.7477,2001,
CABE,Benicia,38.1143,-122.1094,4162,19.1224,2001,
BCWR,White Rock,49.062,-122.7289,4034,14.9824,2001,
ORSI,Sauvie Island,45.7562,-122.8008,3633,41.879,2001,
NMRO,Roswell,33.397,-104.3983,2948,49.5462,2001,
DEBH,Bombay Hook N.W.R.,39.2152,-75.4822,2754,21.0229,2001,
WABG,Bellingham,48.8112,-122.5629,2683,16.6646,2001,
DECH,Cape Henlopen-Prime Hook,38.8072,-75.1878,2672,38.3082,2001,
ORAI,Airlie,44.7131,-123.1744,2560,15.5623,2001,
TXCF,Corpus Christi (Flour Bluff),27.6584,-97.2938,2552,22.8879,2001,
TXVI,Victoria,28.8723,-97.0784,2370,31.082,2001,
UTFS,Fish Springs N.W.R.,39.8107,-113.399,2278,56.95,2001,
CACW,Caswell-Westley,37.6061,-121.174,2160,38.2301,2001,
MOSC,Loess Bluffs (formerly Squaw Creek) N.W.R.,40.0833,-95.2667,2064,32,2001,
WASA,Satsop,46.9834,-123.7167,2010,26.9799,2001,
WASD,Sequim-Dungeness,48.1,-123.0667,1748,7.865,2001,
TXLA,Laguna Atascosa N.W.R.,26.2391,-97.3814,1665,30.2727,2001,
WAEV,Everett-Marysville,48.0833,-122.2167,1640,16.3591,2001,
NJOC,Oceanville,39.4422,-74.4605,1612,18.1634,2001,
MOBO,Big Oak Tree S.P.,36.6667,-89.2667,1600,66.6667,2001,
KSLC,Linn County,38.2833,-94.75,1510,31.4583,2001,
TXRO,Rockport,28.0669,-97.1167,1448,15.013,2001,
AZPR,Prescott,34.5419,-112.4701,1378,9.1258,2001,
LACW,Crowley,30.1107,-92.3619,1366,10.5077,2001,
BCVI,Victoria,48.4667,-123.4,1268,3.1839,2001,
WAWK,Wahkiakum,46.1917,-123.4667,1216,21.5221,2001,
UTOG,Ogden,41.2198,-112.064,1200,24,2001,
WASB,Skagit Bay,48.2973,-122.3879,1156,16.5735,2001,
ILCS,Crane Lake-Sangamon,40.1233,-90.2323,1075,29.2517,2001,
ARBL,Big Lake N.W.R.,35.8874,-90.1227,1072,64.9697,2001,
CAWB,Wallace-Bellota,38.1167,-120.9833,1060,9.8148,2001,
NCOI,Ocracoke Island,35.15,-75.8833,1060,16.0606,2001,
NMBD,Bosque del Apache N.W.R.,33.8051,-106.8907,1060,21.7436,2001,
NCAR,Alligator River N.W.R.,35.77,-76.08,1060,7.4126,2001,
ORPD,Portland,45.5167,-122.7,1049,4.9657,2001,
MDLK,Lower Kent County,39.1427,-76.1921,1009,9.5189,2001,
OREU,Eugene,44.0768,-123.179,976,4.5185,2001,
WAED,Edmonds,47.8524,-122.2489,938,22.6024,2001,
CALS,Los Baños,37.0612,-120.8849,896,9.261,2001,
ALWH,Wheeler N.W.R.,34.6001,-86.8837,721,8.2874,2001,
WAKA,Kent-Auburn,47.3598,-122.1787,702,5.0143,2001,
VACI,Chincoteague N.W.R.,37.9672,-75.3669,695,7.4332,2001,
CATL,Tule Lake,41.9465,-121.539,686,17.15,2001,
CAOC,Orange County (coastal),33.6725,-117.9453,654,2.0311,2001,
NCPC,Pamlico County,35.1435,-76.6526,650,16.9935,2001,
CASS,Salton Sea (south),33.1579,-115.6132,641,9.7121,2001,
BCNN,Nanaimo,49.1668,-123.9333,626,3.0242,2001,
MXES,"Ensenada, Baja California, Mexico",31.8002,-116.6335,625,8.9286,2001,
BCTO,Tofino,49.1528,-125.9086,620,22.1429,2001,
DEMI,Middletown,39.4753,-75.6347,606,7.7148,2001,
ILCY,Cypress Creek,37.319,-89.0213,589,8.1241,2001,
MIAB,Anchor Bay,42.6273,-82.6647,561,5.596,2001,
BCDU,Duncan,48.7882,-123.6714,539,3.5114,2001,
TXBZ,Brazos Bend,29.3734,-95.6688,523,5.3367,2001,
CATO,Thousand Oaks,34.1489,-118.9699,510,7.6119,2001,
TXBL,Buffalo Lake N.W.R.,34.9187,-102.0428,500,27.7778,2001,
MSVI,Vicksburg,32.3108,-90.9068,500,7.7519,2001,
CACB,Centerville Beach to King Salmon,40.642,-124.2428,491,2.36,2001,
IDAF,American Falls Reservoir,42.9833,-112.7,488,34.8571,2001,
VABB,Back Bay N.W.R.,36.65,-76,477,4.5,2001,
CAMC,Marin County (southern),37.9214,-122.5643,475,1.3158,2001,
FLMI,Merritt Island N.W.R.,28.6171,-80.6815,473,3.44,2001,
COBL,Barr Lake,39.9721,-104.6955,467,10.6136,2001,
CAPA,Palo Alto,37.4064,-122.1559,466,2.3897,2001,
TXKI,Kingsville,27.4658,-97.8551,461,6.9848,2001,
PAGL,Delaware County (Glenolden),39.8992,-75.3729,459,2.6455,2001,
TXSR,Sea Rim S.P.,29.7334,-93.9563,458,6.3391,2001,
IAMU,Muscatine,41.4274,-91.0107,457,13.0571,2001,
CAPR,Point Reyes Peninsula,38.1216,-122.8901,453,0.9083,2001,
WAPT,Port Townsend,48.05,-122.7333,439,4.2829,2001,
ARWA,Wapanocca N.W.R.,35.35,-90.2333,438,11.2308,2001,
CAPS,Pasadena-San Gabriel Valley,34.1199,-118.0913,424,4.3487,2001,
CAHL,Honey Lake,40.3434,-120.4229,377,6.9174,2001,
TXVC,Village Creek Drying Beds,32.7667,-97.1167,370,4.9333,2001,
NMSE,Sevilleta N.W.R.,34.3167,-106.95,364,10.3262,2001,
IDSP,Sandpoint,48.2749,-116.5624,344,10.75,2001,
TXAR,Aransas N.W.R.,28.2333,-96.8833,327,3.8471,2001,
TXCT,Coastal Tip,26.0278,-97.2334,319,13.4316,2001,
CAMR,Morro Bay,35.3,-120.7767,315,1.287,2001,
LACL,Cheneyville-Lecompte,31.1,-92.3667,300,6.4447,2001,
NLSJ,St. Johns,47.5833,-52.7239,295,3.9597,2001,
MOMI,Mingo N.W.R.,36.9833,-90.2,294,5.4144,2001,
CAHF,Hayward-Fremont,37.6068,-122.0667,294,1.0889,2001,
AKCO,Cordova,60.5313,-145.6451,291,6,2001,
CAES,Escondido,33.1025,-116.9403,287,2.2077,2001,
WAOL,Olympia,47.0722,-122.8533,284,1.6136,2001,
BCVA,Vancouver,49.2603,-123.105,283,0.7669,2001,
CAMD,Moss Landing,36.897,-121.7407,275,1.1702,2001,
CAAR,Arcata,40.8653,-124.1565,268,1.3604,2001,
TNRL,Reelfoot Lake,36.4167,-89.3833,251,4.3164,2001,
IACL,Clinton,41.9801,-90.174,250,7.2993,2001,
TXBA,Balmorhea,30.9858,-103.7459,248,9.92,2001,
ILPM,Pere Marquette Park,38.9968,-90.6051,234,5.1148,2001,
CASD,San Diego,32.6473,-117.117,230,0.9892,2001,
WABR,Bridgeport,48.0184,-119.6898,228,6.7059,2001,
NMFA,Farmington,36.7833,-108.102,227,4.9348,2001,
ORCE,Columbia Estuary,46.2192,-123.9461,225,4.1096,2001,
NMCA,Caballo,32.953,-107.3122,225,6.0811,2001,
MOCO,Columbia,38.8915,-92.3348,218,1.2493,2001,
NVFA,Fallon,39.3965,-118.773,206,7.2281,2001,
NVCC,Carson City,39.1766,-119.7332,202,3.9223,2001,
BCCO,Comox,49.6726,-124.9287,201,7.3091,2001,
CAYR,Yreka,41.7495,-122.5247,200,2.9412,2001,
GASV,"Savannah, GA-SC",32.0842,-81.0667,187,1.4587,2001,
NYSN,L.I.: Southern Nassau County,40.6298,-73.5907,183,1.0427,2001,
VAFB,Fort Belvoir,38.709,-77.1939,179,0.5,2001,
ORTB,Tillamook Bay,45.5167,-123.8833,177,1.9777,2001,
WILC,La Crosse,43.8149,-91.2503,176,2.1595,2001,
BCPQ,Parksville-Qualicum Beach,49.3458,-124.36,175,2.0833,2001,
WATO,Toppenish N.W.R.,46.3609,-120.4179,174,2.9871,2001,
AZRC,Ramsey Canyon,31.4599,-110.2068,169,1.2158,2001,
WASJ,San Juan Islands Archipelago,48.5462,-123.013,169,2.6202,2001,
ORSA,Salem,44.9437,-123.0388,165,1.6176,2001,
NJBP,Belleplain,39.25,-74.9333,163,2.8596,2001,
ORCB,Coos Bay,43.3759,-124.2973,157,1.2171,2001,
ILCE,Carlyle Lake,38.7,-89.2667,153,2.5932,2001,
CASR,Santa Rosa,38.4379,-122.7116,153,1.1769,2001,
TXCC,Corpus Christi,27.8334,-97.5833,153,1.2,2001,
TXST,San Antonio,29.3148,-98.608,152,0.9822,2001,
CARS,Rancho Santa Fe,33.0003,-117.1628,149,1.279,2001,
BCPL,Port Clements,53.6346,-132.2129,143,12.4348,2001,
ILUC,Union County,37.4676,-89.4048,140,1.466,2001,
MXRR,"Rancho Rincon de Anacahuitas, Tamaulipas, Mexico",25.5833,-97.5,139,6.8642,2001,
