Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
TXCY,Cypress Creek,29.9561,-95.89,20080,355.3982,1994,
ORCO,Corvallis,44.5071,-123.2695,16190,129.004,1994,
CAPV,Peace Valley,39.1982,-121.8219,14393,172.3713,1994,
ORFG,Forest Grove,45.4851,-123.1269,12792,230.4865,1994,
TXLA,Laguna Atascosa N.W.R.,26.2391,-97.3814,11364,141.1677,1994,
CAST,Stockton,38.116,-121.3954,10719,78.8162,1994,
LACA,Catahoula N.W.R.,31.508,-92.0589,10172,143.7739,1994,
CA2L,Point Reyes Peninsula,38.1333,-122.8833,10162,29.9985,1994,
TXPA,Port Aransas,27.8502,-97.1,9234,92.34,1994,
NCMA,Mattamuskeet N.W.R.,35.45,-76.1333,9136,182.72,1994,
TXCF,Corpus Christi (Flour Bluff),27.6584,-97.2938,8410,62.9963,1994,
FLMI,Merritt Island N.W.R.,28.6171,-80.6815,8292,50.2545,1994,
CALS,Los Baños,37.0612,-120.8849,7554,84.8764,1994,
NCBP,Bodie-Pea Island,35.7824,-75.5458,7200,104.3478,1994,
ORSI,Sauvie Island,45.7562,-122.8008,6403,71.1444,1994,
CABE,Benicia,38.1143,-122.1094,6255,27.7691,1994,
CAAR,Arcata,40.8653,-124.1565,5798,27.6095,1994,
CASM,Sacramento,38.6,-121.55,5016,24.4385,1994,
ORBR,Brownsville,44.3536,-122.9671,4231,68.2419,1994,
TXAR,Aransas N.W.R.,28.2333,-96.8833,4020,64.8387,1994,
ORCV,Coquille Valley,43.115,-124.2983,3854,47.2883,1994,
CASS,Salton Sea (south),33.1579,-115.6132,3826,62.7213,1994,
TXKI,Kingsville,27.4658,-97.8551,3432,47.0137,1994,
SCMC,McClellanville,33.1003,-79.4037,3275,50,1994,
TXRO,Rockport,28.0669,-97.1167,3217,40.2125,1994,
CATO,Thousand Oaks,34.1489,-118.9699,2993,18.943,1994,
CAOC,Orange County (coastal),33.6725,-117.9453,2638,11.3952,1994,
WAPB,Padilla Bay,48.4834,-122.5667,2569,13.1407,1994,
WABG,Bellingham,48.8112,-122.5629,2569,14.68,1994,
LACW,Crowley,30.1107,-92.3619,2249,13.7975,1994,
CAMC,Marin County (southern),37.9214,-122.5643,2138,7.9851,1994,
ILCA,Chautauqua N.W.R.,40.4167,-89.95,2003,37.2651,1994,
SCAB,Ace Basin,32.6126,-80.4813,1912,33.2522,1994,
CACB,Centerville Beach to King Salmon,40.642,-124.2428,1728,8.6617,1994,
DEBH,Bombay Hook N.W.R.,39.2152,-75.4822,1701,13.8574,1994,
UTFS,Fish Springs N.W.R.,39.8107,-113.399,1442,60.0833,1994,
CAHF,Hayward-Fremont,37.6068,-122.0667,1381,5.7662,1994,
CAPA,Palo Alto,37.4064,-122.1559,1379,6.5981,1994,
CAMD,Moss Landing,36.897,-121.7407,1370,5.8798,1994,
NMRO,Roswell,33.397,-104.3983,1176,17.6842,1994,
ORSA,Salem,44.9437,-123.0388,1164,8.2261,1994,
ORDA,Dallas,44.8965,-123.3384,1147,19.6068,1994,
WAKA,Kent-Auburn,47.3598,-122.1787,1144,9.4545,1994,
OREU,Eugene,44.0768,-123.179,1091,5.9053,1994,
NJOC,Oceanville,39.4422,-74.4605,1004,12.9968,1994,
TXLS,La Sal Vieja,26.4849,-97.9649,994,13.2533,1994,
CASL,San Jacinto Lake,33.8745,-117.1239,971,12.2138,1994,
TXAM,Amarillo,34.9851,-101.7021,970,24.4025,1994,
CASH,Salton Sea (north),33.5179,-116.1031,926,15.563,1994,
VACI,Chincoteague N.W.R.,37.9672,-75.3669,850,6.6667,1994,
ORSU,Summer Lake,42.9731,-120.7778,841,17.5208,1994,
PAGL,Delaware County (Glenolden),39.8992,-75.3729,786,4.4407,1994,
UTOG,Ogden,41.2198,-112.064,757,16.4565,1994,
TXMM,Matagorda County-Mad Island Marsh,28.6833,-95.9833,704,3.7951,1994,
NMBD,Bosque del Apache N.W.R.,33.8051,-106.8907,680,15.6322,1994,
TXCC,Corpus Christi,27.8334,-97.5833,667,7.172,1994,
TXAP,Attwater Prairie Chicken N.W.R.,29.6344,-96.3667,653,4.8914,1994,
WASB,Skagit Bay,48.2973,-122.3879,651,5.7867,1994,
VABB,Back Bay N.W.R.,36.65,-76,650,4.2208,1994,
CAOA,Oakland,37.8146,-122.233,634,2.0435,1994,
TXFR,Freeport,29.0172,-95.3551,588,1.8065,1994,
CASA,Santa Ana River Valley,33.9068,-117.4889,540,12.2727,1994,
CAMR,Morro Bay,35.3,-120.7767,538,2.0954,1994,
ALWH,Wheeler N.W.R.,34.6001,-86.8837,509,4.757,1994,
NVFA,Fallon,39.3965,-118.773,505,8.4167,1994,
WASD,Sequim-Dungeness,48.1,-123.0667,501,4.3377,1994,
CALR,Lake Almanor,40.2833,-121.25,500,9.2593,1994,
CARS,Rancho Santa Fe,33.0003,-117.1628,492,4.4727,1994,
MIAB,Anchor Bay,42.6273,-82.6647,480,5.1892,1994,
LATR,Tensas River N.W.R.,32.2833,-91.3667,424,7.5044,1994,
LACR,Creole,29.8159,-93.1113,423,5.3041,1994,
ORTB,Tillamook Bay,45.5167,-123.8833,403,4.6322,1994,
LASA,Sabine N.W.R.,29.8545,-93.3892,383,2.9462,1994,
TXCK,Choke Canyon,28.4913,-98.3082,380,5.4286,1994,
OKTI,Tishomingo N.W.R.,34.1833,-96.65,366,11.5276,1994,
TXCT,Coastal Tip,26.0278,-97.2334,363,13.5701,1994,
MDSD,Southern Dorchester County,38.3617,-76.0371,360,4.1379,1994,
WATR,Two Rivers,46.0833,-118.6167,344,9.3605,1994,
WAML,Moses Lake,47.1381,-119.3214,342,8.8831,1994,
DERE,Rehoboth,38.6035,-75.1073,331,5.254,1994,
CASD,San Diego,32.6473,-117.117,328,2.3058,1994,
FLSM,St. Marks,30.1536,-84.2227,316,3.463,1994,
AZPR,Prescott,34.5419,-112.4701,315,2.3684,1994,
ARLV,Lake Village,33.4,-91.3167,308,5.4035,1994,
CACS,Crystal Springs,37.5184,-122.3751,303,1.6053,1994,
CASJ,San Jose,37.4033,-121.8821,297,1.0889,1994,
TXHA,Hagerman N.W.R.,33.7807,-96.7444,273,4.9189,1994,
NYSN,L.I.: Southern Nassau County,40.6298,-73.5907,269,1.2779,1994,
CADN,Del Norte County,41.8446,-124.1712,262,2.62,1994,
AZMY,Martinez Lake-Yuma,32.8884,-114.4623,254,3.0788,1994,
TXFD,Falcon Dam and S.P.,26.4967,-99.0884,243,5.6842,1994,
CATL,Tule Lake,41.9465,-121.539,242,6.7222,1994,
MOMI,Mingo N.W.R.,36.9833,-90.2,241,4.1197,1994,
MXSM,"San Miguel de Allende, Guanajuato, Mexico",20.8667,-100.8167,230,6.3889,1994,
CAES,Escondido,33.1025,-116.9403,229,1.9573,1994,
TXST,San Antonio,29.3148,-98.608,220,1.6029,1994,
TXMU,Muleshoe N.W.R.,33.9563,-102.7783,220,15.1724,1994,
KSLS,Liberal-Seward County,37.1222,-100.8574,216,12.3429,1994,
AKAD,Adak,51.8833,-176.65,212,18.4348,1994,
TXWW,Welder Wildlife Refuge,28.1136,-97.4171,210,6.5116,1994,
DECH,Cape Henlopen-Prime Hook,38.8072,-75.1878,203,3.248,1994,
AZNO,Nogales,31.4338,-110.9358,203,3.0526,1994,
IDAF,American Falls Reservoir,42.9833,-112.7,200,7.5472,1994,
WAPT,Port Townsend,48.05,-122.7333,184,2.7669,1994,
NMSE,Sevilleta N.W.R.,34.3167,-106.95,182,5.3926,1994,
IDHV,Hagerman Valley,42.8167,-114.9,181,3.7906,1994,
TXBP,Bolivar Peninsula,29.5504,-94.4668,180,2,1994,
LAJB,Johnsons Bayou,29.801,-93.7149,175,3.271,1994,
ORUM,Umatilla County,45.6,-118.6667,173,2.746,1994,
CAWB,Wallace-Bellota,38.1167,-120.9833,170,1.8329,1994,
OKSP,Salt Plains N.W.R.,36.785,-98.1789,170,4.5333,1994,
ORYB,Yaquina Bay,44.5866,-124.0642,166,3.3878,1994,
TXSG,San Angelo,31.4439,-100.4823,161,2.1395,1994,
TXMI,Midland,31.95,-102.0333,160,2.7826,1994,
TNCC,Cross Creeks N.W.R.,36.476,-87.7528,158,2.7478,1994,
CALB,Long Beach-el Dorado,33.8533,-118.0908,157,2.6387,1994,
UTBR,Bear River Migratory Bird Refuge,41.4804,-112.2675,154,7.5122,1994,
CALU,La Purisima,34.6616,-120.5368,153,1.8489,1994,
TX0M,Lubbock County,33.55,-101.75,144,2.1736,1994,
NMCA,Caballo,32.953,-107.3122,138,2.4317,1994,
MDLK,Lower Kent County,39.1427,-76.1921,128,1.5148,1994,
CACW,Caswell-Westley,37.6061,-121.174,128,2.0984,1994,
OHOT,Ottawa N.W.R.,41.6114,-83.2006,128,3.6571,1994,
FLCO,Cocoa,28.3622,-80.7026,126,0.9097,1994,
TXBA,Balmorhea,30.9858,-103.7459,125,3.7313,1994,
MSGR,Grenada,33.8051,-89.7016,119,2.4663,1994,
CAOV,Oceanside-Vista-Carlsbad,33.1903,-117.2796,114,1.0179,1994,
AK0N,Cordova,60.5333,-145.6333,111,2.0556,1994,
CA0Z,Ventura,34.35,-119.25,110,0.2558,1994,
NMLV,Las Vegas,35.595,-105.2152,107,3.4516,1994,
TXBF,Buffalo Bayou,29.7715,-95.5699,107,0.6698,1994,
TXBB,Bastrop-Buescher State Parks,30.0866,-97.2484,102,0.6538,1994,
WAED,Edmonds,47.8524,-122.2489,100,2.3952,1994,
CASB,Santa Barbara,34.4512,-119.7627,99,0.2878,1994,
WASE,Seattle,47.6017,-122.3341,99,0.5928,1994,
WATO,Toppenish N.W.R.,46.3609,-120.4179,98,1.6752,1994,
COBL,Barr Lake,39.9721,-104.6955,93,2.3694,1994,
NMFA,Farmington,36.7833,-108.102,92,1.9785,1994,
CASC,Santa Cruz County,37.0162,-122.0499,91,0.3978,1994,
CARB,Red Bluff,40.2074,-122.2117,91,1.3788,1994,
INLM,Lake Monroe,39.0152,-86.3984,89,0.8662,1994,
OKFG,Fort Gibson Reservoir,35.85,-95.3167,88,1.3333,1994,
