Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
TXMU,Muleshoe N.W.R.,33.9563,-102.7783,17200,1433.3333,1986,
CAST,Stockton,38.116,-121.3954,9547,70.7185,1986,
TX09,Lake Thomas,32.5833,-101.1667,7225,425,1986,
TXBS,Big Spring,32.2391,-101.4162,6744,210.75,1986,
TXSN,Stanton,32.0833,-101.7,6084,178.9412,1986,
NMBD,Bosque del Apache N.W.R.,33.8051,-106.8907,5800,313.5135,1986,
TXCC,Corpus Christi,27.8334,-97.5833,2725,28.3854,1986,
NMRO,Roswell,33.397,-104.3983,2500,41.6667,1986,
CACP,Carrizo Plain,35.25,-119.85,2149,46.7174,1986,
TXWW,Welder Wildlife Refuge,28.1136,-97.4171,1559,18.7831,1986,
FLGA,Gainesville,29.6027,-82.3127,1452,9.6159,1986,
TXFR,Freeport,29.0172,-95.3551,1332,3.7,1986,
TXAP,Attwater Prairie Chicken N.W.R.,29.6344,-96.3667,1058,5.8132,1986,
TXBZ,Brazos Bend,29.3734,-95.6688,864,5.0233,1986,
NMCA,Caballo,32.953,-107.3122,750,20.2703,1986,
AZEL,Elfrida,31.6667,-109.6833,743,4.2216,1986,
CA23,Caswell-Westley,37.6333,-121.2,735,13.6111,1986,
TXAM,Amarillo,34.9851,-101.7021,700,33.3333,1986,
TXMI,Midland,31.95,-102.0333,697,11.2419,1986,
TXLS,La Sal Vieja,26.4849,-97.9649,667,12.1273,1986,
CAPV,Peace Valley,39.1982,-121.8219,569,6.7337,1986,
CACO,Chico,39.722,-121.8238,407,7.0172,1986,
TXBR,Brazoria-Columbia Bottomlands,29.1521,-95.5657,388,2.7714,1986,
CARB,Red Bluff,40.2074,-122.2117,386,6.6552,1986,
TXNB,New Braunfels,29.7,-98.1167,355,14.7917,1986,
TX1E,Padre Island National Seashore,27.3333,-97.3333,304,6.4,1986,
TX0M,Lubbock County,33.55,-101.75,301,7.7179,1986,
TXKI,Kingsville,27.4658,-97.8551,292,4.4377,1986,
FLKV,Kissimmee Valley,28.2062,-81.3936,259,2.8152,1986,
TXVI,Victoria,28.8723,-97.0784,244,3.7538,1986,
NMGR,Gila River,32.9152,-108.584,204,4.9756,1986,
TX13,Laguna Atascosa N.W.R.,26.2333,-97.35,200,3.0534,1986,
TXAR,Aransas N.W.R.,28.2333,-96.8833,200,4.0161,1986,
FLLW,Lake Wales,27.8939,-81.5189,164,1.7263,1986,
GAOK,Okefenokee N.W.R.,30.8001,-82.1333,131,4.281,1986,
FLEC,Econlockhatchee,28.7094,-81.1467,115,0.8846,1986,
TNHI,Hiwassee,35.3655,-84.92,104,1.4247,1986,
TXBV,Brownsville,25.9328,-97.4748,80,1.2903,1986,
FLMR,Myakka River S.P.,27.233,-82.236,75,1.0417,1986,
TXCF,Corpus Christi (Flour Bluff),27.6584,-97.2938,73,0.8372,1986,
ORSI,Sauvie Island,45.7562,-122.8008,69,0.807,1986,
TX20,Armand Bayou,29.55,-95.0667,55,0.6471,1986,
FLCO,Cocoa,28.3622,-80.7026,47,0.2701,1986,
CALS,Los Baños,37.0612,-120.8849,41,0.6165,1986,
TXCR,Crawford,31.556,-97.3556,39,0.621,1986,
FLFP,Fort Pierce,27.4177,-80.3828,35,0.4332,1986,
TXQU,Quitaque,34.4346,-101.0739,30,1.3043,1986,
FL0L,"Ortona, Glades County",26.8667,-81.3167,29,1.0741,1986,
TXCY,Cypress Creek,29.9561,-95.89,28,0.3784,1986,
ALGS,Gulf Shores,30.3167,-87.6333,26,0.1299,1986,
FLST,Stuart,27.2121,-80.2624,26,0.2311,1986,
FLWV,West Volusia County,29.0543,-81.3039,23,0.3226,1986,
TXSB,San Bernard N.W.R.,28.8667,-95.5667,23,0.5,1986,
TXBF,Buffalo Bayou,29.7715,-95.5699,22,0.1549,1986,
MSJC,Jackson County,30.4366,-88.7119,22,0.2803,1986,
FLSR,Sarasota,27.2841,-82.4976,21,0.1858,1986,
TXGA,Galveston,29.3333,-94.8333,16,0.1435,1986,
CAMA,Marysville,39.2,-121.5,15,0.7895,1986,
TXGM,Guadalupe Mountains,31.8923,-104.8137,14,0.2692,1986,
FLVE,Venice-Englewood,27.0048,-82.3793,13,0.1281,1986,
TXOS,Osage,29.7333,-96.7167,13,1.2621,1986,
TXBU,Bell County,30.9667,-97.45,13,0.3467,1986,
FL13,New Port Richey,28.25,-82.7,12,0.1558,1986,
FLNP,North Pinellas,28.0672,-82.7388,11,0.1279,1986,
FLCS,Corkscrew Swamp Sanctuary,26.3666,-81.5217,11,0.1158,1986,
FLWP,West Palm Beach,26.5672,-80.127,10,0.0935,1986,
AZPO,Portal,31.9009,-109.1364,10,0.0781,1986,
CA1G,Creighton Ranch Preserve,36.1167,-119.5333,10,0.266,1986,
FLBO,Brooksville,28.548,-82.3245,9,0.1098,1986,
TXBB,Bastrop-Buescher State Parks,30.0866,-97.2484,8,0.0769,1986,
FLBA,Bradenton,27.501,-82.5631,7,0.0927,1986,
FL1B,Singing Forest,28.7833,-82.2833,7,0.3139,1986,
ALEU,Eufaula N.W.R.,31.9939,-85.0886,7,0.1346,1986,
FL0V,South Brevard County,27.8667,-80.5667,5,0.0588,1986,
FLLA,Lakeland,28.0261,-81.8507,5,0.0412,1986,
FLTA,Tampa,28.0107,-82.4595,4,0.0342,1986,
TXPA,Port Aransas,27.8502,-97.1,3,0.0714,1986,
TXBN,Burnet County,30.7514,-98.275,3,0.0414,1986,
TXHO,Houston,29.7497,-94.9492,2,0.0247,1986,
GAAB,Albany,31.4333,-84.4167,2,0.117,1986,
CALL,Lost Lake-Fresno,36.95,-119.7,2,0.0256,1986,
FL0K,Boca Grande,26.75,-82.2667,2,0.0909,1986,
FLFM,Fort Myers,26.5551,-81.9906,2,0.0318,1986,
BCCH,Chilliwack,49.1113,-121.9436,2,0.0317,1986,
OHWH,Western Hamilton County,39.2065,-84.6361,1,0.0077,1986,
ONPP,Point Pelee,42.0186,-82.5265,1,0.0077,1986,
INLM,Lake Monroe,39.0152,-86.3984,1,0.0189,1986,
TNCH,Chattanooga,35.104,-85.2292,1,0.0091,1986,
FLSM,St. Marks,30.1536,-84.2227,1,0.0122,1986,
AZNO,Nogales,31.4338,-110.9358,1,0.0156,1986,
TXCS,College Station,30.593,-96.3175,1,0.0117,1986,
IN1C,Posey County,37.8833,-87.95,1,0.0245,1986,
WISP,Stevens Point,44.5243,-89.5688,1,0.0182,1986,
NJCM,Cape May,39.0123,-74.8778,1,0.0054,1986,
NMAL,Albuquerque,35.1833,-106.6167,1,0.0182,1986,
