Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
CAPA,Palo Alto,37.4064,-122.1559,11483,46.4899,1984,
CAPV,Peace Valley,39.1982,-121.8219,10094,92.1826,1984,
CAHF,Hayward-Fremont,37.6068,-122.0667,9135,49.6467,1984,
CALS,Los Ba–os,37.0612,-120.8849,7748,78.1837,1984,
CALN,Lancaster,34.7043,-118.086,3714,62.9492,1984,
CATO,Thousand Oaks,34.1489,-118.9699,3627,44.2317,1984,
CA1B,China Lake,35.6167,-117.6667,3400,87.1795,1984,
LACR,Creole,29.8159,-93.1113,3113,53.6724,1984,
CABE,Benicia,38.1143,-122.1094,2859,23.5115,1984,
CACC,Contra Costa County,37.9538,-121.9923,2183,13.9936,1984,
TXSA,Santa Ana N.W.R.,26.1492,-98.1917,1888,30.9508,1984,
TXAU,Austin,30.1834,-97.698,1799,3.1369,1984,
CAOV,Oceanside-Vista-Carlsbad,33.1903,-117.2796,1703,16.1422,1984,
NCBP,Bodie-Pea Island,35.7824,-75.5458,1600,17.7778,1984,
TXFR,Freeport,29.0172,-95.3551,1544,4.5146,1984,
ORKF,Klamath Falls,42.1595,-121.7351,1348,30.6364,1984,
LA0K,Sabine N.W.R.,29.8,-93.45,1313,4.211,1984,
TXMI,Midland,31.95,-102.0333,1277,25.0392,1984,
TXAP,Attwater Prairie Chicken N.W.R.,29.6344,-96.3667,1187,8.1581,1984,
TX14,Laguna Atascosa N.W.R.,26.2333,-97.3833,1158,18.9836,1984,
TXCY,Cypress Creek,29.9561,-95.89,1151,16.6812,1984,
NMBD,Bosque del Apache N.W.R.,33.8051,-106.8907,1110,74,1984,
CAOC,Orange County (coastal),33.6725,-117.9453,1090,4.6781,1984,
CAOA,Oakland,37.8146,-122.233,1079,3.3509,1984,
CASS,Salton Sea (south),33.1579,-115.6132,1050,22.3404,1984,
AR07,Pine Bluff,34.2167,-92,1001,13.3467,1984,
ORSI,Sauvie Island,45.7562,-122.8008,994,10.1949,1984,
CACB,Centerville Beach to King Salmon,40.642,-124.2428,958,5.7365,1984,
CARS,Rancho Santa Fe,33.0003,-117.1628,860,7.4138,1984,
LAJB,Johnsons Bayou,29.801,-93.7149,844,8.3153,1984,
AZRC,Ramsey Canyon,31.4599,-110.2068,819,8.3147,1984,
FLHC,Hamilton County,30.336,-82.7595,720,16.5517,1984,
