Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
CAST,Stockton,38.116,-121.3954,18183,136.9718,2000,
TXMU,Muleshoe N.W.R.,33.9563,-102.7783,12000,800,2000,
NMBD,Bosque del Apache N.W.R.,33.8051,-106.8907,9800,206.3158,2000,
TNHI,Hiwassee,35.3655,-84.92,8788,137.3125,2000,
NMRO,Roswell,33.397,-104.3983,6024,100.8201,2000,
TXMM,Matagorda County-Mad Island Marsh,28.6833,-95.9833,4000,13.0293,2000,
FLGA,Gainesville,29.6027,-82.3127,3663,19.5621,2000,
TXFR,Freeport,29.0172,-95.3551,2736,8.367,2000,
CACW,Caswell-Westley,37.6061,-121.174,2564,45.7857,2000,
FLLP,Lake Placid,27.2601,-81.3441,2500,20.8333,2000,
FLME,Melrose,29.748,-81.9929,2071,36.9821,2000,
TXBS,Big Spring,32.2391,-101.4162,1915,55.5072,2000,
TXVI,Victoria,28.8723,-97.0784,1902,22.6429,2000,
CARC,Rio Cosumnes,38.3505,-121.4175,1891,9.2696,2000,
TXUC,Uvalde County,29.2096,-99.7862,1803,52.6423,2000,
ORSI,Sauvie Island,45.7562,-122.8008,1503,15.2589,2000,
NMCA,Caballo,32.953,-107.3122,1368,29.262,2000,
TXLS,La Sal Vieja,26.4849,-97.9649,1361,27.3568,2000,
TXCY,Cypress Creek,29.9561,-95.89,1150,19.1667,2000,
TXCF,Corpus Christi (Flour Bluff),27.6584,-97.2938,1114,12.5169,2000,
TXMI,Midland,31.95,-102.0333,1072,18.4034,2000,
CACO,Chico,39.722,-121.8238,880,9.1667,2000,
TXBZ,Brazos Bend,29.3734,-95.6688,863,8.8969,2000,
TXAP,Attwater Prairie Chicken N.W.R.,29.6344,-96.3667,803,5.8188,2000,
TXKI,Kingsville,27.4658,-97.8551,745,11.037,2000,
TXCC,Corpus Christi,27.8334,-97.5833,721,4.1858,2000,
FLEM,Emeralda-Sunnyhill,28.85,-81.8501,679,10.1723,2000,
TXLU,Lubbock County,33.5849,-101.7925,677,11.0081,2000,
NMMA,Maxwell N.W.R.,36.5954,-104.6499,650,18.3099,2000,
FLKV,Kissimmee Valley,28.2062,-81.3936,496,5.7011,2000,
FLBO,Brooksville,28.548,-82.3245,441,5.25,2000,
TXLA,Laguna Atascosa N.W.R.,26.2391,-97.3814,427,6.8048,2000,
NMGR,Gila River,32.9152,-108.584,377,8.4246,2000,
FLEP,East Pasco,28.3103,-82.2374,375,8.5227,2000,
LACL,Cheneyville-Lecompte,31.1,-92.3667,342,6.3333,2000,
FLAB,Aripeka-Bayport,28.4667,-82.5833,330,6.2264,2000,
TXAR,Aransas N.W.R.,28.2333,-96.8833,328,3.7062,2000,
TXAY,Armand Bayou,29.5498,-95.0489,302,3.3005,2000,
NMAL,Albuquerque,35.1833,-106.6167,249,2.0579,2000,
FLCO,Cocoa,28.3622,-80.7026,248,1.8303,2000,
FLEC,Econlockhatchee,28.7094,-81.1467,246,2.1617,2000,
CAPV,Peace Valley,39.1982,-121.8219,243,2.663,2000,
TXPM,Palmetto S.P.,29.5833,-97.5833,236,3.3239,2000,
TXCK,Choke Canyon,28.4913,-98.3082,232,3.1672,2000,
NMSE,Sevilleta N.W.R.,34.3167,-106.95,206,5.8857,2000,
GAAL,Atlanta,33.9667,-84.6667,188,1.7169,2000,
FLMR,Myakka River S.P.,27.233,-82.236,180,2.5,2000,
FLST,Stuart,27.2121,-80.2624,179,0.8984,2000,
TXSB,San Bernard N.W.R.,28.8667,-95.5667,179,1.2218,2000,
FLWV,West Volusia County,29.0543,-81.3039,173,2.8954,2000,
FLLW,Lake Wales,27.8939,-81.5189,167,1.3468,2000,
TXWW,Welder Wildlife Refuge,28.1136,-97.4171,162,3.3402,2000,
ALWH,Wheeler N.W.R.,34.6001,-86.8837,151,1.6966,2000,
TXPA,Port Aransas,27.8502,-97.1,143,1.3567,2000,
