Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
CACC,Contra Costa County,37.9538,-121.9923,26668,133.6742,1992,
LA0T,Crowley,30.2,-92.6,20799,186.5381,1992,
CALS,Los Ba–os,37.0612,-120.8849,11638,137.7278,1992,
CAPV,Peace Valley,39.1982,-121.8219,11322,131.6512,1992,
CACW,Caswell-Westley,37.6061,-121.174,8032,154.4615,1992,
CAHF,Hayward-Fremont,37.6068,-122.0667,6712,30.6834,1992,
CAST,Stockton,38.116,-121.3954,6459,43.06,1992,
CASS,Salton Sea (south),33.1579,-115.6132,5205,108.4375,1992,
TXBP,Bolivar Peninsula,29.5504,-94.4668,5016,41.8,1992,
CABE,Benicia,38.1143,-122.1094,4933,25.3299,1992,
CASL,San Jacinto Lake,33.8745,-117.1239,3695,34.5327,1992,
CAPA,Palo Alto,37.4064,-122.1559,3503,16.1801,1992,
TXAP,Attwater Prairie Chicken N.W.R.,29.6344,-96.3667,3350,28.2105,1992,
MSWC,Washington County (south),33.097,-90.9857,2896,55.6923,1992,
CAOV,Oceanside-Vista-Carlsbad,33.1903,-117.2796,2768,19.7714,1992,
DECH,Cape Henlopen-Prime Hook,38.8072,-75.1878,2768,58.2737,1992,
TXST,San Antonio,29.3148,-98.608,2576,19.2959,1992,
CACH,China Lake,35.6518,-117.7056,2360,35.7576,1992,
CASA,Santa Ana River Valley,33.9068,-117.4889,2254,47.9574,1992,
CASJ,San Jose,37.4033,-121.8821,2163,8.4163,1992,
CALN,Lancaster,34.7043,-118.086,1984,40.2843,1992,
LACR,Creole,29.8159,-93.1113,1737,16.7826,1992,
TXGA,Galveston,29.3333,-94.8333,1689,10.7923,1992,
CASM,Sacramento,38.6,-121.55,1684,7.5771,1992,
CODV,Denver (urban),39.7347,-104.8753,1529,13.7748,1992,
LATR,Tensas River N.W.R.,32.2833,-91.3667,1497,21.5396,1992,
CAOC,Orange County (coastal),33.6725,-117.9453,1428,5.7581,1992,
TXCY,Cypress Creek,29.9561,-95.89,1386,17.434,1992,
CAAR,Arcata,40.8653,-124.1565,1317,9.4071,1992,
ARPB,Pine Bluff,34.2295,-92.0033,1312,20.992,1992,
LASA,Sabine N.W.R.,29.8545,-93.3892,1258,10.1862,1992,
WATA,Tacoma,47.2335,-122.5167,1216,8.7482,1992,
NVHE,Henderson,36.0833,-114.95,967,16.5299,1992,
CASH,Salton Sea (north),33.5179,-116.1031,949,13.6547,1992,
TXLU,Lubbock County,33.5849,-101.7925,917,17.3019,1992,
CATO,Thousand Oaks,34.1489,-118.9699,762,6.5408,1992,
TXLA,Laguna Atascosa N.W.R.,26.2391,-97.3814,731,7.7354,1992,
NCBP,Bodie-Pea Island,35.7824,-75.5458,700,7.3684,1992,
CARS,Rancho Santa Fe,33.0003,-117.1628,662,5.3387,1992,
CATL,Tule Lake,41.9465,-121.539,655,26.4646,1992,
LANO,New Orleans,30.0236,-89.9167,641,8.2977,1992,
CASR,Santa Rosa,38.4379,-122.7116,587,5.0386,1992,
MSSU,Sumner,33.9667,-90.3667,585,40.3448,1992,
TXFR,Freeport,29.0172,-95.3551,583,1.5282,1992,
TXAU,Austin,30.1834,-97.698,580,3.2133,1992,
NMRO,Roswell,33.397,-104.3983,565,6.7262,1992,
TXCC,Corpus Christi,27.8334,-97.5833,556,4.4839,1992,
CABA,Bakersfield,35.4311,-118.9173,534,7.6286,1992,
AZRC,Ramsey Canyon,31.4599,-110.2068,532,4.9032,1992,
LAPP,Pine Prairie,30.7643,-92.3765,522,6.3465,1992,
ALMT,Mobile-Tensaw Delta,30.75,-87.95,511,6.6149,1992,
FLTA,Tampa,28.0107,-82.4595,500,5.102,1992,
CACB,Centerville Beach to King Salmon,40.642,-124.2428,487,2.2784,1992,
OREU,Eugene,44.0768,-123.179,471,2.5773,1992,
LAJB,Johnsons Bayou,29.801,-93.7149,469,9.9787,1992,
NCMA,Mattamuskeet N.W.R.,35.45,-76.1333,451,5.7452,1992,
TXAZ,Anzalduas-Bentsen,26.2235,-98.3944,450,6.7164,1992,
VACI,Chincoteague N.W.R.,37.9672,-75.3669,406,3.9417,1992,
TXKI,Kingsville,27.4658,-97.8551,397,5.7536,1992,
MSSI,Sidon,33.3624,-90.2479,362,6.4643,1992,
CACL,Clear Lake,38.9392,-122.7199,357,3.597,1992,
TXSA,Santa Ana N.W.R.,26.1492,-98.1917,352,4.5128,1992,
TXCF,Corpus Christi (Flour Bluff),27.6584,-97.2938,343,3.0489,1992,
ORCV,Coquille Valley,43.115,-124.2983,340,3.1628,1992,
MSAL,Arkabutla Lake,34.7624,-90.1306,340,9.0667,1992,
TXCT,Coastal Tip,26.0278,-97.2334,339,7.0995,1992,
TXAR,Aransas N.W.R.,28.2333,-96.8833,337,5.392,1992,
MXSB,"San Blas, Nayarit, Mexico",21.5499,-105.1902,336,7.7241,1992,
AZTV,Tucson Valley,32.3016,-110.9735,335,1.2897,1992,
ORSI,Sauvie Island,45.7562,-122.8008,334,4.4533,1992,
ARLV,Lake Village,33.4,-91.3167,332,8.3,1992,
WAED,Edmonds,47.8524,-122.2489,327,6.8125,1992,
CASD,San Diego,32.6473,-117.117,318,2.2083,1992,
TXFD,Falcon Dam and S.P.,26.4967,-99.0884,316,8.1026,1992,
FLMI,Merritt Island N.W.R.,28.6171,-80.6815,306,1.275,1992,
ORFG,Forest Grove,45.4851,-123.1269,305,4.88,1992,
TXLG,Longview,32.3765,-94.7162,302,2.6964,1992,
CAMC,Marin County (southern),37.9214,-122.5643,289,0.9822,1992,
WASB,Skagit Bay,48.2973,-122.3879,277,3.095,1992,
TXSB,San Bernard N.W.R.,28.8667,-95.5667,272,1.314,1992,
WACC,Cowlitz-Columbia,46.1092,-122.9787,268,5.9556,1992,
ORSA,Salem,44.9437,-123.0388,264,2.0386,1992,
TXBZ,Brazos Bend,29.3734,-95.6688,253,3.0482,1992,
NVTM,Truckee Meadows,39.4679,-119.8205,247,3.8295,1992,
CAMJ,Mojave River Valley,34.5071,-117.2689,245,3.6029,1992,
TXLS,La Sal Vieja,26.4849,-97.9649,237,3.4348,1992,
CAMD,Moss Landing,36.897,-121.7407,232,1.0691,1992,
CA2L,Point Reyes Peninsula,38.1333,-122.8833,222,0.6687,1992,
ALWH,Wheeler N.W.R.,34.6001,-86.8837,215,1.9545,1992,
WABG,Bellingham,48.8112,-122.5629,214,1.0647,1992,
NJOC,Oceanville,39.4422,-74.4605,210,2.9066,1992,
CACS,Crystal Springs,37.5184,-122.3751,209,1.4929,1992,
TXNA,Nacogdoches,31.5332,-94.6563,198,1.4831,1992,
VALC,Little Creek,36.8508,-76.0994,190,1.5323,1992,
