Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
CACW,Caswell-Westley,37.6061,-121.174,20005,357.2321,1990,
CALS,Los Ba–os,37.0612,-120.8849,11498,261.3182,1990,
CAPA,Palo Alto,37.4064,-122.1559,7625,30.0197,1990,
CACC,Contra Costa County,37.9538,-121.9923,7507,37.7236,1990,
CASJ,San Jose,37.4033,-121.8821,5683,24.8709,1990,
TXCY,Cypress Creek,29.9561,-95.89,5554,56.6735,1990,
CAPV,Peace Valley,39.1982,-121.8219,5530,89.1935,1990,
CABE,Benicia,38.1143,-122.1094,5047,28.6761,1990,
LACA,Catahoula N.W.R.,31.508,-92.0589,4412,76.7304,1990,
CASS,Salton Sea (south),33.1579,-115.6132,4078,67.9667,1990,
ARPB,Pine Bluff,34.2295,-92.0033,4030,47.9762,1990,
LASA,Sabine N.W.R.,29.8545,-93.3892,3876,20.5079,1990,
DEBH,Bombay Hook N.W.R.,39.2152,-75.4822,3712,58,1990,
CABA,Bakersfield,35.4311,-118.9173,3712,46.8391,1990,
TXFR,Freeport,29.0172,-95.3551,2963,8.0189,1990,
CASA,Santa Ana River Valley,33.9068,-117.4889,2922,49.5254,1990,
LACR,Creole,29.8159,-93.1113,2675,32.8221,1990,
LA0T,Crowley,30.2,-92.6,2324,19.2863,1990,
CAOV,Oceanside-Vista-Carlsbad,33.1903,-117.2796,1984,15.2615,1990,
CODV,Denver (urban),39.7347,-104.8753,1883,9.0966,1990,
MSWC,Washington County (south),33.097,-90.9857,1857,37.14,1990,
CAST,Stockton,38.116,-121.3954,1776,14.8,1990,
LANO,New Orleans,30.0236,-89.9167,1607,22.7943,1990,
CA1B,China Lake,35.6167,-117.6667,1600,21.1921,1990,
CASL,San Jacinto Lake,33.8745,-117.1239,1399,12.2719,1990,
LAJB,Johnsons Bayou,29.801,-93.7149,1382,21.5938,1990,
CALN,Lancaster,34.7043,-118.086,1379,28.433,1990,
CASH,Salton Sea (north),33.5179,-116.1031,1255,19.1603,1990,
NCBP,Bodie-Pea Island,35.7824,-75.5458,1230,15.1852,1990,
TXLU,Lubbock County,33.5849,-101.7925,1225,28.1609,1990,
MSAL,Arkabutla Lake,34.7624,-90.1306,1207,28.7381,1990,
CARS,Rancho Santa Fe,33.0003,-117.1628,1112,8.6875,1990,
TXSA,Santa Ana N.W.R.,26.1492,-98.1917,1047,18.6964,1990,
TXAP,Attwater Prairie Chicken N.W.R.,29.6344,-96.3667,1046,9.0172,1990,
AZRC,Ramsey Canyon,31.4599,-110.2068,1004,8.332,1990,
CAOC,Orange County (coastal),33.6725,-117.9453,955,4.775,1990,
CATO,Thousand Oaks,34.1489,-118.9699,942,8.7628,1990,
TXST,San Antonio,29.3148,-98.608,905,5.5864,1990,
TXBP,Bolivar Peninsula,29.5504,-94.4668,810,9.2045,1990,
CA2L,Point Reyes Peninsula,38.1333,-122.8833,807,2.4869,1990,
CASR,Santa Rosa,38.4379,-122.7116,720,6.0125,1990,
TXAU,Austin,30.1834,-97.698,713,4.381,1990,
CACB,Centerville Beach to King Salmon,40.642,-124.2428,701,4.9107,1990,
NVFA,Fallon,39.3965,-118.773,665,14.7778,1990,
CAAR,Arcata,40.8653,-124.1565,599,3.6303,1990,
TXSB,San Bernard N.W.R.,28.8667,-95.5667,588,4.0274,1990,
FLHC,Hamilton County,30.336,-82.7595,570,15.6164,1990,
SCAB,Ace Basin,32.6126,-80.4813,570,10.5556,1990,
TXCF,Corpus Christi (Flour Bluff),27.6584,-97.2938,568,5.9013,1990,
TXAM,Amarillo,34.9851,-101.7021,550,13.75,1990,
MDBH,Baltimore Harbor,39.2661,-76.4911,501,5.1385,1990,
CASD,San Diego,32.6473,-117.117,466,2.7493,1990,
AZTV,Tucson Valley,32.3016,-110.9735,439,2.1895,1990,
TXGA,Galveston,29.3333,-94.8333,438,4.2941,1990,
WATA,Tacoma,47.2335,-122.5167,436,3.7667,1990,
MSHA,Hattiesburg,31.3073,-89.3166,416,6.6032,1990,
CALB,Long Beach-el Dorado,33.8533,-118.0908,414,3.4717,1990,
FLTA,Tampa,28.0107,-82.4595,406,3.5,1990,
CAMC,Marin County (southern),37.9214,-122.5643,340,1.0462,1990,
TX13,Laguna Atascosa N.W.R.,26.2333,-97.35,315,4.0256,1990,
TXKI,Kingsville,27.4658,-97.8551,312,5.7778,1990,
OREU,Eugene,44.0768,-123.179,308,1.3247,1990,
CAMD,Moss Landing,36.897,-121.7407,297,1.2638,1990,
WABG,Bellingham,48.8112,-122.5629,297,1.555,1990,
ORSA,Salem,44.9437,-123.0388,297,1.6639,1990,
MSGR,Grenada,33.8051,-89.7016,264,6,1990,
NVTM,Truckee Meadows,39.4679,-119.8205,263,3.9698,1990,
MSSI,Sidon,33.3624,-90.2479,258,12.9,1990,
NMBD,Bosque del Apache N.W.R.,33.8051,-106.8907,257,6.1557,1990,
ALWH,Wheeler N.W.R.,34.6001,-86.8837,252,2.5455,1990,
CACL,Clear Lake,38.9392,-122.7199,249,2.6774,1990,
ORDA,Dallas,44.8965,-123.3384,242,3.572,1990,
CASM,Sacramento,38.6,-121.55,236,1.1844,1990,
TX10,Brownsville,25.9333,-97.45,232,3.4757,1990,
MSSU,Sumner,33.9667,-90.3667,218,15.5714,1990,
CATL,Tule Lake,41.9465,-121.539,217,6.5758,1990,
TXCC,Corpus Christi,27.8334,-97.5833,216,1.8621,1990,
DECH,Cape Henlopen-Prime Hook,38.8072,-75.1878,210,3.6681,1990,
CAOA,Oakland,37.8146,-122.233,205,0.6571,1990,
NCMA,Mattamuskeet N.W.R.,35.45,-76.1333,205,4.8235,1990,
NMLO,Loving,32.291,-104.0667,190,8,1990,
