Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
NMBD,Bosque del Apache N.W.R.,33.8051,-106.8907,12500,287.3563,1994,
TXBS,Big Spring,32.2391,-101.4162,6709,194.4638,1994,
CAST,Stockton,38.116,-121.3954,6558,48.2206,1994,
TXAM,Amarillo,34.9851,-101.7021,5563,139.9497,1994,
TNHI,Hiwassee,35.3655,-84.92,4585,70.5385,1994,
KSQU,Quivira N.W.R.,38.15,-98.4833,4300,175.5102,1994,
TXMU,Muleshoe N.W.R.,33.9563,-102.7783,4200,289.6552,1994,
TXMM,Matagorda County-Mad Island Marsh,28.6833,-95.9833,4098,22.0916,1994,
NMRO,Roswell,33.397,-104.3983,3970,59.6992,1994,
TXLS,La Sal Vieja,26.4849,-97.9649,3073,40.9733,1994,
TXFR,Freeport,29.0172,-95.3551,2872,8.8233,1994,
CACW,Caswell-Westley,37.6061,-121.174,2776,45.5082,1994,
TXKI,Kingsville,27.4658,-97.8551,2160,29.589,1994,
OKSP,Salt Plains N.W.R.,36.785,-98.1789,2146,57.2267,1994,
TXWW,Welder Wildlife Refuge,28.1136,-97.4171,1728,53.5814,1994,
TXVI,Victoria,28.8723,-97.0784,1494,13.8014,1994,
CACP,Carrizo Plain,35.25,-119.85,1375,40.4412,1994,
FLGA,Gainesville,29.6027,-82.3127,1154,6.3757,1994,
CAPV,Peace Valley,39.1982,-121.8219,983,11.7725,1994,
FLLP,Lake Placid,27.2601,-81.3441,900,6,1994,
FLKV,Kissimmee Valley,28.2062,-81.3936,840,11.7483,1994,
TXBZ,Brazos Bend,29.3734,-95.6688,823,6.664,1994,
TXUC,Uvalde County,29.2096,-99.7862,788,26.7119,1994,
CALS,Los Baños,37.0612,-120.8849,662,7.4382,1994,
TXCC,Corpus Christi,27.8334,-97.5833,621,6.6774,1994,
GAAL,Atlanta,33.9667,-84.6667,555,3.6039,1994,
TXAY,Armand Bayou,29.5498,-95.0489,500,4.5147,1994,
TXMI,Midland,31.95,-102.0333,499,8.6783,1994,
TXAP,Attwater Prairie Chicken N.W.R.,29.6344,-96.3667,425,3.1835,1994,
TXSB,San Bernard N.W.R.,28.8667,-95.5667,385,4.1848,1994,
TXCF,Corpus Christi (Flour Bluff),27.6584,-97.2938,376,2.8165,1994,
NMCA,Caballo,32.953,-107.3122,340,5.9912,1994,
INEC,Eagle Creek Valley,39.9269,-86.3383,300,7.6923,1994,
TXLA,Laguna Atascosa N.W.R.,26.2391,-97.3814,255,3.1677,1994,
