Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
CAHF,Hayward-Fremont,37.6068,-122.0667,18311,83.4214,1988,
LASA,Sabine N.W.R.,29.8545,-93.3892,9746,34.4017,1988,
CALS,Los Ba–os,37.0612,-120.8849,7163,157.4286,1988,
CASS,Salton Sea (south),33.1579,-115.6132,6077,135.0444,1988,
TXST,San Antonio,29.3148,-98.608,5185,26.8653,1988,
CAPA,Palo Alto,37.4064,-122.1559,4402,14.5281,1988,
CALN,Lancaster,34.7043,-118.086,4330,86.0835,1988,
CABE,Benicia,38.1143,-122.1094,4150,30.7864,1988,
CASM,Sacramento,38.6,-121.55,3407,16.4749,1988,
ARPB,Pine Bluff,34.2295,-92.0033,3101,36.4824,1988,
CAST,Stockton,38.116,-121.3954,2641,21.6475,1988,
CASJ,San Jose,37.4033,-121.8821,2133,7.6233,1988,
MSWC,Washington County (south),33.097,-90.9857,2121,37.2105,1988,
ALWH,Wheeler N.W.R.,34.6001,-86.8837,2076,25.1636,1988,
LACR,Creole,29.8159,-93.1113,1817,23.9079,1988,
CAOV,Oceanside-Vista-Carlsbad,33.1903,-117.2796,1663,15.9139,1988,
ALGU,Guntersville,34.3883,-86.2803,1420,24.4828,1988,
NCBP,Bodie-Pea Island,35.7824,-75.5458,1350,13.7755,1988,
TXFR,Freeport,29.0172,-95.3551,1291,3.5034,1988,
CACC,Contra Costa County,37.9538,-121.9923,1279,7.6817,1988,
CASL,San Jacinto Lake,33.8745,-117.1239,1277,13.5851,1988,
TXAU,Austin,30.1834,-97.698,1075,6.4179,1988,
CA1B,China Lake,35.6167,-117.6667,1050,20.5479,1988,
LA0T,Crowley,30.2,-92.6,1038,12.1688,1988,
CAOC,Orange County (coastal),33.6725,-117.9453,981,4.7141,1988,
TXHO,Houston,29.7497,-94.9492,949,1.8391,1988,
TXSA,Santa Ana N.W.R.,26.1492,-98.1917,852,13.0475,1988,
CARS,Rancho Santa Fe,33.0003,-117.1628,834,8.6875,1988,
CODV,Denver (urban),39.7347,-104.8753,796,6.0303,1988,
LAJB,Johnsons Bayou,29.801,-93.7149,756,7.8914,1988,
AZRC,Ramsey Canyon,31.4599,-110.2068,752,5.6119,1988,
TX0M,Lubbock County,33.55,-101.75,715,17.2289,1988,
VACI,Chincoteague N.W.R.,37.9672,-75.3669,709,5.968,1988,
CACW,Caswell-Westley,37.6061,-121.174,708,11.8,1988,
TXCC,Corpus Christi,27.8334,-97.5833,684,6.1622,1988,
TXLS,La Sal Vieja,26.4849,-97.9649,671,12.0901,1988,
FLTA,Tampa,28.0107,-82.4595,615,5.9249,1988,
CATL,Tule Lake,41.9465,-121.539,582,21.5556,1988,
