Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
TXMU,Muleshoe N.W.R.,33.9563,-102.7783,60000,3636.3636,1981,
NMRO,Roswell,33.397,-104.3983,10226,182.6071,1981,
OKWA,Washita N.W.R.,35.6495,-99.2797,7500,312.5,1981,
CAST,Stockton,38.116,-121.3954,4512,86.7692,1981,
TXAP,Attwater Prairie Chicken N.W.R.,29.6344,-96.3667,3500,29.5359,1981,
NMBD,Bosque del Apache N.W.R.,33.8051,-106.8907,3360,84,1981,
TX14,Laguna Atascosa N.W.R.,26.2333,-97.3833,3197,57.0893,1981,
TXLS,La Sal Vieja,26.4849,-97.9649,2388,45.0566,1981,
TX1E,Padre Island National Seashore,27.3333,-97.3333,1696,22.9189,1981,
FLGA,Gainesville,29.6027,-82.3127,1469,15.3021,1981,
TXAM,Amarillo,34.9851,-101.7021,1222,42.1379,1981,
TXCC,Corpus Christi,27.8334,-97.5833,1117,20.9176,1981,
AZEL,Elfrida,31.6667,-109.6833,1048,15.8788,1981,
CAPV,Peace Valley,39.1982,-121.8219,811,10.1375,1981,
TX06,Colorado City,32.2833,-100.8833,728,45.5,1981,
TX0T,Buffalo Lake N.W.R.,34.8667,-102.1333,650,27.0833,1981,
TXWW,Welder Wildlife Refuge,28.1136,-97.4171,596,7.9467,1981,
TXNB,New Braunfels,29.7,-98.1167,490,18.1481,1981,
TXAR,Aransas N.W.R.,28.2333,-96.8833,475,9.1346,1981,
NMLV,Las Vegas,35.595,-105.2152,460,46,1981,
TXFR,Freeport,29.0172,-95.3551,427,1.2113,1981,
TXCF,Corpus Christi (Flour Bluff),27.6584,-97.2938,381,3.4018,1981,
NMGR,Gila River,32.9152,-108.584,379,7.58,1981,
TXMI,Midland,31.95,-102.0333,367,6.5536,1981,
TXSN,Stanton,32.0833,-101.7,346,12.3571,1981,
AZPC,Parker-Colorado River,34.0833,-114.3833,299,2.7685,1981,
TXBS,Big Spring,32.2391,-101.4162,294,7.2593,1981,
CALS,Los Baños,37.0612,-120.8849,278,4.1493,1981,
TXWF,Wichita Falls,33.8877,-98.6298,194,6.4667,1981,
TXVI,Victoria,28.8723,-97.0784,154,5.3103,1981,
CACO,Chico,39.722,-121.8238,120,1.4907,1981,
NMLA,Lakes Avalon-Brantley,32.5661,-104.294,105,3.0882,1981,
FLMR,Myakka River S.P.,27.233,-82.236,69,0.8961,1981,
FLKV,Kissimmee Valley,28.2062,-81.3936,63,0.869,1981,
FLSR,Sarasota,27.2841,-82.4976,62,0.5487,1981,
NMLO,Loving,32.291,-104.0667,57,2.1111,1981,
TXPA,Port Aransas,27.8502,-97.1,57,0.8663,1981,
TX09,Lake Thomas,32.5833,-101.1667,47,3.3571,1981,
ORSI,Sauvie Island,45.7562,-122.8008,42,0.4884,1981,
CA1G,Creighton Ranch Preserve,36.1167,-119.5333,39,0.4949,1981,
FLCO,Cocoa,28.3622,-80.7026,36,0.2647,1981,
FLWV,West Volusia County,29.0543,-81.3039,27,0.4265,1981,
CALW,LaGrange-Waterford,37.6531,-120.5876,26,0.65,1981,
FLLW,Lake Wales,27.8939,-81.5189,26,0.3023,1981,
TXAZ,Anzalduas-Bentsen,26.2235,-98.3944,23,0.3194,1981,
TX0L,White River,33.55,-101.15,22,0.7097,1981,
FL13,New Port Richey,28.25,-82.7,21,0.3043,1981,
TX25,Buffalo Bayou,29.75,-95.55,20,0.3846,1981,
TXGA,Galveston,29.3333,-94.8333,19,0.1881,1981,
FLFP,Fort Pierce,27.4177,-80.3828,16,0.1287,1981,
FLST,Stuart,27.2121,-80.2624,15,0.1807,1981,
FL1B,Singing Forest,28.7833,-82.2833,15,0.25,1981,
MSJC,Jackson County,30.4366,-88.7119,11,0.1517,1981,
FLTA,Tampa,28.0107,-82.4595,10,0.0193,1981,
FLCS,Corkscrew Swamp Sanctuary,26.3666,-81.5217,10,0.102,1981,
FL0V,South Brevard County,27.8667,-80.5667,8,0.0672,1981,
TXBO,Boerne,29.8666,-98.7901,8,0.0755,1981,
ALGS,Gulf Shores,30.3167,-87.6333,7,0.0669,1981,
FLNP,North Pinellas,28.0672,-82.7388,7,0.0833,1981,
TXCS,College Station,30.593,-96.3175,3,0.0323,1981,
FLBO,Brooksville,28.548,-82.3245,3,0.0357,1981,
FLVE,Venice-Englewood,27.0048,-82.3793,3,0.0429,1981,
CAHL,Honey Lake,40.3434,-120.4229,3,0.0625,1981,
FLWP,West Palm Beach,26.5672,-80.127,2,0.0174,1981,
OKWM,Wichita Mountains Wildlife Refuge,34.7333,-98.6667,2,0.0357,1981,
CAWB,Wallace-Bellota,38.1167,-120.9833,2,0.04,1981,
CASM,Sacramento,38.6,-121.55,1,0.0045,1981,
FL15,Orlando,28.5333,-81.3833,1,0.0071,1981,
TXPP,Palo Pinto,32.7578,-98.2933,1,0.0345,1981,
NC0W,Raven Rock S.P.,35.4333,-78.8333,1,0.0303,1981,
MIWA,Waterloo State Recreation Area,42.3245,-84.2097,cw,0,1981,
MNCK,Crookston,47.7023,-96.4975,cw,0,1981,
NMES,Espanola,35.9905,-106.073,cw,0,1981,
ORPD,Portland,45.5167,-122.7,cw,0,1981,
