Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
CAPV,Peace Valley,39.1982,-121.8219,128088,2009.2235,2006,
CASS,Salton Sea (south),33.1579,-115.6132,33088,493.8507,2006,
LACW,Crowley,30.1107,-92.3619,11625,169.708,2006,
CALS,Los Ba–os,37.0612,-120.8849,11294,218.2415,2006,
LACA,Catahoula N.W.R.,31.508,-92.0589,10738,178.9667,2006,
CAHF,Hayward-Fremont,37.6068,-122.0667,10074,37.5896,2006,
CACW,Caswell-Westley,37.6061,-121.174,10043,173.1552,2006,
CAMF,Milburn-Fresno,36.7788,-119.935,5590,328.8235,2006,
CABE,Benicia,38.1143,-122.1094,5044,21.8355,2006,
CACL,Clear Lake,38.9392,-122.7199,5040,53.3333,2006,
CORO,Rocky Ford,38.1326,-103.679,5000,294.1176,2006,
CASJ,San Jose,37.4033,-121.8821,4148,18.0741,2006,
CAST,Stockton,38.116,-121.3954,3934,57.8529,2006,
CASM,Sacramento,38.6,-121.55,3789,27.3574,2006,
CAPA,Palo Alto,37.4064,-122.1559,3674,15.2765,2006,
CACC,Contra Costa County,37.9538,-121.9923,3550,26.4925,2006,
MSSI,Sidon,33.3624,-90.2479,3500,166.6667,2006,
CODV,Denver (urban),39.7347,-104.8753,3406,36.8216,2006,
CABA,Bakersfield,35.4311,-118.9173,3166,45.2286,2006,
CALN,Lancaster,34.7043,-118.086,3153,43.3402,2006,
ARPB,Pine Bluff,34.2295,-92.0033,2925,61.2565,2006,
ARBL,Big Lake N.W.R.,35.8874,-90.1227,2831,111.0196,2006,
NVFA,Fallon,39.3965,-118.773,2670,65.9259,2006,
TXAU,Austin,30.1834,-97.698,2655,16.0181,2006,
CAMA,Marysville,39.2,-121.5,2537,36.2429,2006,
CASL,San Jacinto Lake,33.8745,-117.1239,2507,34.1088,2006,
VANR,Nansemond River,36.8472,-76.4333,2500,121.9512,2006,
CACH,China Lake,35.6518,-117.7056,2269,30.3545,2006,
NCMA,Mattamuskeet N.W.R.,35.45,-76.1333,2215,31.4184,2006,
CARC,Rio Cosumnes,38.3505,-121.4175,2042,10.8617,2006,
ORKF,Klamath Falls,42.1595,-121.7351,1942,31.1968,2006,
NVHE,Henderson,36.0833,-114.95,1877,56.8788,2006,
GASV,"Savannah, GA-SC",32.0842,-81.0667,1693,10.9579,2006,
CAOC,Orange County (coastal),33.6725,-117.9453,1598,4.1453,2006,
MIMW,Muskegon Wastewater,43.2642,-85.9481,1567,42.3514,2006,
AZPR,Prescott,34.5419,-112.4701,1506,9.9735,2006,
CATL,Tule Lake,41.9465,-121.539,1397,35.8205,2006,
CACB,Centerville Beach to King Salmon,40.642,-124.2428,1276,6.916,2006,
TXCY,Cypress Creek,29.9561,-95.89,1248,11.3197,2006,
TXAP,Attwater Prairie Chicken N.W.R.,29.6344,-96.3667,1169,10.3451,2006,
CASD,San Diego,32.6473,-117.117,1152,6.7368,2006,
LAJB,Johnsons Bayou,29.801,-93.7149,1147,49.8696,2006,
TXLK,Lake Tawakoni,32.7667,-95.9167,1115,19.2241,2006,
TXLV,Lewisville,33.0301,-96.9929,1028,10.4365,2006,
MSEL,Eagle Lake,32.5458,-90.58,1010,21.9565,2006,
SCAB,Ace Basin,32.6126,-80.4813,1005,28.7143,2006,rc
AZTV,Tucson Valley,32.3016,-110.9735,955,5.7444,2006,
CABV,"Buena Vista, Kern County",35.2272,-119.2617,953,49.5065,2006,
MSGR,Grenada,33.8051,-89.7016,952,22.9398,2006,
CARS,Rancho Santa Fe,33.0003,-117.1628,934,5.9776,2006,
TXMM,Matagorda County-Mad Island Marsh,28.6833,-95.9833,908,2.3739,2006,
TXDR,Del Rio,29.4651,-100.9585,883,24.5278,2006,
TXDA,Dallas County,32.8258,-96.8312,872,6.6565,2006,
CATO,Thousand Oaks,34.1489,-118.9699,852,5.663,2006,
TXGF,Guadalupe River Delta-McFaddin Family Ranches,28.533,-96.8635,812,4.6466,2006,
ALWH,Wheeler N.W.R.,34.6001,-86.8837,791,7.7549,2006,
UTSR,Silver Reef,37.2531,-113.3675,790,6.9912,2006,
TXWS,Weslaco,26.1507,-97.9421,787,5.5618,2006,
NYBR,L.I.: Brooklyn,40.616,-73.9448,770,9.0588,2006,
CALB,Long Beach-el Dorado,33.8533,-118.0908,765,5.6044,2006,
CAAR,Arcata,40.8653,-124.1565,738,3.3094,2006,
TXLU,Lubbock County,33.5849,-101.7925,736,12.6897,2006,
LACL,Cheneyville-Lecompte,31.1,-92.3667,732,18.1863,2006,
CAOV,Oceanside-Vista-Carlsbad,33.1903,-117.2796,729,5.1886,2006,
CAEL,Eagle Lake,40.6299,-120.7518,728,7.8703,2006,
MXCR,"Colorado River Delta, Sonora, Mexico",31.5503,-114.5203,724,21.9394,2006,
TXLG,Longview,32.3765,-94.7162,703,9.1299,2006,
LACR,Creole,29.8159,-93.1113,702,26,2006,
TXBP,Bolivar Peninsula,29.5504,-94.4668,666,8.325,2006,
VACI,Chincoteague N.W.R.,37.9672,-75.3669,651,8.3462,2006,
NMRO,Roswell,33.397,-104.3983,627,12.4158,2006,
MOMI,Mingo N.W.R.,36.9833,-90.2,625,12.1951,2006,
CADM,Diamond Valley,33.627,-117.018,622,69.1111,2006,
ARBD,Bayou DeView,34.872,-91.2917,607,11.8439,2006,
CAMD,Moss Landing,36.897,-121.7407,604,2.4856,2006,
TXFR,Freeport,29.0172,-95.3551,598,2.935,2006,
MXEP,"Ensenada de La Paz, BCS, Mexico",24.11,-110.42,592,19.5702,2006,
TXCF,Corpus Christi (Flour Bluff),27.6584,-97.2938,566,4.9217,2006,
MSHA,Hattiesburg,31.3073,-89.3166,550,17.7419,2006,
ILCO,Crab Orchard N.W.R.,37.7196,-89.0212,549,11.2615,2006,
ORME,Medford,42.4026,-122.8559,538,5.1855,2006,
TXMN,McNary,31.2682,-105.7871,532,17.024,2006,
DECH,Cape Henlopen-Prime Hook,38.8072,-75.1878,529,5.3166,2006,
WAEV,Everett-Marysville,48.0833,-122.2167,528,4.0615,2006,
WIMA,Madison,43.0747,-89.3843,516,2.3243,2006,
MSAL,Arkabutla Lake,34.7624,-90.1306,516,35.5862,2006,
MSWC,Washington County (south),33.097,-90.9857,489,10.2947,2006,
NCBP,Bodie-Pea Island,35.7824,-75.5458,488,6.3377,2006,
AZRC,Ramsey Canyon,31.4599,-110.2068,488,3.3425,2006,
ARAR,Arkadelphia,34.1333,-93.05,487,6.0875,2006,
NCWC,Wayne County,35.3239,-77.9845,475,15.8333,2006,
TXGA,Galveston,29.3333,-94.8333,469,3.8364,2006,
TXMU,Muleshoe N.W.R.,33.9563,-102.7783,459,23.5385,2006,
ILCV,Collinsville,38.7081,-89.9588,446,8.4952,2006,
OKSP,Salt Plains N.W.R.,36.785,-98.1789,441,8.9091,2006,
MSJC,Jackson County,30.4366,-88.7119,432,6.996,2006,
CASB,Santa Barbara,34.4512,-119.7627,419,1.2517,2006,
TXHG,Harlingen,26.177,-97.6813,419,5.8194,2006,
UTSL,Salt Lake City,40.7695,-111.8884,412,4.0591,2006,
CAON,Orange County (northeastern),33.7145,-117.6776,410,1.25,2006,
CAOA,Oakland,37.8146,-122.233,407,1.1097,2006,
NMBD,Bosque del Apache N.W.R.,33.8051,-106.8907,405,6.0902,2006,
TXVC,Village Creek Drying Beds,32.7667,-97.1167,395,11.2857,2006,
ARFS,Fort Smith-Moffett,35.3818,-94.3766,377,13.963,2006,
ARLO,Lonoke,34.749,-91.8957,373,7.46,2006,
FLSP,St. Petersburg,27.7991,-82.6794,370,2.9134,2006,
TXST,San Antonio,29.3148,-98.608,362,3.0167,2006,
TXMI,Midland,31.95,-102.0333,361,6.1974,2006,
LANA,Natchitoches,31.824,-93.0635,352,6.4587,2006,
DEBH,Bombay Hook N.W.R.,39.2152,-75.4822,350,3.9326,2006,
ORCO,Corvallis,44.5071,-123.2695,345,2.4731,2006,
AZTI,Timber Mesa,34.2089,-109.9582,336,13.1765,2006,
CACM,Claremont,34.1384,-117.7073,330,2.5984,2006,
LANO,New Orleans,30.0236,-89.9167,322,5.7244,2006,
CAEC,East Contra Costa County,37.9118,-121.678,319,2.3806,2006,
CAMR,Morro Bay,35.3,-120.7767,316,1.2453,2006,
TXLS,La Sal Vieja,26.4849,-97.9649,311,3.4176,2006,
MSSL,Sardis Lake,34.47,-89.7222,305,5.6481,2006,
CATE,Tehachapi,35.1097,-118.4503,305,6.7778,2006,
SCWB,Winyah Bay,33.2458,-79.2292,298,5.094,2006,
BCLA,Ladner,49.0538,-123.0573,295,1.385,2006,
DEWI,Wilmington,39.745,-75.6399,293,2.0068,2006,
ORDA,Dallas,44.8965,-123.3384,289,6.2826,2006,
CAES,Escondido,33.1025,-116.9403,287,2.05,2006,
CALU,La Purisima,34.6616,-120.5368,287,7.2658,2006,
ORCE,Columbia Estuary,46.2192,-123.9461,285,6.6279,2006,
CAPR,Point Reyes Peninsula,38.1216,-122.8901,285,0.5583,2006,
