Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
NMBD,Bosque del Apache N.W.R.,33.8051,-106.8907,17200,435.443,1989,
TXSN,Stanton,32.0833,-101.7,14120,641.8182,1989,
TXBS,Big Spring,32.2391,-101.4162,10783,269.575,1989,
CAST,Stockton,38.116,-121.3954,8480,67.3016,1989,
TXLS,La Sal Vieja,26.4849,-97.9649,3957,55.3427,1989,
TXFR,Freeport,29.0172,-95.3551,3721,9.2677,1989,
TXMU,Muleshoe N.W.R.,33.9563,-102.7783,3500,175,1989,
NMRO,Roswell,33.397,-104.3983,3290,50.6154,1989,
TXMI,Midland,31.95,-102.0333,3235,54.8305,1989,
FLGA,Gainesville,29.6027,-82.3127,2552,13.5745,1989,
TXCC,Corpus Christi,27.8334,-97.5833,2535,23.6916,1989,
CACW,Caswell-Westley,37.6061,-121.174,837,13.5,1989,
CALS,Los Baños,37.0612,-120.8849,668,11.1333,1989,
OKSP,Salt Plains N.W.R.,36.785,-98.1789,634,13.2083,1989,
NMCA,Caballo,32.953,-107.3122,563,9.3833,1989,
FLLP,Lake Placid,27.2601,-81.3441,560,5.5446,1989,
TXAR,Aransas N.W.R.,28.2333,-96.8833,512,10.0392,1989,
CACP,Carrizo Plain,35.25,-119.85,478,11.6585,1989,
TXAP,Attwater Prairie Chicken N.W.R.,29.6344,-96.3667,410,4.5759,1989,
CAPV,Peace Valley,39.1982,-121.8219,408,6.0444,1989,
TXBZ,Brazos Bend,29.3734,-95.6688,376,3.1074,1989,
TXBR,Brazoria-Columbia Bottomlands,29.1521,-95.5657,348,4.0941,1989,
ORSI,Sauvie Island,45.7562,-122.8008,346,3.6421,1989,
FLKV,Kissimmee Valley,28.2062,-81.3936,300,5.8824,1989,
GAOK,Okefenokee N.W.R.,30.8001,-82.1333,272,12.77,1989,
TXVI,Victoria,28.8723,-97.0784,244,3.461,1989,
TXKI,Kingsville,27.4658,-97.8551,199,4.0612,1989,
TX13,Laguna Atascosa N.W.R.,26.2333,-97.35,181,1.547,1989,
FL0L,"Ortona, Glades County",26.8667,-81.3167,148,3.1489,1989,
GAPC,Peachtree City,33.3468,-84.6231,145,2.2205,1989,
TX1E,Padre Island National Seashore,27.3333,-97.3333,143,5.8848,1989,
TXPA,Port Aransas,27.8502,-97.1,141,1.5326,1989,
FLEP,East Pasco,28.3103,-82.2374,127,3.0976,1989,
NMAL,Albuquerque,35.1833,-106.6167,126,1.8394,1989,
FLLW,Lake Wales,27.8939,-81.5189,121,1.3297,1989,
CACO,Chico,39.722,-121.8238,120,1.8605,1989,
NMGR,Gila River,32.9152,-108.584,118,2.6222,1989,
TXSB,San Bernard N.W.R.,28.8667,-95.5667,115,2.0536,1989,
NMSE,Sevilleta N.W.R.,34.3167,-106.95,114,2.6824,1989,
TXCF,Corpus Christi (Flour Bluff),27.6584,-97.2938,110,1.25,1989,
FLEC,Econlockhatchee,28.7094,-81.1467,100,0.885,1989,
FLMR,Myakka River S.P.,27.233,-82.236,97,1.1975,1989,
TXWW,Welder Wildlife Refuge,28.1136,-97.4171,93,1.3478,1989,
INLM,Lake Monroe,39.0152,-86.3984,93,1.0276,1989,
TXLU,Lubbock County,33.5849,-101.7925,82,2.0098,1989,
TXCR,Crawford,31.556,-97.3556,80,1.5842,1989,
COMV,Monte Vista N.W.R.,37.497,-106.0461,78,9.75,1989,
FLWV,West Volusia County,29.0543,-81.3039,67,1.1111,1989,
CARB,Red Bluff,40.2074,-122.2117,63,0.7975,1989,
TNHI,Hiwassee,35.3655,-84.92,50,0.7576,1989,
FLST,Stuart,27.2121,-80.2624,49,0.4463,1989,
NMLV,Las Vegas,35.595,-105.2152,48,1.92,1989,
TXCY,Cypress Creek,29.9561,-95.89,44,0.7395,1989,
TXAU,Austin,30.1834,-97.698,43,0.2955,1989,
CALW,LaGrange-Waterford,37.6531,-120.5876,39,0.7222,1989,
TXOS,Osage,29.7333,-96.7167,33,3.3,1989,
ALGS,Gulf Shores,30.3167,-87.6333,31,0.1975,1989,
FLBO,Brooksville,28.548,-82.3245,31,0.3212,1989,
FLSR,Sarasota,27.2841,-82.4976,29,0.2944,1989,
MSJC,Jackson County,30.4366,-88.7119,26,0.3768,1989,
TXAY,Armand Bayou,29.5498,-95.0489,25,0.3571,1989,
FLCS,Corkscrew Swamp Sanctuary,26.3666,-81.5217,22,0.192,1989,
FLVE,Venice-Englewood,27.0048,-82.3793,19,0.2021,1989,
FLCO,Cocoa,28.3622,-80.7026,18,0.1297,1989,
FL0V,South Brevard County,27.8667,-80.5667,16,0.1905,1989,
NMLA,Lakes Avalon-Brantley,32.5661,-104.294,15,0.3659,1989,
FLNR,West Pasco (New Port Richey),28.2604,-82.6949,15,0.3488,1989,
TXGA,Galveston,29.3333,-94.8333,12,0.092,1989,
FLFP,Fort Pierce,27.4177,-80.3828,11,0.0917,1989,
FLTA,Tampa,28.0107,-82.4595,10,0.0809,1989,
FLBA,Bradenton,27.501,-82.5631,9,0.0896,1989,
GASC,St. Catherines Island,31.6351,-81.1226,8,0.1413,1989,
TXCT,Coastal Tip,26.0278,-97.2334,7,0.1609,1989,
CAMS,Mount Shasta,41.5342,-122.4141,6,0.0727,1989,
FLPR,Peace River,26.9243,-82.0474,6,0.1132,1989,
LATR,Tensas River N.W.R.,32.2833,-91.3667,3,0.0535,1989,
FLCR,Crystal River,28.8712,-82.5776,3,0.0404,1989,
FLNP,North Pinellas,28.0672,-82.7388,2,0.0206,1989,
TXHO,Houston,29.7497,-94.9492,2,0.0189,1989,
LAPP,Pine Prairie,30.7643,-92.3765,2,0.0417,1989,
FLLA,Lakeland,28.0261,-81.8507,2,0.016,1989,
FL0K,Boca Grande,26.75,-82.2667,2,0.0488,1989,
NVFA,Fallon,39.3965,-118.773,2,0.0385,1989,
CAHL,Honey Lake,40.3434,-120.4229,2,0.0459,1989,
TXSA,Santa Ana N.W.R.,26.1492,-98.1917,2,0.0289,1989,
PAWL,Wild Creek-Little Gap,40.85,-75.4981,1,0.0149,1989,
COPU,Pueblo,38.1753,-104.5196,1,0.0226,1989,
MDSE,Seneca,39.0671,-77.3285,1,0.0039,1989,
GADA,Dalton,34.7667,-84.9667,1,0.0408,1989,
UTSG,St. George,37.15,-113.6,1,0.0137,1989,
FLHC,Hamilton County,30.336,-82.7595,1,0.0294,1989,
LA0T,Crowley,30.2,-92.6,1,0.0118,1989,
SCHH,Hilton Head Island,32.2,-80.75,cw,0,1989,
BCLA,Ladner,49.0538,-123.0573,cw,0,1989,
INLA,Lafayette,40.4605,-86.9157,cw,0,1989,
TXDR,Del Rio,29.4651,-100.9585,cw,0,1989,
MSWC,Washington County (south),33.097,-90.9857,cw,0,1989,
