Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
CAPV,Peace Valley,39.1982,-121.8219,75517,1184.5804,2006,
NCMA,Mattamuskeet N.W.R.,35.45,-76.1333,43340,614.7518,2006,
CAMA,Marysville,39.2,-121.5,37556,536.5143,2006,
WABG,Bellingham,48.8112,-122.5629,32702,159.522,2006,
CASM,Sacramento,38.6,-121.55,30386,219.3935,2006,
BCLA,Ladner,49.0538,-123.0573,27919,131.0751,2006,
WAPB,Padilla Bay,48.4834,-122.5667,26449,152.6638,2006,
LACA,Catahoula N.W.R.,31.508,-92.0589,24405,406.75,2006,
NCAR,Alligator River N.W.R.,35.77,-76.08,20000,338.9831,2006,
ORFG,Forest Grove,45.4851,-123.1269,19244,277.8917,2006,
ORCO,Corvallis,44.5071,-123.2695,16187,116.0358,2006,
ARBL,Big Lake N.W.R.,35.8874,-90.1227,14423,565.6078,2006,
CARC,Rio Cosumnes,38.3505,-121.4175,12583,66.9309,2006,
CAST,Stockton,38.116,-121.3954,7290,107.2059,2006,
TXCY,Cypress Creek,29.9561,-95.89,6837,62.0136,2006,
TXPA,Port Aransas,27.8502,-97.1,6786,72,2006,
WASD,Sequim-Dungeness,48.1,-123.0667,6328,25.776,2006,
TXMM,Matagorda County-Mad Island Marsh,28.6833,-95.9833,5432,14.2013,2006,
MOBO,Big Oak Tree S.P.,36.6667,-89.2667,5000,166.6667,2006,
WAEV,Everett-Marysville,48.0833,-122.2167,4650,35.7692,2006,
NVFA,Fallon,39.3965,-118.773,4601,113.6049,2006,
CABE,Benicia,38.1143,-122.1094,3839,16.619,2006,
BCWR,White Rock,49.062,-122.7289,3750,13.8376,2006,
TXCF,Corpus Christi (Flour Bluff),27.6584,-97.2938,3589,31.2087,2006,
NMRO,Roswell,33.397,-104.3983,3562,70.5347,2006,
COMV,Monte Vista N.W.R.,37.497,-106.0461,3020,109.8182,2006,
NCBP,Bodie-Pea Island,35.7824,-75.5458,2808,36.4675,2006,
CACB,Centerville Beach to King Salmon,40.642,-124.2428,2581,13.9892,2006,
