Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
CAMA,Marysville,39.2,-121.5,62025,892.446,2011,
CAPV,Peace Valley,39.1982,-121.8219,37700,1018.9189,2011,
ARWA,Wapanocca N.W.R.,35.35,-90.2333,29710,742.75,2011,
BCLA,Ladner,49.0538,-123.0573,21496,123.7109,2011,
TXCF,Corpus Christi (Flour Bluff),27.6584,-97.2938,18250,169.7674,2011,
WAPB,Padilla Bay,48.4834,-122.5667,16910,105.5226,2011,
WALP,Leadbetter Point,46.5605,-123.9894,16141,414.9357,2011,
CASM,Sacramento,38.6,-121.55,11413,184.0806,2011,
TXLA,Laguna Atascosa N.W.R.,26.2391,-97.3814,9172,103.0562,2011,
ARPB,Pine Bluff,34.2295,-92.0033,9020,162.5225,2011,
CARC,Rio Cosumnes,38.3505,-121.4175,8109,29.1691,2011,
ORTB,Tillamook Bay,45.5167,-123.8833,7094,70.94,2011,
WASD,Sequim-Dungeness,48.1,-123.0667,6399,24.447,2011,
CABE,Benicia,38.1143,-122.1094,6218,24.616,2011,
NCAR,Alligator River N.W.R.,35.77,-76.08,6000,78.4314,2011,
ORCB,Coos Bay,43.3759,-124.2973,5594,43.3643,2011,
MOBO,Big Oak Tree S.P.,36.6667,-89.2667,4820,134.8252,2011,
BCWR,White Rock,49.062,-122.7289,4806,17.4446,2011,
CACB,Centerville Beach to King Salmon,40.642,-124.2428,4740,17.5231,2011,
TXPA,Port Aransas,27.8502,-97.1,4573,54.2789,2011,
NMBD,Bosque del Apache N.W.R.,33.8051,-106.8907,4515,72.5301,2011,
TXLR,Lake Ray Hubbard,32.9296,-96.5363,4500,102.1798,2011,
ORAI,Airlie,44.7131,-123.1744,4415,37.735,2011,
LALT,Lacassine N.W.R.-Thornwell,30.0626,-92.8147,3988,38.0353,2011,
ORCV,Coquille Valley,43.115,-124.2983,3859,43.1173,2011,
TXKW,Kenedy County Wind Turbines,27.0727,-97.4447,3658,69.0189,2011,
CAPR,Point Reyes Peninsula,38.1216,-122.8901,3635,10.4229,2011,
OKTI,Tishomingo N.W.R.,34.1833,-96.65,3428,54.4127,2011,
NMRO,Roswell,33.397,-104.3983,3380,77.2571,2011,
WASB,Skagit Bay,48.2973,-122.3879,2993,13.3022,2011,
CASH,Salton Sea (north),33.5179,-116.1031,2501,51.567,2011,
LACW,Crowley,30.1107,-92.3619,2500,36.7647,2011,
CAHF,Hayward-Fremont,37.6068,-122.0667,2412,9.6287,2011,
NCBP,Bodie-Pea Island,35.7824,-75.5458,2330,22.8431,2011,
TXHA,Hagerman N.W.R.,33.7807,-96.7444,2239,39.2807,2011,
ORCE,Columbia Estuary,46.2192,-123.9461,2224,29.9529,2011,
TXAR,Aransas N.W.R.,28.2333,-96.8833,2212,26.8121,2011,
ILCY,Cypress Creek,37.319,-89.0213,2149,31.6962,2011,
CAMD,Moss Landing,36.897,-121.7407,2118,7.6187,2011,
NCOI,Ocracoke Island,35.15,-75.8833,2000,39.2157,2011,
COJM,John Martin Reservoir,38.058,-103.033,2000,36.3636,2011,
FLMI,Merritt Island N.W.R.,28.6171,-80.6815,1900,16.6667,2011,
TXCY,Cypress Creek,29.9561,-95.89,1881,13.6009,2011,
CABV,"Buena Vista, Kern County",35.2272,-119.2617,1851,39.2577,2011,
TXAP,Attwater Prairie Chicken N.W.R.,29.6344,-96.3667,1826,20.011,2011,
CASL,San Jacinto Lake,33.8745,-117.1239,1807,19.9669,2011,
UTSL,Salt Lake City,40.7695,-111.8884,1789,15.2255,2011,
MDSD,Southern Dorchester County,38.3617,-76.0371,1750,19.6629,2011,
ORFG,Forest Grove,45.4851,-123.1269,1739,27.5813,2011,
CASJ,San Jose,37.4033,-121.8821,1694,7.2632,2011,
ARBD,Bayou DeView,34.872,-91.2917,1493,32.8132,2011,
OREU,Eugene,44.0768,-123.179,1469,6.2511,2011,
CAPA,Palo Alto,37.4064,-122.1559,1389,5.2574,2011,
WAEV,Everett-Marysville,48.0833,-122.2167,1372,10.5013,2011,
CASA,Santa Ana River Valley,33.9068,-117.4889,1320,32.5926,2011,
WASJ,San Juan Islands Archipelago,48.5462,-123.013,1309,9.6784,2011,
WAOL,Olympia,47.0722,-122.8533,1269,6.7321,2011,
TXTA,Trinity River Audubon Center,32.6407,-96.6577,1259,14.8118,2011,
SCMC,McClellanville,33.1003,-79.4037,1165,15.4714,2011,
DEBH,Bombay Hook N.W.R.,39.2152,-75.4822,1144,9.9478,2011,
BCNN,Nanaimo,49.1668,-123.9333,1142,10.5662,2011,
CATO,Thousand Oaks,34.1489,-118.9699,1121,7.2449,2011,
CAMC,Marin County (southern),37.9214,-122.5643,1101,3.4034,2011,
TXRO,Rockport,28.0669,-97.1167,1061,15.4891,2011,
CAOC,Orange County (coastal),33.6725,-117.9453,982,2.8882,2011,
CASS,Salton Sea (south),33.1579,-115.6132,973,11.314,2011,
ORKF,Klamath Falls,42.1595,-121.7351,950,13.2867,2011,
TXBR,Brazoria-Columbia Bottomlands,29.1521,-95.5657,918,6.1405,2011,
CAAR,Arcata,40.8653,-124.1565,858,5.6373,2011,
VAWA,Walkerton,37.6809,-77.0313,857,10.7799,2011,
LASC,Sweet Lake-Cameron Prairie N.W.R.,30.0373,-93.0875,842,10.928,2011,
WAKA,Kent-Auburn,47.3598,-122.1787,810,4.7093,2011,
TXMM,Matagorda County-Mad Island Marsh,28.6833,-95.9833,797,2.3304,2011,
BCVA,Vancouver,49.2603,-123.105,755,2.4917,2011,
INWG,Western Gibson County,38.3406,-87.7807,736,10.1869,2011,
BCDU,Duncan,48.7882,-123.6714,733,7.1512,2011,
TXWS,Weslaco,26.1507,-97.9421,701,3.9493,2011,
UTFS,Fish Springs N.W.R.,39.8107,-113.399,700,100,2011,
CORO,Rocky Ford,38.1326,-103.679,694,19.0137,2011,
NJOC,Oceanville,39.4422,-74.4605,675,7.3171,2011,
WAPT,Port Townsend,48.05,-122.7333,666,8.6494,2011,
CAMR,Morro Bay,35.3,-120.7767,644,2.304,2011,
MXNP,"Navopatia, Sonora, Mexico",26.4,-109.2333,640,42.6667,2011,
WAOH,Oak Harbor,48.2646,-122.6805,634,7.0444,2011,
