Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
TXMU,Muleshoe N.W.R.,33.9563,-102.7783,30000,1764.7059,2011,
CAST,Stockton,38.116,-121.3954,11868,87.2455,2011,
TNHI,Hiwassee,35.3655,-84.92,10168,260.7179,2011,
AZEL,Elfrida,31.6667,-109.6833,10000,909.0909,2011,
NMBD,Bosque del Apache N.W.R.,33.8051,-106.8907,9750,156.6265,2011,
MXMD,"Madera, Chihuahua, Mexico",29.1613,-108.1317,8213,912.5556,2011,
NMRO,Roswell,33.397,-104.3983,7841,179.2229,2011,
TXCC,Corpus Christi,27.8334,-97.5833,5926,83.4648,2011,
OKSP,Salt Plains N.W.R.,36.785,-98.1789,5612,249.4222,2011,
NMCA,Caballo,32.953,-107.3122,5609,108.9126,2011,
ALWH,Wheeler N.W.R.,34.6001,-86.8837,5353,53,2011,
WIBA,Baraboo,43.4891,-89.7386,5000,49.1642,2011,
TXLS,La Sal Vieja,26.4849,-97.9649,4928,45.5242,2011,
INPK,Pokagon,41.6344,-84.9701,3720,102.6207,2011,
FLLP,Lake Placid,27.2601,-81.3441,3600,35.8209,2011,
FLGA,Gainesville,29.6027,-82.3127,3300,20.7547,2011,
TXLA,Laguna Atascosa N.W.R.,26.2391,-97.3814,3112,34.9663,2011,
CARC,Rio Cosumnes,38.3505,-121.4175,2689,9.6727,2011,
OHOL,Oxbow Lake,41.3264,-84.38,2650,225.5319,2011,
MIWA,Waterloo State Recreation Area,42.3245,-84.2097,2523,35.1638,2011,
TXQN,Quanah,34.3285,-99.6831,2511,78.4688,2011,
TXRL,Robert Lee,31.9161,-100.4999,2497,92.4815,2011,
TNCV,Cookeville,36.1448,-85.4747,1876,28.4242,2011,
CAMW,Merced N.W.R.,37.2301,-120.6885,1769,53.6061,2011,
LASC,Sweet Lake-Cameron Prairie N.W.R.,30.0373,-93.0875,1755,22.7774,2011,
OKAN,Arnett,36.0569,-99.8103,1500,68.1818,2011,
CACW,Caswell-Westley,37.6061,-121.174,1367,24.6306,2011,
ILLA,Lisle Arboretum,41.7518,-87.9738,1367,7.8608,2011,
TXMM,Matagorda County-Mad Island Marsh,28.6833,-95.9833,1316,3.848,2011,
TXKI,Kingsville,27.4658,-97.8551,1149,16.0363,2011,
TXVI,Victoria,28.8723,-97.0784,1123,44.3874,2011,
NMAL,Albuquerque,35.1833,-106.6167,1117,9.2543,2011,
TXAR,Aransas N.W.R.,28.2333,-96.8833,1067,12.9333,2011,
TXGF,Guadalupe River Delta-McFaddin Family Ranches,28.533,-96.8635,1044,5.3676,2011,
KSQU,Quivira N.W.R.,38.15,-98.4833,927,28.0909,2011,
