Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
CAPV,Peace Valley,39.1982,-121.8219,264806,4341.082,1983,
CASM,Sacramento,38.6,-121.55,70355,314.0848,1983,
ORSA,Salem,44.9437,-123.0388,15142,107.3901,1983,
TXPA,Port Aransas,27.8502,-97.1,11393,178.0156,1983,
TX1E,Padre Island National Seashore,27.3333,-97.3333,8293,228.4573,1983,
CABE,Benicia,38.1143,-122.1094,7205,57.7324,1983,
LACR,Creole,29.8159,-93.1113,6213,126.7959,1983,
WAPB,Padilla Bay,48.4834,-122.5667,6172,79.3316,1983,
ORSI,Sauvie Island,45.7562,-122.8008,6040,77.9355,1983,
TX2B,Cypress Creek,29.9167,-95.75,5930,91.938,1983,
CAPA,Palo Alto,37.4064,-122.1559,5912,21.9777,1983,
TX14,Laguna Atascosa N.W.R.,26.2333,-97.3833,4587,89.9412,1983,
TXSG,San Angelo,31.4439,-100.4823,4224,128,1983,
CATL,Tule Lake,41.9465,-121.539,4200,85.7143,1983,
CASJ,San Jose,37.4033,-121.8821,4140,15.6818,1983,
CALS,Los Baños,37.0612,-120.8849,3668,26.0882,1983,
ORDA,Dallas,44.8965,-123.3384,3501,43.4907,1983,
WABG,Bellingham,48.8112,-122.5629,3401,17.6218,1983,
CA1G,Creighton Ranch Preserve,36.1167,-119.5333,3133,40.6355,1983,
CAHF,Hayward-Fremont,37.6068,-122.0667,3065,14.8068,1983,
BCLA,Ladner,49.0538,-123.0573,2593,17.5203,1983,
NCMA,Mattamuskeet N.W.R.,35.45,-76.1333,2572,40.5039,1983,
OR0H,Forest Grove,45.4667,-123.1333,2524,43.5172,1983,
PAGL,Delaware County (Glenolden),39.8992,-75.3729,2059,8.2032,1983,
TX06,Colorado City,32.2833,-100.8833,2035,0,1983,
ALWH,Wheeler N.W.R.,34.6001,-86.8837,2014,20.3434,1983,
TXCF,Corpus Christi (Flour Bluff),27.6584,-97.2938,1881,17.7788,1983,
TXBP,Bolivar Peninsula,29.5504,-94.4668,1860,30,1983,
NMRO,Roswell,33.397,-104.3983,1682,36.967,1983,
WA0M,Everett,48.15,-122.2333,1573,25.4531,1983,
CAOC,Orange County (coastal),33.6725,-117.9453,1552,6.4532,1983,
TXBS,Big Spring,32.2391,-101.4162,1500,41.6667,1983,
LA0K,Sabine N.W.R.,29.8,-93.45,1475,6.1458,1983,
CATO,Thousand Oaks,34.1489,-118.9699,1404,17.122,1983,
CALR,Lake Almanor,40.2833,-121.25,1307,37.3429,1983,
CALN,Lancaster,34.7043,-118.086,1283,20.6935,1983,
FLMI,Merritt Island N.W.R.,28.6171,-80.6815,1215,7.454,1983,
TX0M,Lubbock County,33.55,-101.75,1212,30.3,1983,
ALMT,Mobile-Tensaw Delta,30.75,-87.95,1204,20.0667,1983,
CA2L,Point Reyes Peninsula,38.1333,-122.8833,1180,3.7821,1983,
CAOA,Oakland,37.8146,-122.233,1159,3.9651,1983,
CAMC,Marin County (southern),37.9214,-122.5643,1121,3.7492,1983,
ORCO,Corvallis,44.5071,-123.2695,1117,10.5377,1983,
TXAR,Aransas N.W.R.,28.2333,-96.8833,1086,21.0874,1983,
DEBH,Bombay Hook N.W.R.,39.2152,-75.4822,1071,17.85,1983,
CAMD,Moss Landing,36.897,-121.7407,1041,5.5668,1983,
NJOC,Oceanville,39.4422,-74.4605,1000,9.6154,1983,
CAMA,Marysville,39.2,-121.5,1000,83.3333,1983,
NMBD,Bosque del Apache N.W.R.,33.8051,-106.8907,900,32.1429,1983,
ORCE,Columbia Estuary,46.2192,-123.9461,879,15.1552,1983,
SCMC,McClellanville,33.1003,-79.4037,834,15.7358,1983,
TXFR,Freeport,29.0172,-95.3551,769,2.727,1983,
WAKA,Kent-Auburn,47.3598,-122.1787,767,7.3397,1983,
CALH,Lake Henshaw,33.2112,-116.7255,760,6.6784,1983,
TX09,Lake Thomas,32.5833,-101.1667,750,78.9474,1983,
TXAP,Attwater Prairie Chicken N.W.R.,29.6344,-96.3667,715,6.5,1983,
NMLO,Loving,32.291,-104.0667,699,33.2857,1983,
CACC,Contra Costa County,37.9538,-121.9923,687,4.2018,1983,
CARS,Rancho Santa Fe,33.0003,-117.1628,683,8.5375,1983,
UTFS,Fish Springs N.W.R.,39.8107,-113.399,667,10.4219,1983,
CAST,Stockton,38.116,-121.3954,640,9.0141,1983,
BCWR,White Rock,49.062,-122.7289,626,5.7431,1983,
CACS,Crystal Springs,37.5184,-122.3751,620,2.5306,1983,
UTSL,Salt Lake City,40.7695,-111.8884,600,5.7143,1983,
TXRU,Ruidosa,29.95,-104.6667,595,27.6744,1983,
NMLV,Las Vegas,35.595,-105.2152,580,58,1983,
WATA,Tacoma,47.2335,-122.5167,550,6.5868,1983,
IDHV,Hagerman Valley,42.8167,-114.9,530,29.4444,1983,
CASD,San Diego,32.6473,-117.117,524,3.5646,1983,
BCVI,Victoria,48.4667,-123.4,520,1.7538,1983,
DERE,Rehoboth,38.6035,-75.1073,514,5.908,1983,
VAWI,Williamsburg,37.2792,-76.6987,496,5.6686,1983,
CACB,Centerville Beach to King Salmon,40.642,-124.2428,490,2.2467,1983,
NY2R,Lower Hudson,40.7667,-73.9833,423,2.3764,1983,
TXMI,Midland,31.95,-102.0333,407,6.1667,1983,
ORFL,Florence,44.0334,-124.0667,394,5.2886,1983,
CAMR,Morro Bay,35.3,-120.7767,392,1.3611,1983,
TXSA,Santa Ana N.W.R.,26.1492,-98.1917,383,6.3833,1983,
WALP,Leadbetter Point,46.5605,-123.9894,370,4.2045,1983,
MXSC,"San Carlos, Sonora, Mexico",28.0389,-110.9377,350,26.9231,1983,
MXEL,"El Naranjo, San Luis Potosi, Mexico",22.5,-99.4,350,5.4475,1983,
NCBP,Bodie-Pea Island,35.7824,-75.5458,330,3.0841,1983,
LAJB,Johnsons Bayou,29.801,-93.7149,325,4.6763,1983,
CAOV,Oceanside-Vista-Carlsbad,33.1903,-117.2796,324,2.4306,1983,
WAPT,Port Townsend,48.05,-122.7333,316,6.449,1983,
CADN,Del Norte County,41.8446,-124.1712,315,2.9302,1983,
TXST,San Antonio,29.3148,-98.608,295,1.4404,1983,
BCCO,Comox,49.6726,-124.9287,270,2.5,1983,
VABB,Back Bay N.W.R.,36.65,-76,264,2.2957,1983,
CAPC,Putah Creek,38.481,-122.0306,262,1.4971,1983,
TX0L,White River,33.55,-101.15,259,7.1944,1983,
NMLA,Lakes Avalon-Brantley,32.5661,-104.294,256,8.2581,1983,
AZPR,Prescott,34.5419,-112.4701,237,1.8161,1983,
IDAF,American Falls Reservoir,42.9833,-112.7,232,6.4444,1983,
NYQU,L.I.: Queens,40.6932,-73.7448,231,1.8919,1983,
WATO,Toppenish N.W.R.,46.3609,-120.4179,225,6.6176,1983,
IDNA,Nampa,43.568,-116.6729,216,11.3684,1983,
CASL,San Jacinto Lake,33.8745,-117.1239,215,2.2632,1983,
CAAA,Auburn,38.9758,-121.1438,200,2.7586,1983,
NCPC,Pamlico County,35.1435,-76.6526,200,8.3333,1983,
COGJ,Grand Junction,39.1208,-108.6081,200,3.7037,1983,
BCVA,Vancouver,49.2603,-123.105,198,0.4783,1983,
BCDU,Duncan,48.7882,-123.6714,193,2.7183,1983,
MDLK,Lower Kent County,39.1427,-76.1921,186,2.1136,1983,
SC08,Santee N.W.R.,33.4833,-80.3667,185,6.6071,1983,
TN0G,Lebanon,36.25,-86.3667,185,6.6071,1983,
CAAN,Año Nuevo,37.2147,-122.3182,185,1.0947,1983,
AZEL,Elfrida,31.6667,-109.6833,183,1.1438,1983,
OKWA,Washita N.W.R.,35.6495,-99.2797,180,6.9231,1983,
TXFW,Fort Worth,32.7661,-97.4715,180,1.9313,1983,
NYSN,L.I.: Southern Nassau County,40.6298,-73.5907,180,0.8411,1983,
TXWW,Welder Wildlife Refuge,28.1136,-97.4171,177,2.0462,1983,
VACI,Chincoteague N.W.R.,37.9672,-75.3669,174,1.438,1983,
BCMA,Greater Masset,54.0464,-132.1903,174,3.7021,1983,
WASJ,San Juan Islands Archipelago,48.5462,-123.013,173,1.8404,1983,
NMBL,Bluewater Lake,35.2579,-108.1027,171,4.6216,1983,
LA0D,Venice,29.3,-89.3833,171,4.3846,1983,
NCCH,Cape Hatteras,35.2188,-75.6067,167,1.8035,1983,
WATC,Tri-Cities,46.2357,-119.1805,163,2.6721,1983,
CA2K,Arroyo Cheap Thrills,38.1333,-122.6167,159,1.7569,1983,
WASD,Sequim-Dungeness,48.1,-123.0667,159,1.59,1983,
TXKI,Kingsville,27.4658,-97.8551,156,3.6279,1983,
CASB,Santa Barbara,34.4512,-119.7627,153,0.4169,1983,
CAWO,Woodfords,38.7662,-119.8082,149,0.9739,1983,
AZ0H,Gila River,33.3,-112.7333,145,1.7683,1983,
TX0N,Hagerman N.W.R.,33.7167,-96.7333,135,3.2143,1983,
ORME,Medford,42.4026,-122.8559,130,1.1659,1983,
ORTB,Tillamook Bay,45.5167,-123.8833,124,1.3778,1983,
PAPV,Pennypack Valley,40.066,-75.0412,120,2.3529,1983,
NMZU,Zuni,35.0333,-108.8167,118,3.6533,1983,
CAFO,Folsom,38.6618,-121.0974,115,0.6497,1983,
TXBR,Brazoria-Columbia Bottomlands,29.1521,-95.5657,114,1.5616,1983,
MIAB,Anchor Bay,42.6273,-82.6647,111,1.3214,1983,
CAMM,Mammoth Lakes,37.6333,-118.8667,110,4.4,1983,
LAPP,Pine Prairie,30.7643,-92.3765,107,3.0571,1983,
COMV,Monte Vista N.W.R.,37.497,-106.0461,102,6.375,1983,
TXNA,Nacogdoches,31.5332,-94.6563,101,0.9099,1983,
NVRL,Ruby Lake,40.2,-115.5,86,6.3704,1983,
CAGM,Grass Mountain,34.6333,-118.4167,85,1.8889,1983,
VAHO,Hopewell,37.367,-77.2842,83,0.7411,1983,
CA1B,China Lake,35.6167,-117.6667,83,2.4412,1983,
CASR,Santa Rosa,38.4379,-122.7116,81,0.6255,1983,
TXHO,Houston,29.7497,-94.9492,81,0.2432,1983,
DECH,Cape Henlopen-Prime Hook,38.8072,-75.1878,80,1.2384,1983,
COBO,Boulder,40.0256,-105.2725,80,0.3187,1983,
FLSP,St. Petersburg,27.7991,-82.6794,80,0.6667,1983,
VACC,Cape Charles,37.1899,-75.941,78,0.4286,1983,
DCDC,Washington,38.8674,-77.0685,76,0.246,1983,
