Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
CASS,Salton Sea (south),33.1579,-115.6132,20272,289.6,2010,
CALS,Los Ba–os,37.0612,-120.8849,16586,304.3303,2010,
CASJ,San Jose,37.4033,-121.8821,16586,73.7976,2010,
CACW,Caswell-Westley,37.6061,-121.174,16550,309.3458,2010,
LACW,Crowley,30.1107,-92.3619,15175,297.549,2010,
CABE,Benicia,38.1143,-122.1094,10633,43.938,2010,
CASM,Sacramento,38.6,-121.55,10158,61.1928,2010,
CAMA,Marysville,39.2,-121.5,9317,160.6379,2010,
CAPA,Palo Alto,37.4064,-122.1559,9048,36.3739,2010,
TXLK,Lake Tawakoni,32.7667,-95.9167,6536,125.6923,2010,
CAHF,Hayward-Fremont,37.6068,-122.0667,6053,22.2537,2010,
CASL,San Jacinto Lake,33.8745,-117.1239,4732,46.3922,2010,
CABA,Bakersfield,35.4311,-118.9173,4090,49.426,2010,
ARLO,Lonoke,34.749,-91.8957,3898,63.3821,2010,
LAJB,Johnsons Bayou,29.801,-93.7149,3625,109.8485,2010,
LALT,Lacassine N.W.R.-Thornwell,30.0626,-92.8147,3283,35.2064,2010,
CACH,China Lake,35.6518,-117.7056,3274,76.5848,2010,
CODV,Denver (urban),39.7347,-104.8753,3211,27.097,2010,
CAPV,Peace Valley,39.1982,-121.8219,3139,142.6818,2010,
CAMW,Merced N.W.R.,37.2301,-120.6885,3065,122.6,2010,
ORCV,Coquille Valley,43.115,-124.2983,3032,25.0579,2010,
MSSI,Sidon,33.3624,-90.2479,2670,59.3333,2010,
CASD,San Diego,32.6473,-117.117,2208,9.0307,2010,
AZPT,Phoenix-Tres Rios,33.3725,-112.3582,1983,15.5835,2010,
TXMN,McNary,31.2682,-105.7871,1838,63.3793,2010,
TXAU,Austin,30.1834,-97.698,1767,9.0038,2010,
LASC,Sweet Lake-Cameron Prairie N.W.R.,30.0373,-93.0875,1737,23.3154,2010,
CACC,Contra Costa County,37.9538,-121.9923,1726,15.9815,2010,
ARAR,Arkadelphia,34.1333,-93.05,1529,27.8,2010,
TXGA,Galveston,29.3333,-94.8333,1431,13.1284,2010,
CACB,Centerville Beach to King Salmon,40.642,-124.2428,1356,13.2941,2010,
CARC,Rio Cosumnes,38.3505,-121.4175,1352,7.9296,2010,
NCBP,Bodie-Pea Island,35.7824,-75.5458,1343,12.9135,2010,
CASH,Salton Sea (north),33.5179,-116.1031,1282,18.0563,2010,
AZPR,Prescott,34.5419,-112.4701,1246,8.5342,2010,
CARS,Rancho Santa Fe,33.0003,-117.1628,1159,5.2503,2010,
CASG,Santa Maria-Guadalupe,34.8833,-120.5833,1115,29.1503,2010,
TXAP,Attwater Prairie Chicken N.W.R.,29.6344,-96.3667,1079,7.2538,2010,
SCMC,McClellanville,33.1003,-79.4037,1075,18.7773,2010,
MXCR,"Colorado River Delta, Sonora, Mexico",31.5503,-114.5203,1070,40.3774,2010,
CAOC,Orange County (coastal),33.6725,-117.9453,1058,2.8633,2010,
AZTV,Tucson Valley,32.3016,-110.9735,1044,7.1507,2010,
UTSL,Salt Lake City,40.7695,-111.8884,1016,9.4953,2010,
CAST,Stockton,38.116,-121.3954,1008,8.3825,2010,
CAMD,Moss Landing,36.897,-121.7407,988,4.2586,2010,
TXTA,Trinity River Audubon Center,32.6407,-96.6577,978,17.7818,2010,
TXLU,Lubbock County,33.5849,-101.7925,974,14.5373,2010,
LACA,Catahoula N.W.R.,31.508,-92.0589,965,25.2288,2010,
CATO,Thousand Oaks,34.1489,-118.9699,956,5.9104,2010,
TXVC,Village Creek Drying Beds,32.7667,-97.1167,928,23.2,2010,
UTAI,Antelope Island,41.0047,-112.1611,879,53.2727,2010,
CACL,Clear Lake,38.9392,-122.7199,845,7.6993,2010,
AZNO,Nogales,31.4338,-110.9358,826,11.971,2010,
NYBR,L.I.: Brooklyn,40.616,-73.9448,772,7.7007,2010,
ARPB,Pine Bluff,34.2295,-92.0033,734,11.8387,2010,
TXMM,Matagorda County-Mad Island Marsh,28.6833,-95.9833,725,1.9205,2010,
NMCV,Clovis,34.4194,-103.1698,724,55.6923,2010,
TXGF,Guadalupe River Delta-McFaddin Family Ranches,28.533,-96.8635,707,3.2581,2010,
CALU,La Purisima,34.6616,-120.5368,663,12.5687,2010,
LABC,Bossier-Caddo-Bienville,32.2932,-93.5026,652,9.3143,2010,
FLHC,Hamilton County,30.336,-82.7595,630,17.8723,2010,
CAOV,Oceanside-Vista-Carlsbad,33.1903,-117.2796,630,3.4054,2010,
CASZ,Sonoma Valley,38.2931,-122.5037,622,2.6985,2010,
TXKI,Kingsville,27.4658,-97.8551,614,9.41,2010,
NVHE,Henderson,36.0833,-114.95,612,33.0811,2010,
AZMY,Martinez Lake-Yuma,32.8884,-114.4623,612,6.8764,2010,
CAMR,Morro Bay,35.3,-120.7767,610,2.9398,2010,
WATA,Tacoma,47.2335,-122.5167,602,4.4103,2010,
MSHA,Hattiesburg,31.3073,-89.3166,600,16.9014,2010,
ORDA,Dallas,44.8965,-123.3384,599,9.584,2010,
