Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
CAST,Stockton,38.116,-121.3954,15227,116.2366,2001,
TNHI,Hiwassee,35.3655,-84.92,11658,131.7288,2001,
NMBD,Bosque del Apache N.W.R.,33.8051,-106.8907,11060,226.8718,2001,
OKSP,Salt Plains N.W.R.,36.785,-98.1789,8590,238.6111,2001,
NMCA,Caballo,32.953,-107.3122,8136,219.8919,2001,
NMRO,Roswell,33.397,-104.3983,7199,120.9916,2001,
AZEL,Elfrida,31.6667,-109.6833,6865,48.7744,2001,
TXBS,Big Spring,32.2391,-101.4162,5408,65.9512,2001,
TXMM,Matagorda County-Mad Island Marsh,28.6833,-95.9833,4252,14.1028,2001,
CARC,Rio Cosumnes,38.3505,-121.4175,3600,16.3265,2001,
TXMU,Muleshoe N.W.R.,33.9563,-102.7783,3591,184.1538,2001,
TXLS,La Sal Vieja,26.4849,-97.9649,2951,59.02,2001,
KSQU,Quivira N.W.R.,38.15,-98.4833,2500,128.2051,2001,
TXLA,Laguna Atascosa N.W.R.,26.2391,-97.3814,2327,42.3091,2001,
OKAN,Arnett,36.0569,-99.8103,1800,81.8182,2001,
TXCY,Cypress Creek,29.9561,-95.89,1658,19.7381,2001,
TXAP,Attwater Prairie Chicken N.W.R.,29.6344,-96.3667,1413,9.42,2001,
ORSI,Sauvie Island,45.7562,-122.8008,1357,15.6427,2001,
TXKI,Kingsville,27.4658,-97.8551,1224,18.5455,2001,
GAPC,Peachtree City,33.3468,-84.6231,1003,23.0575,2001,
TXSB,San Bernard N.W.R.,28.8667,-95.5667,895,6.2261,2001,
NMAL,Albuquerque,35.1833,-106.6167,806,6.9784,2001,
FLME,Melrose,29.748,-81.9929,794,22.3662,2001,
FLGA,Gainesville,29.6027,-82.3127,762,4.2333,2001,
MIWA,Waterloo State Recreation Area,42.3245,-84.2097,762,11.5455,2001,
TXRL,Robert Lee,31.9161,-100.4999,741,38,2001,
TXBZ,Brazos Bend,29.3734,-95.6688,731,7.4592,2001,
TXAR,Aransas N.W.R.,28.2333,-96.8833,659,7.7529,2001,
CACW,Caswell-Westley,37.6061,-121.174,659,11.6637,2001,
CAPV,Peace Valley,39.1982,-121.8219,599,15.1646,2001,
TXMI,Midland,31.95,-102.0333,565,8.9328,2001,
FLKV,Kissimmee Valley,28.2062,-81.3936,515,6.3975,2001,
TXCF,Corpus Christi (Flour Bluff),27.6584,-97.2938,490,4.3946,2001,
CACO,Chico,39.722,-121.8238,372,7.1538,2001,
TXFR,Freeport,29.0172,-95.3551,370,1.074,2001,
GALB,Lake Blackshear,31.9621,-83.8839,315,28.6364,2001,
KYSO,Somerset,37.1025,-84.6038,311,5.1833,2001,
INHM,Hanover-Madison,38.7382,-85.4706,239,11.1163,2001,
TXRO,Rockport,28.0669,-97.1167,235,2.4365,2001,
TXUC,Uvalde County,29.2096,-99.7862,231,6.4167,2001,
CAEC,East Contra Costa County,37.9118,-121.678,230,3.8983,2001,
WIHU,Hustisford,43.3066,-88.7046,221,4.6526,2001,
FLAB,Aripeka-Bayport,28.4667,-82.5833,220,3.7131,2001,
TXCC,Corpus Christi,27.8334,-97.5833,200,1.5686,2001,
OHPR,Preble County,39.6849,-84.5725,200,7.1429,2001,
NMLC,Las Cruces,32.3,-106.7167,200,2.7682,2001,
TXOR,Old River,29.8776,-94.7263,200,2.7211,2001,
TXCP,Chaparral W.M.A.,28.3609,-99.3429,197,4.8049,2001,
