Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
CACW,Caswell-Westley,37.6061,-121.174,45254,741.8689,1994,
CALS,Los Ba–os,37.0612,-120.8849,13254,148.9213,1994,
CASS,Salton Sea (south),33.1579,-115.6132,10978,179.9672,1994,
CALN,Lancaster,34.7043,-118.086,7585,150.9453,1994,
CAPA,Palo Alto,37.4064,-122.1559,6382,30.5359,1994,
CABE,Benicia,38.1143,-122.1094,6285,27.9023,1994,
CABA,Bakersfield,35.4311,-118.9173,6135,96.6142,1994,
TXAP,Attwater Prairie Chicken N.W.R.,29.6344,-96.3667,5989,44.8614,1994,
CACC,Contra Costa County,37.9538,-121.9923,5580,31,1994,
CAST,Stockton,38.116,-121.3954,4555,33.4926,1994,
TXCY,Cypress Creek,29.9561,-95.89,3911,69.2212,1994,
CAPV,Peace Valley,39.1982,-121.8219,3214,38.491,1994,
TXST,San Antonio,29.3148,-98.608,3132,22.8197,1994,
CASJ,San Jose,37.4033,-121.8821,2931,10.7461,1994,
CAHF,Hayward-Fremont,37.6068,-122.0667,2840,11.858,1994,
CASL,San Jacinto Lake,33.8745,-117.1239,2734,34.3899,1994,
LACW,Crowley,30.1107,-92.3619,2650,16.2577,1994,
CA2L,Point Reyes Peninsula,38.1333,-122.8833,2364,6.9786,1994,
TXGA,Galveston,29.3333,-94.8333,2267,13.142,1994,
CACB,Centerville Beach to King Salmon,40.642,-124.2428,2042,10.2356,1994,
CODV,Denver (urban),39.7347,-104.8753,1909,20.5269,1994,
AZRC,Ramsey Canyon,31.4599,-110.2068,1779,17.2718,1994,
CASM,Sacramento,38.6,-121.55,1776,8.6529,1994,
MSWC,Washington County (south),33.097,-90.9857,1726,39.2273,1994,
TXKI,Kingsville,27.4658,-97.8551,1720,23.5616,1994,
CATO,Thousand Oaks,34.1489,-118.9699,1597,10.1076,1994,
ARPB,Pine Bluff,34.2295,-92.0033,1516,24.6504,1994,
CACH,China Lake,35.6518,-117.7056,1487,33.7955,1994,
TXFR,Freeport,29.0172,-95.3551,1484,4.5591,1994,
VACI,Chincoteague N.W.R.,37.9672,-75.3669,1273,9.9843,1994,
CASH,Salton Sea (north),33.5179,-116.1031,1240,20.8403,1994,
ARLV,Lake Village,33.4,-91.3167,1196,20.9825,1994,
LASA,Sabine N.W.R.,29.8545,-93.3892,1160,8.9231,1994,
TXLA,Laguna Atascosa N.W.R.,26.2391,-97.3814,1112,13.8137,1994,
LACA,Catahoula N.W.R.,31.508,-92.0589,1065,15.053,1994,
NVHE,Henderson,36.0833,-114.95,1042,26.3797,1994,
TXMM,Matagorda County-Mad Island Marsh,28.6833,-95.9833,1041,5.6119,1994,
CARS,Rancho Santa Fe,33.0003,-117.1628,1033,9.3909,1994,
TXSA,Santa Ana N.W.R.,26.1492,-98.1917,1022,11.2308,1994,
NCBP,Bodie-Pea Island,35.7824,-75.5458,980,14.2029,1994,
LACR,Creole,29.8159,-93.1113,958,12.0125,1994,
MSAL,Arkabutla Lake,34.7624,-90.1306,922,24.4238,1994,
ORCV,Coquille Valley,43.115,-124.2983,871,10.6871,1994,
CAOC,Orange County (coastal),33.6725,-117.9453,864,3.7322,1994,
ORDA,Dallas,44.8965,-123.3384,860,14.7009,1994,
NCMA,Mattamuskeet N.W.R.,35.45,-76.1333,833,16.66,1994,
TXAU,Austin,30.1834,-97.698,822,5.8092,1994,
CAOV,Oceanside-Vista-Carlsbad,33.1903,-117.2796,817,7.2946,1994,
TXCF,Corpus Christi (Flour Bluff),27.6584,-97.2938,814,6.0974,1994,
UTOG,Ogden,41.2198,-112.064,809,17.587,1994,
MSSI,Sidon,33.3624,-90.2479,800,26.6667,1994,
SCMC,McClellanville,33.1003,-79.4037,769,11.7405,1994,
WATA,Tacoma,47.2335,-122.5167,746,5.3669,1994,
TXSB,San Bernard N.W.R.,28.8667,-95.5667,738,8.0217,1994,
TXLS,La Sal Vieja,26.4849,-97.9649,710,9.4667,1994,
TX0M,Lubbock County,33.55,-101.75,694,10.4755,1994,
CACL,Clear Lake,38.9392,-122.7199,673,7.2366,1994,
ORSI,Sauvie Island,45.7562,-122.8008,626,6.9556,1994,
DECH,Cape Henlopen-Prime Hook,38.8072,-75.1878,580,9.28,1994,
CATL,Tule Lake,41.9465,-121.539,568,15.7778,1994,
TXEP,El Paso,31.7828,-106.4798,565,7.9859,1994,
TXHO,Houston,29.7497,-94.9492,559,4.1951,1994,
AZTV,Tucson Valley,32.3016,-110.9735,546,5.871,1994,
UTLO,Logan,41.7993,-111.8333,540,4.4082,1994,
DEBH,Bombay Hook N.W.R.,39.2152,-75.4822,508,4.1385,1994,
CAMD,Moss Landing,36.897,-121.7407,506,2.1717,1994,
TXBP,Bolivar Peninsula,29.5504,-94.4668,498,5.5333,1994,
LALA,Lafayette,30.1901,-92.1042,472,2.9271,1994,
AZNO,Nogales,31.4338,-110.9358,471,7.0827,1994,
FLMI,Merritt Island N.W.R.,28.6171,-80.6815,471,2.8545,1994,
CAAR,Arcata,40.8653,-124.1565,468,2.2286,1994,
NMBD,Bosque del Apache N.W.R.,33.8051,-106.8907,465,10.6897,1994,
LANO,New Orleans,30.0236,-89.9167,439,6.4088,1994,
CACS,Crystal Springs,37.5184,-122.3751,436,2.3099,1994,
MSJC,Jackson County,30.4366,-88.7119,425,6.8,1994,
CASV,San Fernando Valley,34.2358,-118.5025,417,2.8759,1994,
MSHA,Hattiesburg,31.3073,-89.3166,403,9.1591,1994,
CAOA,Oakland,37.8146,-122.233,396,1.2764,1994,
CALU,La Purisima,34.6616,-120.5368,390,4.713,1994,
CAHO,Hollister,36.8,-121.3667,380,7.451,1994,
OREU,Eugene,44.0768,-123.179,379,2.0514,1994,
NMRO,Roswell,33.397,-104.3983,367,5.5188,1994,
TXAR,Aransas N.W.R.,28.2333,-96.8833,366,5.9032,1994,
ORCO,Corvallis,44.5071,-123.2695,357,2.8446,1994,
WIMA,Madison,43.0747,-89.3843,352,1.3208,1994,
ORSA,Salem,44.9437,-123.0388,350,2.4735,1994,
CABB,Big Bear Lake,34.2833,-116.9,336,7.6364,1994,
ORME,Medford,42.4026,-122.8559,334,2.012,1994,
CASR,Santa Rosa,38.4379,-122.7116,325,2.6423,1994,
CASD,San Diego,32.6473,-117.117,303,2.1301,1994,
ILCY,Cypress Creek,37.319,-89.0213,289,2.0643,1994,
WAML,Moses Lake,47.1381,-119.3214,288,7.4805,1994,
TXRO,Rockport,28.0669,-97.1167,286,3.575,1994,
MSGR,Grenada,33.8051,-89.7016,285,5.9067,1994,
TXBB,Bastrop-Buescher State Parks,30.0866,-97.2484,273,1.75,1994,
CAMC,Marin County (southern),37.9214,-122.5643,271,1.0121,1994,
OKTU,Tulsa,36.3221,-95.9022,269,3.7361,1994,
SCAB,Ace Basin,32.6126,-80.4813,243,4.2261,1994,
CALB,Long Beach-el Dorado,33.8533,-118.0908,242,4.0672,1994,
CAMR,Morro Bay,35.3,-120.7767,236,0.9192,1994,
AZTI,Timber Mesa,34.2089,-109.9582,236,6.4658,1994,
CAON,Orange County (northeastern),33.7145,-117.6776,227,0.6341,1994,
CASB,Santa Barbara,34.4512,-119.7627,226,0.657,1994,
TXSG,San Angelo,31.4439,-100.4823,223,2.9635,1994,
AZMY,Martinez Lake-Yuma,32.8884,-114.4623,218,2.6424,1994,
TXPM,Palmetto S.P.,29.5833,-97.5833,211,2.3977,1994,
CAPP,Palos Verdes Peninsula,33.7723,-118.3279,208,1.5551,1994,
TXCT,Coastal Tip,26.0278,-97.2334,207,7.7383,1994,
WACC,Cowlitz-Columbia,46.1092,-122.9787,204,5.1,1994,
LATR,Tensas River N.W.R.,32.2833,-91.3667,202,3.5752,1994,
NCWC,Wayne County,35.3239,-77.9845,200,3.6697,1994,
CAMJ,Mojave River Valley,34.5071,-117.2689,198,2.2629,1994,
CASA,Santa Ana River Valley,33.9068,-117.4889,195,4.4318,1994,
CAES,Escondido,33.1025,-116.9403,193,1.6496,1994,
TXPA,Port Aransas,27.8502,-97.1,189,1.89,1994,
CAAG,Angwin,38.5715,-122.3977,189,2.4868,1994,
FLHC,Hamilton County,30.336,-82.7595,187,3.2522,1994,
LAJB,Johnsons Bayou,29.801,-93.7149,187,3.4953,1994,
ARAR,Arkadelphia,34.1333,-93.05,185,2.4342,1994,
NYQU,L.I.: Queens,40.6932,-73.7448,184,2.4052,1994,
WAKA,Kent-Auburn,47.3598,-122.1787,183,1.5124,1994,
TXDR,Del Rio,29.4651,-100.9585,182,3.7917,1994,
TXLG,Longview,32.3765,-94.7162,182,1.3094,1994,
NVFA,Fallon,39.3965,-118.773,180,3,1994,
WAOL,Olympia,47.0722,-122.8533,175,1.0802,1994,
CODE,Denver,39.587,-105.143,174,0.8396,1994,
ARLO,Lonoke,34.749,-91.8957,173,2.4366,1994,
IDHV,Hagerman Valley,42.8167,-114.9,159,3.3298,1994,
TXAM,Amarillo,34.9851,-101.7021,158,3.9748,1994,
TXGC,Gibbons Creek,30.5833,-96,155,2.3938,1994,
NVTM,Truckee Meadows,39.4679,-119.8205,151,2.2537,1994,
SCSN,Santee N.W.R.,33.5104,-80.408,150,1.9417,1994,
NYSN,L.I.: Southern Nassau County,40.6298,-73.5907,149,0.7078,1994,
LAPP,Pine Prairie,30.7643,-92.3765,144,1.5238,1994,
PAGL,Delaware County (Glenolden),39.8992,-75.3729,141,0.7966,1994,
CASG,Santa Maria-Guadalupe,34.8833,-120.5833,139,1.9041,1994,
MOMI,Mingo N.W.R.,36.9833,-90.2,136,2.3248,1994,
ALWH,Wheeler N.W.R.,34.6001,-86.8837,136,1.271,1994,
ORRS,Roseburg-Sutherlin,43.3177,-123.3473,131,1.5736,1994,
TXMI,Midland,31.95,-102.0333,130,2.2609,1994,
ORSU,Summer Lake,42.9731,-120.7778,129,2.6875,1994,
FLJA,Jacksonville,30.4152,-81.4877,128,0.7805,1994,
TXCC,Corpus Christi,27.8334,-97.5833,127,1.3656,1994,
