Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
CACW,Caswell-Westley,37.6061,-121.174,35030,598.8034,1995,
CAHF,Hayward-Fremont,37.6068,-122.0667,22608,99.1579,1995,
UTOG,Ogden,41.2198,-112.064,21697,425.4314,1995,
CABB,Big Bear Lake,34.2833,-116.9,21444,504.5647,1995,
LACW,Crowley,30.1107,-92.3619,15112,111.9407,1995,
CALS,Los Ba–os,37.0612,-120.8849,13560,182.0134,1995,
CAPV,Peace Valley,39.1982,-121.8219,11931,116.6846,1995,
TXCY,Cypress Creek,29.9561,-95.89,10107,121.7711,1995,
CACC,Contra Costa County,37.9538,-121.9923,9588,48.9184,1995,
CASS,Salton Sea (south),33.1579,-115.6132,9512,144.1212,1995,
CAPA,Palo Alto,37.4064,-122.1559,8371,47.1606,1995,
CATO,Thousand Oaks,34.1489,-118.9699,7279,72.0693,1995,
TXST,San Antonio,29.3148,-98.608,5259,35.5939,1995,
CABA,Bakersfield,35.4311,-118.9173,5110,58.0682,1995,
CAST,Stockton,38.116,-121.3954,3766,28.157,1995,
CABE,Benicia,38.1143,-122.1094,3640,20.9195,1995,
CASJ,San Jose,37.4033,-121.8821,3444,14.4251,1995,
CASL,San Jacinto Lake,33.8745,-117.1239,3315,37.1429,1995,
CASH,Salton Sea (north),33.5179,-116.1031,2955,44.4361,1995,
CACH,China Lake,35.6518,-117.7056,2929,39.3154,1995,
CALN,Lancaster,34.7043,-118.086,2920,75.3548,1995,
TXCC,Corpus Christi,27.8334,-97.5833,2846,23.6183,1995,
AZRC,Ramsey Canyon,31.4599,-110.2068,2777,20.7239,1995,
LASA,Sabine N.W.R.,29.8545,-93.3892,2688,15.2945,1995,
LACR,Creole,29.8159,-93.1113,2650,66.25,1995,
LALA,Lafayette,30.1901,-92.1042,2303,13.8735,1995,
ILCY,Cypress Creek,37.319,-89.0213,1741,26.7846,1995,
CACL,Clear Lake,38.9392,-122.7199,1694,20.9136,1995,
ARPB,Pine Bluff,34.2295,-92.0033,1645,28.6087,1995,
CAOC,Orange County (coastal),33.6725,-117.9453,1621,7.4614,1995,
TXAP,Attwater Prairie Chicken N.W.R.,29.6344,-96.3667,1589,12.5365,1995,
ORCV,Coquille Valley,43.115,-124.2983,1569,12.9136,1995,
CACB,Centerville Beach to King Salmon,40.642,-124.2428,1523,8.9195,1995,
MSSI,Sidon,33.3624,-90.2479,1500,93.75,1995,
NCBP,Bodie-Pea Island,35.7824,-75.5458,1330,13.8542,1995,
CODV,Denver (urban),39.7347,-104.8753,1292,14.5169,1995,
TXLS,La Sal Vieja,26.4849,-97.9649,1264,16.577,1995,
SCMC,McClellanville,33.1003,-79.4037,1246,14.5731,1995,
LAPP,Pine Prairie,30.7643,-92.3765,1219,12.2513,1995,
NVHE,Henderson,36.0833,-114.95,1172,34.4706,1995,
ARHB,Holla Bend N.W.R.,35.166,-93.1382,1159,20.3333,1995,
NVFA,Fallon,39.3965,-118.773,1096,40.5926,1995,
CAMC,Marin County (southern),37.9214,-122.5643,970,3.2414,1995,
TXLU,Lubbock County,33.5849,-101.7925,920,15.8621,1995,
MXSM,"San Miguel de Allende, Guanajuato, Mexico",20.8667,-100.8167,904,75.3333,1995,
MSHA,Hattiesburg,31.3073,-89.3166,900,17.3077,1995,
CAOV,Oceanside-Vista-Carlsbad,33.1903,-117.2796,899,7.192,1995,
CASM,Sacramento,38.6,-121.55,863,3.3097,1995,
AZTV,Tucson Valley,32.3016,-110.9735,789,10.6263,1995,
TXAU,Austin,30.1834,-97.698,766,5.1237,1995,
NMBD,Bosque del Apache N.W.R.,33.8051,-106.8907,712,16.5581,1995,
