Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
AZEL,Elfrida,31.6667,-109.6833,14652,1221,2014,
NMRO,Roswell,33.397,-104.3983,14546,242.4333,2014,
ALWH,Wheeler N.W.R.,34.6001,-86.8837,12971,139.4731,2014,
NMBD,Bosque del Apache N.W.R.,33.8051,-106.8907,12065,174.8551,2014,
TNHI,Hiwassee,35.3655,-84.92,11238,239.1064,2014,
OKSP,Salt Plains N.W.R.,36.785,-98.1789,6895,208.9394,2014,
CAMW,Merced N.W.R.,37.2301,-120.6885,6504,542,2014,
TXBZ,Brazos Bend,29.3734,-95.6688,5734,43.4394,2014,
INGP,Goose Pond,38.9678,-87.1864,5610,55.2709,2014,
TXMU,Muleshoe N.W.R.,33.9563,-102.7783,4500,236.8421,2014,
TXUC,Uvalde County,29.2096,-99.7862,3763,99.0263,2014,
LASC,Sweet Lake-Cameron Prairie N.W.R.,30.0373,-93.0875,3440,31.5394,2014,based on careful coordinated counts of birds heading to and from roosts in am and pm
TXVI,Victoria,28.8723,-97.0784,3404,66.4195,2014,
NMCA,Caballo,32.953,-107.3122,3329,56.1857,2014,
FLLP,Lake Placid,27.2601,-81.3441,2700,30.8571,2014,
INWH,Whitewater S.P.,39.5909,-84.9936,2600,68.4211,2014,
NMAL,Albuquerque,35.1833,-106.6167,2554,14.7374,2014,
FLGA,Gainesville,29.6027,-82.3127,2500,9.0695,2014,
TXCC,Corpus Christi,27.8334,-97.5833,2475,23.9709,2014,
INMT,Muscatatuck N.W.R.,38.9594,-85.7983,2357,81.2759,2014,
CACW,Caswell-Westley,37.6061,-121.174,2345,35.8015,2014,
NMVO,Valle de Oro N.W.R.,34.964,-106.6761,1985,90.2273,2014,
TNWH,White County,35.9082,-85.598,1704,35.134,2014,
TXKI,Kingsville,27.4658,-97.8551,1449,18.5769,2014,ph
TXAP,Attwater Prairie Chicken N.W.R.,29.6344,-96.3667,1381,10.2486,2014,
CODL,Delta,38.7714,-108.0394,1318,38.2029,2014,
TXBR,Brazoria-Columbia Bottomlands,29.1521,-95.5657,1313,9.8168,2014,
TXMM,Matagorda County-Mad Island Marsh,28.6833,-95.9833,1064,3.2419,2014,
TXGF,Guadalupe River Delta-McFaddin Family Ranches,28.533,-96.8635,1028,4.0632,2014,
UTOR,Ouray N.W.R.,40.1123,-109.3533,947,27.2518,2014,
ILEN,Evanston (north shore),42.1379,-87.7882,932,9.7063,2014,
TXCF,Corpus Christi (Flour Bluff),27.6584,-97.2938,906,7.8272,2014,
TXFR,Freeport,29.0172,-95.3551,884,4.0983,2014,
TXCY,Cypress Creek,29.9561,-95.89,879,7.5502,2014,
CAPV,Peace Valley,39.1982,-121.8219,876,41.7143,2014,
TXWR,White River,33.482,-101.1082,841,24.0286,2014,
TXLS,La Sal Vieja,26.4849,-97.9649,793,28.3214,2014,
GALB,Lake Blackshear,31.9621,-83.8839,780,28.3636,2014,
ONLP,Long Point,42.6211,-80.3908,730,4.9829,2014,
WIPO,Poynette,43.3955,-89.3953,460,6.9962,2014,
AZPO,Portal,31.9009,-109.1364,443,2.787,2014,
FLEP,East Pasco,28.3103,-82.2374,425,7.3276,2014,
WIPY,Palmyra,42.8069,-88.5525,423,5.1298,2014,
TXCS,College Station,30.593,-96.3175,421,4.3514,2014,
TXSB,San Bernard N.W.R.,28.8667,-95.5667,403,4.2918,2014,
