Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
KSQU,Quivira N.W.R.,38.15,-98.4833,48000,1548.3871,2006,
TXMU,Muleshoe N.W.R.,33.9563,-102.7783,24000,1230.7692,2006,
AZEL,Elfrida,31.6667,-109.6833,21312,380.5714,2006,
CAST,Stockton,38.116,-121.3954,12215,179.6324,2006,
TXGF,Guadalupe River Delta-McFaddin Family Ranches,28.533,-96.8635,10608,60.7039,2006,
TNHI,Hiwassee,35.3655,-84.92,10525,219.2708,2006,
NMBD,Bosque del Apache N.W.R.,33.8051,-106.8907,8600,129.3233,2006,
NMRO,Roswell,33.397,-104.3983,5550,109.901,2006,
TXMM,Matagorda County-Mad Island Marsh,28.6833,-95.9833,4741,12.3948,2006,
FLGA,Gainesville,29.6027,-82.3127,4150,19.5755,2006,
TXLS,La Sal Vieja,26.4849,-97.9649,3842,42.2198,2006,
FLLP,Lake Placid,27.2601,-81.3441,2700,33.5404,2006,
CARC,Rio Cosumnes,38.3505,-121.4175,2640,14.0426,2006,
CACW,Caswell-Westley,37.6061,-121.174,2387,41.1552,2006,
TXQN,Quanah,34.3285,-99.6831,2027,50.675,2006,
TXBS,Big Spring,32.2391,-101.4162,2000,85.1064,2006,
NMCA,Caballo,32.953,-107.3122,1579,32.7254,2006,
TXCF,Corpus Christi (Flour Bluff),27.6584,-97.2938,1519,13.2087,2006,
TXCC,Corpus Christi,27.8334,-97.5833,1389,13.4854,2006,
NMAL,Albuquerque,35.1833,-106.6167,896,6.7879,2006,
TXFR,Freeport,29.0172,-95.3551,823,4.0393,2006,
MIOV,Olivet,42.4333,-84.9,794,45.3714,2006,
COGJ,Grand Junction,39.1208,-108.6081,730,4.7712,2006,
CODL,Delta,38.7714,-108.0394,721,4.3963,2006,
TXKI,Kingsville,27.4658,-97.8551,697,10.9764,2006,
NMLO,Loving,32.291,-104.0667,696,25.5413,2006,
ALWH,Wheeler N.W.R.,34.6001,-86.8837,637,6.2451,2006,
TXAY,Armand Bayou,29.5498,-95.0489,623,7.2442,2006,
TXAR,Aransas N.W.R.,28.2333,-96.8833,607,6.9971,2006,
CAPV,Peace Valley,39.1982,-121.8219,580,9.098,2006,
TXAP,Attwater Prairie Chicken N.W.R.,29.6344,-96.3667,579,5.1239,2006,
MIWA,Waterloo State Recreation Area,42.3245,-84.2097,562,9.9911,2006,
COMO,Montrose,38.5002,-107.8674,532,7.8235,2006,
TXBZ,Brazos Bend,29.3734,-95.6688,494,7.0571,2006,
CACO,Chico,39.722,-121.8238,435,7.7679,2006,
FLEM,Emeralda-Sunnyhill,28.85,-81.8501,433,2.7492,2006,
GAAL,Atlanta,33.9667,-84.6667,415,3.3535,2006,
LACL,Cheneyville-Lecompte,31.1,-92.3667,380,9.441,2006,
TXSB,San Bernard N.W.R.,28.8667,-95.5667,355,2.4956,2006,
TXCP,Chaparral W.M.A.,28.3609,-99.3429,340,7.907,2006,
FLLA,Lakeland,28.0261,-81.8507,329,2.3251,2006,
AZPO,Portal,31.9009,-109.1364,302,2.09,2006,
OKAN,Arnett,36.0569,-99.8103,300,25,2006,
FLEP,East Pasco,28.3103,-82.2374,300,7.6923,2006,
FLKV,Kissimmee Valley,28.2062,-81.3936,290,4.6032,2006,
TXCY,Cypress Creek,29.9561,-95.89,288,2.6122,2006,
TXUC,Uvalde County,29.2096,-99.7862,273,8.2727,2006,
FLME,Melrose,29.748,-81.9929,269,5.2745,2006,
FLWV,West Volusia County,29.0543,-81.3039,260,3.9847,2006,
FLLW,Lake Wales,27.8939,-81.5189,226,2.3179,2006,
FLSB,South Brevard County,27.8486,-80.55,202,1.6389,2006,
FLAL,Alafia Banks,27.792,-82.3349,200,1.8391,2006,
TXCS,College Station,30.593,-96.3175,200,2.5723,2006,
FLMR,Myakka River S.P.,27.233,-82.236,188,2.6111,2006,
NMGR,Gila River,32.9152,-108.584,176,3.5556,2006,
MIDO,Dowagiac,41.9667,-86.0833,173,4.325,2006,
MIFL,Flint,42.8615,-83.8475,173,17.3,2006,
FLAB,Aripeka-Bayport,28.4667,-82.5833,165,2.7966,2006,
FLBO,Brooksville,28.548,-82.3245,165,1.9643,2006,
TXVI,Victoria,28.8723,-97.0784,156,1.9319,2006,
UTDJ,Dinosaur N.M.-Jensen,40.3698,-109.3456,154,4.8504,2006,
TNFR,Franklin-Coffee County,35.302,-86.0567,153,3.7317,2006,
TXMI,Midland,31.95,-102.0333,152,2.6094,2006,
GAAB,Albany,31.4333,-84.4167,150,2.4691,2006,
FLSR,Sarasota,27.2841,-82.4976,149,1.5684,2006,
ONLP,Long Point,42.6211,-80.3908,131,0.8942,2006,
FLEC,Econlockhatchee,28.7094,-81.1467,128,0.9642,2006,
CAEC,East Contra Costa County,37.9118,-121.678,127,0.9478,2006,
FLNR,West Pasco (New Port Richey),28.2604,-82.6949,125,0.6313,2006,
TXQU,Quitaque,34.4346,-101.0739,122,15.25,2006,
NMES,Espanola,35.9905,-106.073,121,2.3269,2006,
FLCO,Cocoa,28.3622,-80.7026,120,0.8556,2006,
FLBA,Bradenton,27.501,-82.5631,117,1.5146,2006,
