Code,Name,Latitude,Longitude,No_Observed,Number_By_Party_Hours,year,Editor_Comments
TXMU,Muleshoe N.W.R.,33.9563,-102.7783,48000,2666.6667,2013,
AZEL,Elfrida,31.6667,-109.6833,22316,656.3529,2013,
TNHI,Hiwassee,35.3655,-84.92,13597,261.4808,2013,
OKSP,Salt Plains N.W.R.,36.785,-98.1789,10798,234.7391,2013,
ALWH,Wheeler N.W.R.,34.6001,-86.8837,9433,102.5326,2013,
NMRO,Roswell,33.397,-104.3983,8775,188.7097,2013,
CAST,Stockton,38.116,-121.3954,6868,55.8374,2013,
NMCA,Caballo,32.953,-107.3122,6692,111.0705,2013,
TXCY,Cypress Creek,29.9561,-95.89,6082,45.3035,2013,
CACW,Caswell-Westley,37.6061,-121.174,4383,83.4857,2013,
NMBD,Bosque del Apache N.W.R.,33.8051,-106.8907,4350,81.6901,2013,
TXCC,Corpus Christi,27.8334,-97.5833,3018,27.7517,2013,
FLGA,Gainesville,29.6027,-82.3127,3000,13.6674,2013,
FLLP,Lake Placid,27.2601,-81.3441,3000,32.6087,2013,
NMVO,Valle de Oro N.W.R.,34.964,-106.6761,2985,29.7993,2013,
LASC,Sweet Lake-Cameron Prairie N.W.R.,30.0373,-93.0875,2530,27.5479,2013,
TXBS,Big Spring,32.2391,-101.4162,2511,73.8529,2013,
TXKI,Kingsville,27.4658,-97.8551,2465,31.2342,2013,
NMLO,Loving,32.291,-104.0667,2131,55.3506,2013,
TXUC,Uvalde County,29.2096,-99.7862,2047,51.8228,2013,
INWH,Whitewater S.P.,39.5909,-84.9936,2000,68.9655,2013,
CAMW,Merced N.W.R.,37.2301,-120.6885,1955,54.3056,2013,
MXMD,"Madera, Chihuahua, Mexico",29.1613,-108.1317,1889,236.125,2013,
TXMM,Matagorda County-Mad Island Marsh,28.6833,-95.9833,1433,4.1968,2013,
TXFR,Freeport,29.0172,-95.3551,1326,4.9803,2013,
INMT,Muscatatuck N.W.R.,38.9594,-85.7983,1300,38.2353,2013,
TXLS,La Sal Vieja,26.4849,-97.9649,1014,21.125,2013,
OKAN,Arnett,36.0569,-99.8103,995,46.2791,2013,
FLSB,South Brevard County,27.8486,-80.55,950,9.1566,2013,
TXNB,New Braunfels,29.7,-98.1167,830,15.514,2013,
TXCF,Corpus Christi (Flour Bluff),27.6584,-97.2938,795,7.5895,2013,
NMAL,Albuquerque,35.1833,-106.6167,789,5.7951,2013,
FLCL,Clermont,28.5404,-81.7651,700,5.6,2013,
CAPV,Peace Valley,39.1982,-121.8219,648,17.0526,2013,
TXGF,Guadalupe River Delta-McFaddin Family Ranches,28.533,-96.8635,641,2.8269,2013,
MIDO,Dowagiac,41.9667,-86.0833,561,15.4759,2013,
FLKV,Kissimmee Valley,28.2062,-81.3936,550,12.5,2013,
TXCS,College Station,30.593,-96.3175,522,5.4234,2013,
FLEM,Emeralda-Sunnyhill,28.85,-81.8501,500,4,2013,
FLMR,Myakka River S.P.,27.233,-82.236,460,6.3448,2013,
TXAP,Attwater Prairie Chicken N.W.R.,29.6344,-96.3667,453,2.8446,2013,
ONLP,Long Point,42.6211,-80.3908,448,3.8128,2013,
GAAB,Albany,31.4333,-84.4167,423,7.3565,2013,
FLEP,East Pasco,28.3103,-82.2374,400,7.5472,2013,
FLEC,Econlockhatchee,28.7094,-81.1467,400,3.3126,2013,
